Date,ADS_Change,EPU_Change,Stringency_Change,Rolling_Avg_Change_in_DCC,% FTSE100 Change,Previous % FTSE100 Change,Next % FTSE100 Change,% FTSE250 Change,Previous % FTSE250 Change,Next % FTSE250 Change,% FTSEAIM Change,Previous % FTSEAIM Change,Next % FTSEAIM Change,% FTSEAllShare Change,Previous % FTSEAllShare Change,Next % FTSEAllShare Change,% FTSESmallCap Change,Previous % FTSESmallCap Change,Next % FTSESmallCap Change,% MSCI Change,Previous % MSCI Change,Next % MSCI Change,% MSCIUK Change,Previous % MSCIUK Change,Next % MSCIUK Change,% GILT2 Change,Previous % GILT2 Change,Next % GILT2 Change,Close,Vix Close,SWAV,SWAV_lagged,Change in SWAV,% Barc Change,Previous % Barc Change,Next % Barc Change,% Voda Change,Previous % Voda Change,Next % Voda Change,% BP Change,Previous % BP Change,Next % BP Change,% Glen Change,Previous % Glen Change,Next % Glen Change,% LLoyds Change,Previous % LLoyds Change,Next % LLoyds Change,festive
2017-04-21,0.0609549999999999,-74.10000000000002,0.0,-4.474999999999998,-2.85,-1.37,2.57,2.04,-0.64,1.76,1.85,0.23,1.97,-1.94,-1.2,2.41,0.35,0.29,1.89,-0.63,-0.5,2.97,-0.55,-0.34,4.14,-15.79,-30.91,48.96,14.63,14.63,0.5209158984477837,0.5177721875302672,0.0031437109175165,-7.62,-2.3,-0.77,-4.49,-1.56,3.12,-3.53,-1.18,2.25,-4.63,-8.52,-3.22,-2.19,-4.36,8.75,0
2017-04-28,0.0116119999999999,125.12,0.0,-2.5249999999999986,-1.98,0.17,3.21,2.01,1.31,0.75,3.13,1.81,1.16,-1.19,0.38,2.74,1.85,0.91,1.71,1.78,-0.02,0.78,2.48,-0.52,2.93,-29.25,-17.19,45.33,10.82,10.82,0.5222663438552453,0.49888062634755,0.0233857175076953,-1.42,-5.13,-2.99,-2.04,-3.97,6.03,-5.93,4.11,3.95,-5.43,0.42,-6.14,9.81,-6.68,-0.72,0
2017-05-05,-0.0598269999999999,26.680000000000007,0.0,-25.200000000000003,2.57,-2.85,2.37,1.76,2.04,0.57,1.97,1.85,1.19,2.41,-1.94,2.02,1.89,0.35,0.8,2.97,-0.63,-0.1,4.14,-0.55,3.32,48.96,-15.79,-21.68,10.57,10.57,0.555020394369856,0.5209158984477837,0.0341044959220722,-0.77,-7.62,3.56,3.12,-4.49,7.49,2.25,-3.53,4.61,-3.22,-4.63,2.11,8.75,-2.19,2.54,0
2017-05-12,-0.0910696999999999,-37.44999999999999,0.0,19.474999999999994,3.21,-1.98,1.51,0.75,2.01,1.33,1.16,3.13,1.69,2.74,-1.19,1.45,1.71,1.85,0.68,0.78,1.78,1.02,2.93,2.48,1.2,45.33,-29.25,-18.35,10.4,10.4,0.5574758487226795,0.5222663438552453,0.0352095048674342,-2.99,-1.42,2.79,6.03,-2.04,9.07,3.95,-5.93,3.16,-6.14,-5.43,2.63,-0.72,9.81,4.43,0
2017-05-19,-0.0902528,205.31,0.0,22.375,2.37,2.57,1.03,0.57,1.76,0.96,1.19,1.97,1.53,2.02,2.41,1.02,0.8,1.89,0.98,-0.1,2.97,2.13,3.32,4.14,-0.09,-21.68,48.96,0.89,12.04,12.04,0.5656804263476848,0.555020394369856,0.0106600319778288,3.56,-0.77,-1.31,7.49,3.12,4.38,4.61,2.25,-1.99,2.11,-3.22,-2.85,2.54,8.75,-3.39,0
2017-05-26,-0.0771545999999999,-163.07,0.0,-40.475,1.51,3.21,-0.27,1.33,0.75,-1.27,1.69,1.16,-1.35,1.45,2.74,-0.45,0.68,1.71,-0.65,1.02,0.78,0.55,1.2,2.93,-0.84,-18.35,45.33,2.25,9.81,9.81,0.5828645771600512,0.5574758487226795,0.0253887284373717,2.79,-2.99,-2.39,9.07,6.03,-3.97,3.16,3.95,-1.42,2.63,-6.14,0.86,4.43,-0.72,-2.41,0
2017-06-02,-0.04445279,-165.14999999999998,0.0,14.974999999999998,1.03,2.37,-1.11,0.96,0.57,-0.93,1.53,1.19,-2.06,1.02,2.02,-1.07,0.98,0.8,-0.66,2.13,-0.1,-0.62,-0.09,3.32,-1.64,0.89,-21.68,38.05,9.75,9.75,0.5692437307248541,0.5656804263476848,0.0035633043771693,-1.31,3.56,-3.63,4.38,7.49,-3.22,-1.99,4.61,0.84,-2.85,2.11,-2.44,-3.39,2.54,-1.17,0
2017-06-09,-0.0327686,559.55,0.0,15.524999999999991,-0.27,1.51,-1.37,-1.27,1.33,-0.43,-1.35,1.69,-0.9,-0.45,1.45,-1.17,-0.65,0.68,-0.03,0.55,1.02,0.12,-0.84,1.2,-3.36,2.25,-18.35,158.24,10.7,10.7,0.5661361238490571,0.5828645771600512,-0.0167284533109941,-2.39,2.79,-4.38,-3.97,9.07,1.2,-1.42,3.16,-2.45,0.86,2.63,-5.25,-2.41,4.43,-4.76,0
2017-06-16,-0.05198481,109.31999999999994,0.0,-5.200000000000003,-1.11,1.03,-2.02,-0.93,0.96,-2.4,-2.06,1.53,-0.56,-1.07,1.02,-2.03,-0.66,0.98,-0.53,-0.62,2.13,-0.35,-1.64,-0.09,-2.63,38.05,0.89,129.49,10.38,10.38,0.5765081222335613,0.5692437307248541,0.0072643915087071,-3.63,-1.31,-0.25,-3.22,4.38,-2.16,0.84,-1.99,-5.11,-2.44,-2.85,2.66,-1.17,-3.39,-3.49,0
2017-06-23,-0.0623592,107.91000000000008,0.0,8.774999999999999,-1.37,-0.27,-0.99,-0.43,-1.27,-1.47,-0.9,-1.35,-1.06,-1.17,-0.45,-1.05,-0.03,-0.65,-0.61,0.12,0.55,-0.61,-3.36,-0.84,0.45,158.24,2.25,40.0,10.02,10.02,0.5725098594439503,0.5661361238490571,0.0063737355948931,-4.38,-2.39,5.37,1.2,-3.97,-2.21,-2.45,-1.42,-2.71,-5.25,0.86,6.35,-4.76,-2.41,-0.22,0
2017-06-30,-0.0647596,248.73,0.0,-13.199999999999996,-2.02,-1.11,0.9,-2.4,-0.93,0.35,-0.56,-2.06,-1.22,-2.03,-1.07,0.78,-0.53,-0.66,0.25,-0.35,-0.62,1.65,-2.63,-1.64,1.71,129.49,38.05,-10.61,11.18,11.18,0.5768826833092677,0.5765081222335613,0.0003745610757064,-0.25,-3.63,2.84,-2.16,-3.22,0.48,-5.11,0.84,0.45,2.66,-2.44,10.06,-3.49,-1.17,1.19,0
2017-07-07,-0.0547159,-392.78,0.0,-1.9249999999999967,-0.99,-1.37,1.39,-1.47,-0.43,1.84,-1.06,-0.9,1.11,-1.05,-1.17,1.46,-0.61,-0.03,1.41,-0.61,0.12,2.38,0.45,-3.36,2.23,40.0,158.24,-18.54,11.19,11.19,0.5823045505939646,0.5725098594439503,0.0097946911500143,5.37,-4.38,-1.49,-2.21,1.2,3.31,-2.71,-2.45,0.52,6.35,-5.25,5.48,-0.22,-4.76,2.37,0
2017-07-14,-0.0466359999999999,-373.16,0.0,-2.8999999999999986,0.9,-2.02,-0.14,0.35,-2.4,1.65,-1.22,-0.56,3.03,0.78,-2.03,0.21,0.25,-0.53,1.3,1.65,-0.35,0.63,1.71,-2.63,0.18,-10.61,129.49,-22.5,9.51,9.51,0.5682832956225643,0.5768826833092677,-0.0085993876867034,2.84,-0.25,-1.63,0.48,-2.16,0.69,0.45,-5.11,-0.26,10.06,2.66,4.79,1.19,-3.49,-0.66,0
2017-07-21,-0.068751,-109.32999999999998,0.0,3.125,1.39,-0.99,0.79,1.84,-1.47,1.11,1.11,-1.06,2.47,1.46,-1.05,0.85,1.41,-0.61,0.93,2.38,-0.61,0.46,2.23,0.45,1.33,-18.54,40.0,-6.34,9.36,9.36,0.5487905207836814,0.5823045505939646,-0.0335140298102831,-1.49,5.37,2.58,3.31,-2.21,-0.44,0.52,-2.71,3.81,5.48,6.35,7.74,2.37,-0.22,-1.91,0
2017-07-28,-0.085964,-20.110000000000014,0.0,-1.3000000000000045,-0.14,0.9,-0.79,1.65,0.35,-0.93,3.03,-1.22,0.6,0.21,0.78,-0.78,1.3,0.25,0.05,0.63,1.65,-1.15,0.18,1.71,-1.47,-22.5,-10.61,-14.92,10.29,10.29,0.5708363237221282,0.5682832956225643,0.0025530280995639,-1.63,2.84,-2.8,0.69,0.48,-0.36,-0.26,0.45,0.92,4.79,10.06,-2.79,-0.66,1.19,-2.8,0
2017-08-04,-0.0849249999999999,315.63,0.0,-9.325,0.79,1.39,-2.5,1.11,1.84,-1.72,2.47,1.11,0.57,0.85,1.46,-2.32,0.93,1.41,-1.19,0.46,2.38,-1.9,1.33,2.23,-3.46,-6.34,-18.54,-6.77,10.03,10.03,0.5751769624806864,0.5487905207836814,0.0263864416970049,2.58,-1.49,-6.99,-0.44,3.31,-2.64,3.81,0.52,-5.03,7.74,5.48,1.67,-1.91,2.37,-4.34,0
2017-08-11,-0.063173,-50.44999999999999,0.0,17.425000000000004,-0.79,-0.14,1.25,-0.93,1.65,0.65,0.6,3.03,1.64,-0.78,0.21,1.1,0.05,1.3,-0.02,-1.15,0.63,0.35,-1.47,0.18,0.36,-14.92,-22.5,-13.74,15.51,15.51,0.567406536929556,0.5708363237221282,-0.0034297867925722,-2.8,-1.63,-2.53,-0.36,0.69,0.05,0.92,-0.26,-0.5,-2.79,4.79,9.57,-2.8,-0.66,0.42,0
2017-08-18,-0.03779,-457.54,0.0,-1.275000000000002,-2.5,0.79,1.56,-1.72,1.11,0.81,0.57,2.47,1.62,-2.32,0.85,1.42,-1.19,0.93,1.04,-1.9,0.46,1.83,-3.46,1.33,2.41,-6.77,-6.34,-21.37,14.26,14.26,0.5658134352030838,0.5751769624806864,-0.0093635272776025,-6.99,2.58,-1.79,-2.64,-0.44,0.21,-5.03,3.81,1.08,1.67,7.74,6.86,-4.34,-1.91,-0.34,0
2017-08-25,-0.017108,36.870000000000005,0.0,-9.825000000000005,1.25,-0.79,-0.32,0.65,-0.93,-0.31,1.64,0.6,0.53,1.1,-0.78,-0.28,-0.02,0.05,0.76,0.35,-1.15,1.03,0.36,-1.47,1.97,-13.74,-14.92,-7.14,11.28,11.28,0.5551157154062113,0.567406536929556,-0.0122908215233447,-2.53,-2.8,-3.45,0.05,-0.36,-2.66,-0.5,0.92,0.13,9.57,-2.79,2.9,0.42,-2.8,-1.76,0
2017-09-01,0.052378,164.14,0.0,6.199999999999996,1.56,-2.5,-3.0,0.81,-1.72,-2.06,1.62,0.57,-2.14,1.42,-2.32,-2.78,1.04,-1.19,-1.22,1.83,-1.9,1.12,2.41,-3.46,1.59,-21.37,-6.77,129.35,10.13,10.13,0.556919938081383,0.5658134352030838,-0.0088934971217008,-1.79,-6.99,-2.86,0.21,-2.64,-5.95,1.08,-5.03,0.79,6.86,1.67,-6.13,-0.34,-4.34,2.56,0
2017-09-08,0.190959,382.12,0.0,-5.899999999999999,-0.32,1.25,-0.91,-0.31,0.65,-0.47,0.53,1.64,-1.57,-0.28,1.1,-0.85,0.76,-0.02,-1.26,1.03,0.35,1.53,1.97,0.36,1.75,-7.14,-13.74,164.5,12.12,12.12,0.5482339189699605,0.5551157154062113,-0.0068817964362507,-3.45,-2.53,2.11,-2.66,0.05,-2.57,0.13,-0.5,4.6,2.9,9.57,-4.38,-1.76,0.42,4.92,0
2017-09-15,0.27329818,20.920000000000016,0.0,3.025000000000002,-3.0,1.56,2.18,-2.06,0.81,2.56,-2.14,1.62,1.05,-2.78,1.42,2.21,-1.22,1.04,1.24,1.12,1.83,0.65,1.59,2.41,0.93,129.35,-21.37,6.64,10.17,10.17,0.5307001221106483,0.556919938081383,-0.0262198159707346,-2.86,-1.79,3.59,-5.95,0.21,1.14,0.79,1.08,6.48,-6.13,6.86,-0.72,2.56,-0.34,3.69,0
2017-09-22,0.277213,-418.84,0.0,5.399999999999999,-0.91,-0.32,2.9,-0.47,-0.31,3.33,-1.57,0.53,2.67,-0.85,-0.28,2.97,-1.26,0.76,2.97,1.53,1.03,0.97,1.75,1.97,-0.52,164.5,-7.14,-3.58,9.59,9.59,0.5310704248949698,0.5482339189699605,-0.0171634940749907,2.11,-3.45,-0.7,-2.57,-2.66,1.7,4.6,0.13,4.62,-4.38,2.9,5.69,4.92,-1.76,-0.46,0
2017-09-29,0.32295582,-125.35000000000002,0.0,-9.474999999999994,2.18,-3.0,2.21,2.56,-2.06,1.94,1.05,-2.14,2.69,2.21,-2.78,2.15,1.24,-1.22,1.95,0.65,1.12,1.37,0.93,1.59,1.43,6.64,129.35,4.89,9.51,9.51,0.5240609050646349,0.5307001221106483,-0.0066392170460134,3.59,-2.86,-1.09,1.14,-5.95,3.28,6.48,0.79,2.83,-0.72,-6.13,10.12,3.69,2.56,-2.7,0
2017-10-06,0.360129,-53.71999999999997,0.0,1.4750000000000014,2.9,-0.91,0.0,3.33,-0.47,-0.1,2.67,-1.57,-0.09,2.97,-0.85,-0.0,2.97,-1.26,0.21,0.97,1.53,1.07,-0.52,1.75,0.92,-3.58,164.5,2.78,9.65,9.65,0.501640075274597,0.5310704248949698,-0.0294303496203728,-0.7,2.11,2.89,1.7,-2.57,2.38,4.62,4.6,0.77,5.69,-4.38,3.08,-0.46,4.92,0.6,0
2017-10-13,0.280454,254.84000000000003,0.0,18.625,2.21,2.18,-0.4,1.94,2.56,-0.56,2.69,1.05,0.34,2.15,2.21,-0.41,1.95,1.24,0.19,1.37,0.65,0.32,1.43,0.93,-1.9,4.89,6.64,-2.54,9.61,9.61,0.5062020956669595,0.5240609050646349,-0.0178588093976753,-1.09,3.59,-3.9,3.28,1.14,-0.02,2.83,6.48,1.45,10.12,-0.72,-2.5,-2.7,3.69,4.57,0
2017-10-20,0.124834,13.879999999999995,0.0,-4.075000000000003,0.0,2.9,0.49,-0.1,3.33,1.62,-0.09,2.67,2.29,-0.0,2.97,0.7,0.21,2.97,1.19,1.07,0.97,0.49,0.92,-0.52,-0.37,2.78,-3.58,0.9,9.97,9.97,0.5012452218488657,0.501640075274597,-0.0003948534257313,2.89,-0.7,-6.36,2.38,1.7,1.15,0.77,4.62,5.06,3.08,5.69,0.17,0.6,-0.46,0.58,0
2017-10-27,0.000615,-324.68,0.0,-27.849999999999994,-0.4,2.21,-0.96,-0.56,1.94,-0.62,0.34,2.69,0.2,-0.41,2.15,-0.88,0.19,1.95,-0.24,0.32,1.37,0.28,-1.9,1.43,-0.12,-2.54,4.89,6.09,9.8,9.8,0.5045886825948449,0.5062020956669595,-0.0016134130721146,-3.9,-1.09,-2.53,-0.02,3.28,0.95,1.45,2.83,1.81,-2.5,10.12,-1.25,4.57,-2.7,-3.53,0
2017-11-03,-0.0935209999999999,412.74,0.0,8.5,0.49,0.0,-2.38,1.62,-0.1,-3.29,2.29,-0.09,-1.94,0.7,-0.0,-2.53,1.19,0.21,-2.42,0.49,1.07,-0.6,-0.37,0.92,-1.18,0.9,2.78,7.16,9.14,9.14,0.476724071340155,0.5012452218488657,-0.0245211505087106,-6.36,2.89,0.95,1.15,2.38,4.26,5.06,0.77,-4.59,0.17,3.08,-6.7,0.58,0.6,-2.08,0
2017-11-10,-0.132198,160.88,0.0,18.925,-0.96,-0.4,-0.31,-0.62,-0.56,-0.38,0.2,0.34,-0.67,-0.88,-0.41,-0.34,-0.24,0.19,-0.69,0.28,0.32,0.95,-0.12,-1.9,0.92,6.09,-2.54,-5.74,11.29,11.29,0.4838213512234395,0.5045886825948449,-0.0207673313714054,-2.53,-3.9,5.69,0.95,-0.02,3.61,1.81,1.45,-1.1,-1.25,-2.5,-0.07,-3.53,4.57,-0.59,0
2017-11-17,-0.114479,-432.05,0.0,-10.424999999999995,-2.38,0.49,-1.09,-3.29,1.62,0.29,-1.94,2.29,-0.14,-2.53,0.7,-0.81,-2.42,1.19,0.24,-0.6,0.49,1.78,-1.18,-0.37,1.42,7.16,0.9,-3.13,11.43,11.43,0.4984465146596232,0.476724071340155,0.0217224433194681,0.95,-6.36,2.38,4.26,1.15,-2.06,-4.59,5.06,-0.22,-6.7,0.17,-4.16,-2.08,0.58,-1.88,0
2017-11-24,-0.114026,182.1,0.0,-3.775000000000002,-0.31,-0.96,-0.21,-0.38,-0.62,0.24,-0.67,0.2,-1.26,-0.34,-0.88,-0.16,-0.69,-0.24,-0.81,0.95,0.28,0.68,0.92,-0.12,0.26,-5.74,6.09,8.48,9.67,9.67,0.5011799619725411,0.4838213512234395,0.0173586107491016,5.69,-2.53,3.72,3.61,0.95,1.73,-1.1,1.81,-1.71,-0.07,-1.25,-4.65,-0.59,-3.53,1.07,0
2017-12-01,-0.126603,-41.370000000000005,0.0,-0.9250000000000008,-1.09,-2.38,2.6,0.29,-3.29,0.98,-0.14,-1.94,-0.69,-0.81,-2.53,2.24,0.24,-2.42,0.14,1.78,-0.6,0.78,1.42,-1.18,1.12,-3.13,7.16,-6.03,11.43,11.43,0.5255112316025062,0.4984465146596232,0.027064716942883,2.38,0.95,6.78,-2.06,4.26,2.68,-0.22,-4.59,2.68,-4.16,-6.7,7.08,-1.88,-2.08,2.56,1
2017-12-08,-0.1540389999999999,-95.28999999999996,0.0,-6.75,-0.21,-0.31,2.69,0.24,-0.38,2.44,-1.26,-0.67,1.7,-0.16,-0.34,2.62,-0.81,-0.69,1.99,0.68,0.95,1.26,0.26,0.92,0.8,8.48,-5.74,-9.42,9.58,9.58,0.5291890756744287,0.5011799619725411,0.0280091137018876,3.72,5.69,2.93,1.73,3.61,2.83,-1.71,-1.1,4.96,-4.65,-0.07,8.65,1.07,-0.59,0.61,1
2017-12-15,-0.2112426,459.52,0.0,13.7,2.6,-1.09,2.63,0.98,0.29,3.38,-0.69,-0.14,3.42,2.24,-0.81,2.75,0.14,0.24,2.42,0.78,1.78,0.86,1.12,1.42,1.42,-6.03,-3.13,2.29,9.42,9.42,0.5369280432838879,0.5255112316025062,0.0114168116813816,6.78,2.38,0.42,2.68,-2.06,2.17,2.68,-0.22,3.46,7.08,-4.16,7.51,2.56,-1.88,2.48,1
2017-12-22,-0.2468053,-128.33999999999995,0.0,22.125,2.69,-0.21,1.73,2.44,0.24,2.2,1.7,-1.26,3.22,2.62,-0.16,1.83,1.99,-0.81,2.18,1.26,0.68,2.72,0.8,0.26,3.0,-9.42,8.48,10.84,9.9,9.9,0.5452764605971262,0.5291890756744287,0.0160873849226974,2.93,3.72,-1.47,2.83,1.73,0.38,4.96,-1.71,2.4,8.65,-4.65,3.52,0.61,1.07,1.28,1
2017-12-29,-0.2711574,-444.50000000000006,0.0,-12.075000000000005,2.63,2.6,1.18,3.38,0.98,0.64,3.42,-0.69,1.55,2.75,2.24,1.11,2.42,0.14,1.75,0.86,0.78,3.89,1.42,1.12,3.6,2.29,-6.03,30.27,11.04,11.04,0.5087397211090039,0.5369280432838879,-0.0281883221748839,0.42,6.78,-4.23,2.17,2.68,-2.4,3.46,2.68,2.31,7.51,7.08,4.5,2.48,2.56,3.59,1
2018-01-05,-0.3014847,184.83,0.0,-12.099999999999994,1.73,2.69,0.09,2.2,2.44,-1.33,3.22,1.7,0.04,1.83,2.62,-0.14,2.18,1.99,0.34,2.72,1.26,2.36,3.0,0.8,2.47,10.84,-9.42,13.97,9.22,9.22,0.5069333083908044,0.5452764605971262,-0.0383431522063217,-1.47,2.93,0.66,0.38,2.83,-4.65,2.4,4.96,-3.72,3.52,8.65,4.77,1.28,0.61,5.01,1
2018-01-12,-0.229902,211.81,0.0,-5.099999999999994,1.18,2.63,-1.45,0.64,3.38,-1.17,1.55,3.42,0.77,1.11,2.75,-1.39,1.75,2.42,-1.06,3.89,0.86,2.91,3.6,1.42,2.07,30.27,2.29,7.92,10.16,10.16,0.4929509577415552,0.5087397211090039,-0.0157887633674486,-4.23,0.42,7.97,-2.4,2.17,-1.64,2.31,3.46,-3.46,4.5,7.51,-1.39,3.59,2.48,1.08,1
2018-01-19,-0.0867219999999999,-277.84000000000003,0.0,5.075000000000003,0.09,1.73,-3.72,-1.33,2.2,-3.35,0.04,3.22,-0.8,-0.14,1.83,-3.63,0.34,2.18,-2.9,2.36,2.72,-1.62,2.47,3.0,-2.74,13.97,10.84,15.94,11.27,11.27,0.4966462897316075,0.5069333083908044,-0.0102870186591968,0.66,-1.47,-2.46,-4.65,0.38,-2.79,-3.72,2.4,-4.01,4.77,3.52,-5.99,5.01,1.28,-3.82,1
2018-01-26,0.0690299999999999,-128.44,0.0,-4.324999999999996,-1.45,1.18,-7.48,-1.17,0.64,-6.78,0.77,1.55,-6.33,-1.39,1.11,-7.28,-1.06,1.75,-5.33,2.91,3.89,-8.81,2.07,3.6,-9.5,7.92,30.27,4.78,11.08,11.08,0.4811653338143297,0.4929509577415552,-0.0117856239272255,7.97,-4.23,-8.14,-1.64,-2.4,-10.55,-3.46,2.31,-8.96,-1.39,4.5,-10.18,1.08,3.59,-6.61,1
2018-02-02,0.2471,47.92999999999998,0.0,-8.400000000000002,-3.72,0.09,-2.0,-3.35,-1.33,-1.15,-0.8,0.04,-1.94,-3.63,-0.14,-1.82,-2.9,0.34,-1.0,-1.62,2.36,-1.55,-2.74,2.47,-1.79,15.94,13.97,-0.76,17.31,17.31,0.4854366619702318,0.4966462897316075,-0.0112096277613757,-2.46,0.66,2.3,-2.79,-4.65,-6.77,-4.01,-3.72,-3.28,-5.99,4.77,1.37,-3.82,5.01,-1.48,0
2018-02-09,0.3191555,-132.17999999999998,0.0,9.024999999999997,-7.48,-1.45,2.14,-6.78,-1.17,3.04,-6.33,0.77,3.71,-7.28,-1.39,2.27,-5.33,-1.06,1.65,-8.81,2.91,4.39,-9.5,2.07,3.59,4.78,7.92,8.07,29.06,29.06,0.4791260432684693,0.4811653338143297,-0.0020392905458603,-8.14,7.97,8.76,-10.55,-1.64,1.02,-8.96,-3.46,1.29,-10.18,-1.39,9.76,-6.61,1.08,3.16,0
