Date,ADS_Change,EPU_Change,Stringency_Change,Rolling_Avg_Change_in_DCC,% FTSE100 Change,Previous % FTSE100 Change,Next % FTSE100 Change,% FTSE250 Change,Previous % FTSE250 Change,Next % FTSE250 Change,% FTSEAIM Change,Previous % FTSEAIM Change,Next % FTSEAIM Change,% FTSEAllShare Change,Previous % FTSEAllShare Change,Next % FTSEAllShare Change,% FTSESmallCap Change,Previous % FTSESmallCap Change,Next % FTSESmallCap Change,% MSCI Change,Previous % MSCI Change,Next % MSCI Change,% MSCIUK Change,Previous % MSCIUK Change,Next % MSCIUK Change,% GILT2 Change,Previous % GILT2 Change,Next % GILT2 Change,Close,Vix Close,TED,SWAV,SWAV_lagged,Change in SWAV,% Barc Change,Previous % Barc Change,Next % Barc Change,% Voda Change,Previous % Voda Change,Next % Voda Change,% BP Change,Previous % BP Change,Next % BP Change,% Glen Change,Previous % Glen Change,Next % Glen Change,% LLoyds Change,Previous % LLoyds Change,Next % LLoyds Change
2019-05-28,0.4557619999999999,-5.75,0.0,-2.0314999999999994,-2.14,3.25,2.11,-3.28,5.1,0.42,-0.42,6.5,-4.18,-2.27,3.56,1.74,-0.62,4.01,-0.72,-4.11,3.81,3.8,-4.3,1.12,0.12,-21.69,10.16,1.16,17.5,17.5,0.2,0.4964288493955647,0.4913226701091744,0.0051061792863903,-6.45,3.54,-2.5,-10.43,0.8,-2.27,-1.91,1.89,1.01,-16.34,0.7,6.79,-8.52,0.96,-1.61
2019-05-29,0.4222709999999999,-20.540000000000006,0.0,1.1760000000000008,-3.43,2.85,3.22,-4.85,5.3,1.66,-1.41,6.51,-3.43,-3.58,3.26,2.84,-1.44,3.82,-0.31,-5.09,3.84,4.53,-5.27,1.97,1.04,-25.31,15.15,-1.68,17.9,17.9,0.2,0.4996394700452394,0.4920687142685408,0.0075707557766985,-8.46,7.59,-0.97,-9.81,3.32,-2.74,-2.03,0.35,2.44,-17.29,0.3,7.31,-9.61,2.68,-1.01
2019-05-30,0.417012,-68.98,0.0,0.4572500000000009,-2.7,1.91,2.55,-3.6,3.7,1.06,-0.73,5.68,-3.97,-2.8,2.25,2.21,-1.57,3.82,-0.33,-5.15,3.37,4.84,-5.42,2.27,0.5,-23.3,9.05,-6.3,17.3,17.3,0.19,0.5054038786321908,0.4932741122572761,0.0121297663749147,-8.14,6.21,-0.6,-8.49,1.57,-0.99,-3.17,0.09,1.74,-14.57,-4.28,1.5,-7.88,0.69,-1.35
2019-05-31,0.410468,-36.14,0.0,0.2720000000000002,-3.03,0.93,3.69,-4.26,2.99,2.59,-1.06,5.77,-4.23,-3.18,1.32,3.39,-1.81,2.96,0.26,-5.7,1.79,6.46,-5.06,-0.21,1.99,-25.0,2.42,1.16,18.71,18.71,0.2,0.5071062787889068,0.4943788556944136,0.0127274230944932,-8.68,3.3,0.31,-8.3,-0.52,-0.08,-2.16,-1.29,1.57,-15.62,-7.48,7.34,-9.97,1.11,-1.17
2019-06-03,0.4258699999999999,32.76,0.0,-1.2297499999999988,-2.27,-0.54,4.35,-4.11,1.85,4.01,-1.93,5.45,-3.37,-2.53,-0.06,4.17,-1.51,2.53,0.92,-5.37,1.38,7.2,-4.74,-0.89,2.27,-23.29,-5.2,7.5,18.86,18.86,0.18,0.5029618842239539,0.4999545370453443,0.0030073471786096,-9.15,2.84,2.03,-7.86,-0.82,-1.55,-0.64,-2.89,2.56,-13.38,-9.64,8.16,-9.16,-0.95,0.32
2019-06-04,0.4167622,-15.97999999999999,0.0,0.1940000000000022,-2.25,-0.51,4.78,-3.54,0.72,3.43,-2.94,5.35,-2.27,-2.44,-0.23,4.43,-1.83,1.83,0.97,-4.6,1.62,5.82,-5.14,0.09,1.46,-18.02,-7.63,2.98,16.97,16.97,0.17,0.5011135312310867,0.5056457517791884,-0.0045322205481016,-5.85,-0.2,-0.21,-4.56,-2.52,-3.68,-0.64,-2.18,2.07,-12.26,-10.4,6.76,-7.58,-3.45,-0.43
2019-06-05,0.3552887,116.82999999999998,0.0,-0.6799999999999983,-0.55,-1.91,5.39,-2.02,-0.21,3.77,-2.73,4.95,-1.61,-0.81,-1.52,4.99,-1.24,1.76,1.28,-1.86,-0.34,5.61,-2.52,-2.34,2.12,-21.73,-6.44,5.0,16.09,16.09,0.17,0.5007269152745825,0.4973102662138881,0.0034166490606943,-4.34,-3.18,1.63,-4.93,-3.09,-1.26,0.83,-4.72,1.62,-10.36,-11.93,6.68,-6.47,-1.29,0.78
2019-06-06,0.3472343,3.8100000000000014,0.0,-3.012999999999999,-0.15,-2.36,4.73,-2.39,-0.03,3.84,-2.78,4.32,-1.96,-0.54,-1.86,4.47,-1.11,1.75,1.35,-1.3,-0.83,5.27,-1.79,-2.51,0.19,-24.16,-7.65,-3.15,15.93,15.93,0.17,0.5047626205838497,0.4990438703708902,0.0057187502129594,-5.21,-1.97,3.12,-8.65,-0.88,3.86,0.97,-5.33,0.44,-8.95,-13.64,4.38,-7.42,-0.63,1.8
2019-06-07,0.3390431,124.59,0.0,-0.0069999999999986,1.73,-3.28,3.02,-0.28,-1.19,2.2,-1.63,3.18,-2.3,1.34,-2.81,2.8,-0.22,0.99,0.6,0.36,-1.56,3.7,-0.4,-2.89,-1.28,-26.01,-5.77,-6.58,16.3,16.3,0.22,0.5300092016130493,0.5007135296066676,0.0292956720063817,-3.7,-3.24,4.08,-6.21,-1.47,3.65,5.0,-9.11,-1.69,-7.05,-15.2,3.31,-5.39,-2.76,0.38
2019-06-10,0.3385029,169.20999999999998,0.0,0.4035000000000007,2.39,-2.99,2.36,-0.3,-0.34,1.41,-1.46,3.36,-3.42,1.89,-2.44,2.11,0.26,1.07,-0.26,0.43,-0.79,2.77,-0.61,-1.99,-1.95,-21.13,-8.62,-9.64,15.94,15.94,0.2,0.5080670842130227,0.5236696954214584,-0.0156026112084356,-2.82,-2.43,2.51,-6.19,-1.08,2.59,5.97,-8.68,-1.73,-5.66,-14.98,3.45,-4.36,-2.97,-1.16
2019-06-11,0.3025504,45.03999999999999,0.0,3.0112500000000013,3.28,-3.48,1.87,1.04,-1.84,0.73,-0.6,1.93,-3.89,2.85,-3.08,1.6,1.09,0.5,-0.78,2.55,-2.86,2.52,1.89,-4.2,-2.15,-17.48,-6.29,-4.92,15.99,15.99,0.23,0.5096534099262738,0.515310889627733,-0.0056574797014591,-1.86,-3.75,2.77,-1.21,-5.76,2.8,5.83,-8.66,-1.9,-0.3,-18.05,-1.73,-2.91,-4.79,-0.45
2019-06-12,0.2906138,19.28,0.0,3.932750000000001,1.74,-2.38,2.21,-0.61,-1.29,0.88,-1.11,1.76,-3.13,1.32,-2.1,1.92,0.24,0.63,-0.34,1.7,-2.27,3.13,0.21,-3.23,-1.38,-11.78,-12.89,-7.0,15.91,15.91,0.24,0.5070505314996356,0.5183494717799285,-0.0112989402802928,-4.54,-3.69,3.99,1.97,-8.15,2.44,1.16,-6.64,0.91,-2.69,-14.16,0.22,-4.39,-5.46,-0.02
2019-06-13,0.2772763,9.52000000000001,0.0,2.504250000000001,0.98,-1.88,1.92,-1.02,-1.73,1.41,-1.98,1.69,-2.29,0.63,-1.77,1.76,-0.1,0.53,-0.38,1.26,-2.27,3.2,0.12,-3.59,-1.53,-16.07,-6.52,-6.61,15.82,15.82,0.27,0.5117748904859857,0.5183946639620688,-0.0066197734760831,-6.55,-3.59,5.63,2.41,-10.35,2.68,-0.07,-5.47,1.26,-1.92,-16.27,-2.93,-4.8,-5.9,-0.5
2019-06-14,0.2625332,32.629999999999995,0.0,2.898000000000001,-0.11,-1.12,2.18,-2.11,-1.4,2.27,-2.47,1.38,-2.14,-0.44,-1.1,2.1,-0.57,0.69,-0.49,0.23,-1.62,3.83,-1.28,-3.01,-0.74,-16.04,-3.37,-9.14,15.28,15.28,0.25,0.5210853103980054,0.5117659486263092,0.0093193617716962,-7.27,-4.17,5.5,2.53,-12.38,2.91,-1.96,-3.54,1.32,-2.89,-15.11,-2.12,-6.19,-5.62,-0.03
2019-06-17,0.2345935,52.22999999999999,0.0,0.4240000000000012,0.12,-1.62,2.37,-1.75,-2.13,2.23,-2.21,0.8,-1.94,-0.21,-1.63,2.25,-0.81,0.39,-0.25,0.68,-2.15,3.92,-3.37,-3.51,1.52,-12.41,-5.84,0.99,15.35,15.35,0.24,0.5085547015748288,0.483523764488582,0.0250309370862468,-5.04,-5.17,4.01,2.56,-12.85,2.15,-3.6,-2.13,1.14,-2.42,-17.16,-0.43,-3.98,-8.35,-0.16
2019-06-18,0.1926426,17.54000000000002,0.0,-0.6259999999999991,1.81,-2.15,1.8,-0.12,-2.63,1.78,-1.98,-0.05,-1.95,1.44,-2.14,1.72,0.03,0.09,-0.49,2.2,-2.61,2.66,-1.75,-4.13,0.13,-9.97,-13.83,2.94,15.15,15.15,0.22,0.5092038062609998,0.4868209012579913,0.0223829050030084,-3.04,-7.44,4.27,2.2,-12.05,-0.85,-2.03,-2.59,-0.42,1.83,-19.78,-1.91,-2.4,-10.62,-0.15
2019-06-19,0.1738425999999999,21.230000000000004,0.0,-1.4514999999999982,1.02,-1.76,1.78,-0.98,-2.01,1.92,-2.85,0.45,-1.45,0.66,-1.72,1.72,-0.26,0.34,-0.51,2.07,-1.97,1.68,-1.99,-3.25,0.31,-3.13,-16.01,-2.42,14.33,14.33,0.26,0.5083224763482629,0.4915231647377697,0.0167993116104931,-2.41,-7.32,1.67,0.94,-11.6,-0.88,-3.3,-1.34,-2.51,0.8,-19.2,-1.65,-2.18,-8.16,-2.55
2019-06-20,0.1545548,-43.18000000000001,0.0,1.4685000000000006,1.23,-2.51,0.92,0.4,-3.02,0.78,-3.37,0.78,-2.43,1.05,-2.5,0.83,-0.3,0.13,-1.03,3.39,-2.88,0.69,-0.49,-4.16,-0.56,-10.75,-12.26,-1.55,14.75,14.75,0.25,0.5082411086047376,0.494444512498826,0.0137965961059116,-1.53,-8.26,3.88,2.13,-11.27,-1.12,-2.0,-3.78,-6.12,4.65,-20.97,-3.3,-1.28,-9.79,-1.71
2019-06-21,0.134772,67.24000000000001,0.0,-0.3742499999999992,2.44,-3.22,1.37,1.54,-4.81,1.54,-2.56,-0.57,-2.02,2.23,-3.4,1.32,0.41,-1.2,-0.8,4.34,-3.75,0.76,0.34,-4.61,-0.16,1.16,-21.69,-4.1,15.4,15.4,0.28,0.5210021606046262,0.5008065836353413,0.0201955769692849,-0.54,-10.15,4.65,2.9,-11.83,1.92,2.22,-4.58,-6.92,7.93,-22.27,-2.85,0.43,-10.67,-2.25
2019-06-24,0.0967859999999999,6.100000000000023,0.0,0.5270000000000007,1.91,-2.1,1.32,0.9,-3.74,1.8,-3.24,-0.48,-1.43,1.67,-2.31,1.34,-0.45,-0.61,-0.45,3.97,-3.25,0.9,-0.46,-3.2,-0.09,-1.68,-25.31,-8.36,15.26,15.26,0.25,0.5093730428124666,0.5043137451939468,0.0050592976185198,-0.54,-6.95,5.48,0.11,-9.68,1.66,1.07,-4.36,-4.96,6.61,-18.8,-2.14,-2.6,-8.0,-0.49
2019-06-25,0.034777,-8.030000000000001,0.0,1.2890000000000017,2.11,-2.14,1.81,0.42,-3.28,2.42,-4.18,-0.42,-0.48,1.74,-2.27,1.84,-0.72,-0.62,-0.1,3.8,-4.11,2.12,0.12,-4.3,-0.06,-6.3,-23.3,-8.97,16.28,16.28,0.24,0.5084589441940016,0.4964288493955647,0.0120300947984368,-2.5,-6.45,8.99,-2.27,-10.43,5.28,1.01,-1.91,-4.3,6.79,-16.34,-0.77,-1.61,-8.52,0.53
2019-06-26,0.0096479999999999,72.98,0.0,-1.4417499999999983,3.22,-3.43,1.15,1.66,-4.85,2.74,-3.43,-1.41,0.2,2.84,-3.58,1.34,-0.31,-1.44,-0.27,4.53,-5.09,2.75,1.04,-5.27,-1.03,1.16,-25.0,-17.38,16.21,16.21,0.23,0.5125485603878186,0.4996394700452394,0.0129090903425792,-0.97,-8.46,7.11,-2.74,-9.81,4.77,2.44,-2.03,-5.59,7.31,-17.29,-0.04,-1.01,-9.61,0.11
2019-06-27,-0.016888,72.22999999999999,0.0,-4.952749999999999,2.55,-2.7,1.17,1.06,-3.6,2.62,-3.97,-0.73,0.26,2.21,-2.8,1.34,-0.33,-1.57,-0.29,4.84,-5.15,1.87,0.5,-5.42,-0.16,-1.48,-18.77,-18.14,15.82,15.82,0.23,0.5204909618754001,0.5054038786321908,0.0150870832432092,-0.6,-8.14,6.36,-0.99,-8.49,2.6,1.74,-3.17,-4.92,1.5,-14.57,4.51,-1.35,-7.88,-0.16
2019-06-28,-0.0448439999999999,81.22000000000001,0.0,-4.791749999999998,3.69,-3.03,1.66,2.59,-4.26,2.03,-4.23,-1.06,0.97,3.39,-3.18,1.66,0.26,-1.81,-0.12,6.46,-5.7,1.72,1.99,-5.06,-0.56,7.5,-23.29,-21.1,15.08,15.08,0.24,0.5301856619163742,0.5071062787889068,0.0230793831274673,0.31,-8.68,6.86,-0.08,-8.3,12.9,1.57,-2.16,-4.67,7.34,-15.62,-0.46,-1.17,-9.97,-1.06
2019-07-01,-0.134513,150.05,0.0,0.0665000000000009,4.35,-2.27,2.52,4.01,-4.11,1.28,-3.37,-1.93,1.34,4.17,-2.53,2.22,0.92,-1.51,-0.52,7.2,-5.37,0.92,2.27,-4.74,-2.16,5.0,-21.73,-16.91,14.06,14.06,0.17,0.5154369284918038,0.5029618842239539,0.0124750442678498,2.03,-9.15,5.44,-1.55,-7.86,18.99,2.56,-0.64,-5.54,8.16,-13.38,-0.9,0.32,-9.16,-1.83
2019-07-02,-0.1625532,1.8999999999999917,0.0,-0.8882499999999997,4.78,-2.25,1.16,3.43,-3.54,0.59,-2.27,-2.94,1.29,4.43,-2.44,1.01,0.97,-1.83,-0.59,5.82,-4.6,0.22,1.46,-5.14,-3.25,-3.15,-24.16,-7.84,12.93,12.93,0.16,0.515799982701489,0.5011135312310867,0.0146864514704022,-0.21,-5.85,2.56,-3.68,-4.56,17.46,2.07,-0.64,-2.28,6.76,-12.26,-2.33,-0.43,-7.58,-4.44
2019-07-03,-0.1881597,-172.42,0.0,-1.3109999999999986,5.39,-0.55,-0.3,3.77,-2.02,-0.63,-1.61,-2.73,0.78,4.99,-0.81,-0.39,1.28,-1.24,-1.4,5.61,-1.86,-1.17,2.12,-2.52,-4.91,-6.58,-26.01,-7.04,12.57,12.57,0.13,0.5174599998910706,0.5007269152745825,0.0167330846164881,1.63,-4.34,-0.58,-1.26,-4.93,14.2,1.62,0.83,-0.11,6.68,-10.36,-3.76,0.78,-6.47,-8.46
2019-07-05,-0.2321090999999999,-167.36,0.0,0.5255000000000021,3.02,1.73,-1.93,2.2,-0.28,-2.05,-2.3,-1.63,0.49,2.8,1.34,-1.97,0.6,-0.22,-2.32,3.7,0.36,-2.52,0.19,-1.79,-5.27,-4.92,-17.48,-23.71,13.28,13.28,0.13,0.5162181294437872,0.5300092016130493,-0.0137910721692621,4.08,-3.7,-2.58,3.65,-6.21,11.68,-1.69,5.0,-2.88,3.31,-7.05,-10.13,0.38,-5.39,-11.36
2019-07-08,-0.2791749,-180.05999999999997,0.0,1.788750000000002,2.36,2.39,-4.31,1.41,-0.3,-3.63,-3.42,-1.46,-0.42,2.11,1.89,-4.17,-0.26,0.26,-3.31,2.77,0.43,-4.43,-1.28,-0.4,-7.58,-6.61,-16.07,-22.14,13.96,13.96,0.13,0.5133599901315543,0.5080670842130227,0.0052929059185315,2.51,-2.82,-6.13,2.59,-6.19,10.41,-1.73,5.97,-5.55,3.45,-5.66,-14.26,-1.16,-4.36,-13.05
2019-07-09,-0.2887074,-108.38,0.0,-0.4089999999999975,1.87,3.28,-4.84,0.73,1.04,-3.19,-3.89,-0.6,-1.37,1.6,2.85,-4.51,-0.78,1.09,-2.62,2.52,2.55,-3.85,-1.95,-0.61,-6.84,-9.14,-16.04,-21.39,14.09,14.09,0.13,0.5124857032295324,0.5096534099262738,0.0028322933032585,2.77,-1.86,-5.88,2.8,-1.21,9.39,-1.9,5.83,-7.21,-1.73,-0.3,-13.09,-0.45,-2.91,-13.06
2019-07-10,-0.2950328,-143.3,0.0,-0.0734999999999985,2.21,1.74,-4.41,0.88,-0.61,-2.46,-3.13,-1.11,-4.19,1.92,1.32,-4.05,-0.34,0.24,-2.68,3.13,1.7,-3.96,-2.15,1.89,-6.82,-6.24,-18.03,-24.87,13.03,13.03,0.19,0.5087352604573285,0.5070505314996356,0.0016847289576928,3.99,-4.54,-5.71,2.44,1.97,11.09,0.91,1.16,-7.35,0.22,-2.69,-15.12,-0.02,-4.39,-13.33
2019-07-11,-0.2981543,-15.080000000000013,0.0,-2.085249999999998,1.92,0.98,-2.98,1.41,-1.02,-1.57,-2.29,-1.98,-3.55,1.76,0.63,-2.74,-0.38,-0.1,-2.27,3.2,1.26,-2.65,-1.38,0.21,-5.95,0.99,-12.41,-25.29,12.93,12.93,0.18,0.5123711550331386,0.5117748904859857,0.0005962645471528,5.63,-6.55,-7.61,2.68,2.41,13.62,1.26,-0.07,-7.86,-2.93,-1.92,-11.02,-0.5,-4.8,-13.85
2019-07-12,-0.2980702,-36.19,0.0,0.0195000000000021,2.18,-0.11,-3.36,2.27,-2.11,-2.35,-2.14,-2.47,-3.4,2.1,-0.44,-3.16,-0.49,-0.57,-2.12,3.83,0.23,-3.49,-1.53,0.12,-6.73,2.94,-9.97,-21.34,12.39,12.39,0.22,0.544678084653574,0.5210853103980054,0.0235927742555686,5.5,-7.27,-8.55,2.91,2.53,13.16,1.32,-1.96,-7.89,-2.12,-2.89,-13.2,-0.03,-6.19,-14.18
2019-07-15,-0.2799695,-13.409999999999997,0.0,1.7982500000000017,2.37,0.12,-4.05,2.23,-1.75,-3.43,-1.94,-2.21,-4.64,2.25,-0.21,-3.89,-0.25,-0.81,-2.37,3.92,0.68,-4.36,-0.74,-1.28,-7.32,-1.55,-10.75,-22.2,12.68,12.68,0.19,0.5349930902302004,0.5085547015748288,0.0264383886553715,4.01,-5.04,-9.76,2.15,2.56,13.92,1.14,-3.6,-7.62,-0.43,-2.42,-14.13,-0.16,-3.98,-15.75
2019-07-16,-0.2698146,-33.48000000000002,0.0,0.2267500000000012,1.8,1.81,-4.31,1.78,-0.12,-3.3,-1.95,-1.98,-4.65,1.72,1.44,-4.1,-0.49,0.03,-2.75,2.66,2.2,-3.33,1.52,-3.37,-6.11,-4.1,1.16,-24.62,12.86,12.86,0.2,0.5378355458360458,0.5092038062609998,0.0286317395750459,4.27,-3.04,-10.74,-0.85,2.2,16.86,-0.42,-2.03,-6.75,-1.91,1.83,-13.4,-0.15,-2.4,-15.54
2019-07-17,-0.2578236,-5.97999999999999,0.0,3.342000000000001,1.78,1.02,-5.14,1.92,-0.98,-4.5,-1.45,-2.85,-5.8,1.72,0.66,-4.98,-0.51,-0.26,-3.4,1.68,2.07,-5.08,0.13,-1.75,-8.13,-8.36,-1.68,-14.34,13.97,13.97,0.21,0.5321967587477268,0.5083224763482629,0.0238742823994638,1.67,-2.41,-10.93,-0.88,0.94,18.19,-2.51,-3.3,-5.68,-1.65,0.8,-14.91,-2.55,-2.18,-15.62
2019-07-18,-0.2439918,-7.36999999999999,0.0,0.8992500000000014,0.92,1.23,-5.69,0.78,0.4,-4.58,-2.43,-3.37,-5.7,0.83,1.05,-5.45,-1.03,-0.3,-3.97,0.69,3.39,-5.26,0.31,-1.99,-8.24,-8.97,-6.3,-13.45,13.53,13.53,0.27,0.5318359618795565,0.5082411086047376,0.0235948532748189,3.88,-1.53,-12.23,-1.12,2.13,16.82,-6.12,-2.0,-5.04,-3.3,4.65,-17.62,-1.71,-1.28,-15.35
2019-07-19,-0.228312,-53.45,0.0,2.674500000000001,1.37,2.44,-5.21,1.54,1.54,-4.08,-2.02,-2.56,-5.93,1.32,2.23,-4.99,-0.8,0.41,-3.95,0.76,4.34,-3.92,-0.56,-0.49,-7.19,-17.38,1.16,-11.71,14.45,14.45,0.24,0.5329512962024907,0.5210021606046262,0.0119491355978644,4.65,-0.54,-10.15,1.92,2.9,16.62,-6.92,2.22,-5.31,-2.85,7.93,-17.58,-2.25,0.43,-12.57
2019-07-22,-0.1684429999999999,-50.80000000000001,0.0,-1.373749999999998,1.32,1.91,-4.33,1.8,0.9,-2.8,-1.43,-3.24,-5.65,1.34,1.67,-4.04,-0.45,-0.45,-2.86,0.9,3.97,-3.0,-0.16,0.34,-6.51,-18.14,-1.48,2.24,13.53,13.53,0.24,0.5259728538041403,0.5093730428124666,0.0165998109916736,5.48,-0.54,-10.22,1.66,0.11,17.13,-4.96,1.07,-4.38,-2.14,6.61,-14.45,-0.49,-2.6,-11.95
2019-07-23,-0.1419329999999999,6.159999999999997,0.0,-2.7344999999999997,1.81,2.11,-5.71,2.42,0.42,-3.77,-0.48,-4.18,-5.96,1.84,1.74,-5.33,-0.1,-0.72,-3.17,2.12,3.8,-4.07,-0.09,-0.46,-7.48,-21.1,7.5,4.53,12.61,12.61,0.26,0.5329784215316987,0.5084589441940016,0.0245194773376971,8.99,-2.5,-13.5,5.28,-2.27,13.35,-4.3,1.01,-6.44,-0.77,6.79,-16.6,0.53,-1.61,-12.77
2019-07-24,-0.1118489999999999,-94.09,0.0,-0.5332499999999986,1.15,3.22,-3.97,2.74,1.66,-2.93,0.2,-3.43,-5.87,1.34,2.84,-3.75,-0.27,-0.31,-2.33,2.75,4.53,-3.71,-0.06,0.12,-6.39,-23.11,2.98,1.25,12.07,12.07,0.22,0.5298829871566851,0.5125485603878186,0.0173344267688665,7.11,-0.97,-12.97,4.77,-2.74,14.56,-5.59,2.44,-4.71,-0.04,7.31,-16.18,0.11,-1.01,-13.08
2019-07-25,-0.078178,-11.669999999999987,0.0,0.7607500000000016,1.17,2.55,-4.82,2.62,1.06,-3.1,0.26,-3.97,-6.15,1.34,2.21,-4.47,-0.29,-0.33,-2.48,1.87,4.84,-3.41,-1.03,1.04,-5.31,-16.91,5.0,-3.56,12.74,12.74,0.2,0.5382439561049686,0.5204909618754001,0.0177529942295684,6.36,-0.6,-12.67,2.6,-0.99,14.06,-4.92,1.74,-5.57,4.51,1.5,-16.99,-0.16,-1.35,-12.45
2019-07-26,-0.040909,-43.96000000000001,0.0,3.306000000000002,1.66,3.69,-6.02,2.03,2.59,-3.13,0.97,-4.23,-6.12,1.66,3.39,-5.47,-0.12,0.26,-3.15,1.72,6.46,-5.46,-0.16,0.5,-7.02,-7.84,-3.15,3.94,12.16,12.16,0.19,0.5272426835624288,0.5301856619163742,-0.0029429783539454,6.86,0.31,-13.77,12.9,-0.08,2.97,-4.67,1.57,-6.69,-0.46,7.34,-17.13,-1.06,-1.17,-10.72
2019-07-29,0.0927359999999999,-116.3,0.0,0.3675000000000015,2.52,4.35,-7.77,1.28,4.01,-2.77,1.34,-3.37,-6.42,2.22,4.17,-6.85,-0.52,0.92,-3.52,0.92,7.2,-4.87,-0.56,1.99,-6.91,-7.04,-6.58,11.9,12.83,12.83,0.19,0.5219821584526487,0.5154369284918038,0.0065452299608449,5.44,2.03,-15.01,18.99,-1.55,-0.63,-5.54,2.56,-7.39,-0.9,8.16,-18.68,-1.83,0.32,-11.43
2019-07-30,0.141604,83.14,0.0,-1.3602499999999975,1.16,4.78,-6.96,0.59,3.43,-2.89,1.29,-2.27,-6.78,1.01,4.43,-6.22,-0.59,0.97,-3.77,0.22,5.82,-4.15,-2.16,2.27,-5.73,-12.25,-9.64,1.58,13.94,13.94,0.21,0.5200483140788331,0.515799982701489,0.0042483313773441,2.56,-0.21,-13.67,17.46,-3.68,1.02,-2.28,2.07,-8.18,-2.33,6.76,-17.51,-4.44,-0.43,-10.09
2019-07-31,0.191106,-10.420000000000002,0.0,1.1890000000000018,-0.3,5.39,-5.3,-0.63,3.77,-1.9,0.78,-1.61,-6.54,-0.39,4.99,-4.71,-1.4,1.28,-3.21,-1.17,5.61,-2.49,-3.25,1.46,-4.34,-23.71,-4.92,-9.35,16.12,16.12,0.23,0.5191627637489479,0.5174599998910706,0.0017027638578772,-0.58,1.63,-10.73,14.2,-1.26,3.85,-0.11,1.62,-7.84,-3.76,6.68,-13.08,-8.46,0.78,-6.62
2019-08-01,0.241263,51.120000000000005,0.0,-1.3589999999999989,-0.25,4.73,-4.98,-0.82,3.84,-1.23,1.58,-1.96,-6.46,-0.38,4.47,-4.34,-1.49,1.35,-3.08,-1.9,5.27,-1.59,-4.91,2.12,-2.66,-24.34,-7.0,-6.94,17.87,17.87,0.26,0.5208422612590289,0.5216174515712464,-0.0007751903122175,-0.05,3.12,-12.37,14.1,3.86,2.36,-1.32,0.44,-7.15,-6.69,4.38,-6.88,-9.3,1.8,-5.7
2019-08-02,0.2879914999999999,74.75,0.0,-1.4052499999999988,-1.93,3.02,-1.69,-2.05,2.2,1.19,0.49,-2.3,-5.18,-1.97,2.8,-1.23,-2.32,0.6,-1.26,-2.52,3.7,-0.62,-5.27,0.19,-1.27,-22.14,-6.61,-10.26,17.61,17.61,0.22,0.5247766871412676,0.5162181294437872,0.0085585576974803,-2.58,4.08,-10.2,11.68,3.65,4.19,-2.88,-1.69,-4.38,-10.13,3.31,-2.21,-11.36,0.38,-1.83
2019-08-05,0.4076092,-10.560000000000016,0.0,-2.8239999999999994,-4.31,2.36,0.61,-3.63,1.41,3.14,-0.42,-3.42,-3.72,-4.17,2.11,0.98,-3.31,-0.26,-0.21,-4.43,2.77,1.41,-7.58,-1.28,3.18,-21.39,-9.14,-19.53,24.59,24.59,0.21,0.5250910695699527,0.5133599901315543,0.0117310794383983,-6.13,2.51,-6.78,10.41,2.59,6.91,-5.55,-1.73,-2.46,-14.26,3.45,0.4,-13.05,-1.16,-1.18
2019-08-06,0.4404389999999999,59.000000000000014,0.0,-1.0222499999999997,-4.84,1.87,1.95,-3.19,0.73,4.1,-1.37,-3.89,-2.02,-4.51,1.6,2.21,-2.62,-0.78,-0.15,-3.85,2.52,1.92,-6.84,-1.95,3.17,-24.87,-6.24,-16.78,20.17,20.17,0.18,0.5268836751086072,0.5124857032295324,0.0143979718790748,-5.88,2.77,-6.71,9.39,2.8,7.23,-7.21,-1.9,0.0,-13.09,-1.73,4.98,-13.06,-0.45,-1.29
2019-08-07,0.469741,71.18,0.0,-2.3172499999999987,-4.41,2.21,1.01,-2.46,0.88,3.74,-4.19,-3.13,0.44,-4.05,1.92,1.39,-2.68,-0.34,-0.02,-3.96,3.13,2.85,-6.82,-2.15,3.06,-25.29,0.99,-12.23,19.49,19.49,0.2,0.5285769687537831,0.5087352604573285,0.0198417082964545,-5.71,3.99,-5.23,11.09,2.44,4.43,-7.35,0.91,0.28,-15.12,0.22,4.45,-13.33,-0.02,-0.42
2019-08-08,0.495527,-71.42999999999999,0.0,0.3600000000000012,-2.98,1.92,-0.05,-1.57,1.41,2.97,-3.55,-2.29,-0.33,-2.74,1.76,0.42,-2.27,-0.38,0.07,-2.65,3.2,1.49,-5.95,-1.38,1.81,-21.34,2.94,-29.49,16.91,16.91,0.2,0.5337810002075329,0.5123711550331386,0.0214098451743943,-7.61,5.63,-3.99,13.62,2.68,3.47,-7.86,1.26,-0.38,-11.02,-2.93,2.46,-13.85,-0.5,0.56
2019-08-09,0.5178039999999999,-42.96000000000001,0.0,-1.229249999999999,-3.36,2.18,-0.25,-2.35,2.27,3.07,-3.4,-2.14,-0.95,-3.16,2.1,0.27,-2.12,-0.49,-0.21,-3.49,3.83,2.02,-6.73,-1.53,3.32,-26.94,-2.42,-22.85,17.97,17.97,0.22,0.5229544667510346,0.544678084653574,-0.0217236179025394,-8.55,5.5,-2.07,13.16,2.91,4.32,-7.89,1.32,0.38,-13.2,-2.12,5.02,-14.18,-0.03,1.37
