Date,% downloaded_hold_Glen Change,Previous % downloaded_hold_Glen Change,Next % downloaded_hold_Glen Change
2017-01-31,3.57,10.44,-2.77
2017-02-01,2.79,12.36,-4.56
2017-02-02,2.81,8.68,-2.57
2017-02-03,-2.78,10.36,-2.02
2017-02-06,-2.99,7.26,2.3
2017-02-07,-2.77,6.41,-0.02
2017-02-08,-4.56,5.49,-0.03
2017-02-09,-2.57,2.54,-0.15
2017-02-10,-2.02,3.36,3.21
2017-02-13,2.3,-0.11,5.21
2017-02-14,-0.02,3.57,3.24
2017-02-15,-0.03,2.79,4.37
2017-02-16,-0.15,2.81,6.13
2017-02-17,3.21,-2.78,2.11
2017-02-20,5.21,-2.99,-0.99
2017-02-21,3.24,-2.77,-1.33
2017-02-22,4.37,-4.56,3.43
2017-02-23,6.13,-2.57,3.51
2017-02-24,2.11,-2.02,5.88
2017-02-27,-0.99,2.3,-0.15
2017-02-28,-1.33,-0.02,-2.48
2017-03-01,3.43,-0.03,-2.18
2017-03-02,3.51,-0.15,-7.35
2017-03-03,5.88,3.21,-5.17
2017-03-06,-0.15,5.21,-3.32
2017-03-07,-2.48,3.24,-1.86
2017-03-08,-2.18,4.37,-3.75
2017-03-09,-7.35,6.13,1.64
2017-03-10,-5.17,2.11,1.2
2017-03-13,-3.32,-0.99,5.57
2017-03-14,-1.86,-1.33,3.16
2017-03-15,-3.75,3.43,3.42
2017-03-16,1.64,3.51,4.77
2017-03-17,1.2,5.88,2.96
2017-03-20,5.57,-0.15,-2.91
2017-03-21,3.16,-2.48,-1.41
2017-03-22,3.42,-2.18,-3.72
2017-03-23,4.77,-7.35,-7.0
2017-03-24,2.96,-5.17,-8.52
2017-03-27,-2.91,-3.32,-9.02
2017-03-28,-1.41,-1.86,-3.0
2017-03-29,-3.72,-3.75,-2.31
2017-03-30,-7.0,1.64,-0.72
2017-03-31,-8.52,1.2,0.42
2017-04-03,-9.02,5.57,4.22
2017-04-04,-3.0,3.16,2.82
2017-04-05,-2.31,3.42,-0.96
2017-04-06,-0.72,4.77,-2.66
2017-04-07,0.42,2.96,-6.82
2017-04-10,4.22,-2.91,-5.52
2017-04-11,2.82,-1.41,-6.17
2017-04-12,-0.96,-3.72,-7.24
2017-04-13,-2.66,-7.0,-4.34
2017-04-18,-6.82,-8.52,-2.77
2017-04-19,-5.52,-9.02,-2.9
2017-04-20,-6.17,-3.0,-6.47
2017-04-21,-7.24,-2.31,-2.05
2017-04-24,-4.34,-0.72,-3.62
2017-04-25,-2.77,0.42,-1.71
2017-04-26,-2.9,4.22,-6.45
2017-04-27,-6.47,2.82,-3.8
2017-04-28,-2.05,-0.96,-4.76
2017-05-02,-3.62,-2.66,-4.78
2017-05-03,-1.71,-6.82,-7.54
2017-05-04,-6.45,-5.52,-6.26
2017-05-05,-3.8,-6.17,-4.89
2017-05-08,-4.76,-7.24,-3.18
2017-05-09,-4.78,-4.34,-0.4
2017-05-10,-7.54,-2.77,1.12
2017-05-11,-6.26,-2.9,4.98
2017-05-12,-4.89,-6.47,2.11
2017-05-15,-3.18,-2.05,4.24
2017-05-16,-0.4,-3.62,0.36
2017-05-17,1.12,-1.71,1.08
2017-05-18,4.98,-6.45,0.47
2017-05-19,2.11,-3.8,2.63
2017-05-22,4.24,-4.76,-0.68
2017-05-23,0.36,-4.78,-3.89
2017-05-24,1.08,-7.54,-1.36
2017-05-25,0.47,-6.26,-1.46
2017-05-26,2.63,-4.89,-3.98
2017-05-30,-0.68,-3.18,-4.66
2017-05-31,-3.89,-0.4,-3.06
2017-06-01,-1.36,1.12,-0.98
2017-06-02,-1.46,4.98,1.23
2017-06-05,-3.98,2.11,0.57
2017-06-06,-4.66,4.24,0.79
2017-06-07,-3.06,0.36,0.54
2017-06-08,-0.98,1.08,-1.05
2017-06-09,1.23,0.47,-2.44
2017-06-12,0.57,2.63,1.61
2017-06-13,0.79,-0.68,-2.16
2017-06-14,0.54,-3.89,-0.55
2017-06-15,-1.05,-1.36,-2.44
2017-06-16,-2.44,-1.46,-5.25
2017-06-19,1.61,-3.98,-5.76
2017-06-20,-2.16,-4.66,-2.26
2017-06-21,-0.55,-3.06,-0.91
2017-06-22,-2.44,-0.98,2.6
2017-06-23,-5.25,1.23,2.66
2017-06-26,-5.76,0.57,4.74
2017-06-27,-2.26,0.79,9.76
2017-06-28,-0.91,0.54,9.22
2017-06-29,2.6,-1.05,6.32
2017-06-30,2.66,-2.44,6.35
2017-07-03,4.74,1.61,8.61
2017-07-04,9.76,-2.16,6.9
2017-07-05,9.22,-0.55,10.89
2017-07-06,6.32,-2.44,8.32
2017-07-07,6.35,-5.25,10.06
2017-07-10,8.61,-5.76,6.37
2017-07-11,6.9,-2.26,5.81
2017-07-12,10.89,-0.91,4.75
2017-07-13,8.32,2.6,6.36
2017-07-14,10.06,2.66,5.48
2017-07-17,6.37,4.74,3.85
2017-07-18,5.81,9.76,7.53
2017-07-19,4.75,9.22,4.65
2017-07-20,6.36,6.32,5.14
2017-07-21,5.48,6.35,4.79
2017-07-24,3.85,8.61,4.16
2017-07-25,7.53,6.9,4.72
2017-07-26,4.65,10.89,3.23
2017-07-27,5.14,8.32,5.16
2017-07-28,4.79,10.06,7.74
2017-07-31,4.16,6.37,10.84
2017-08-01,4.72,5.81,5.01
2017-08-02,3.23,4.75,3.08
2017-08-03,5.16,6.36,0.23
2017-08-04,7.74,5.48,-2.79
2017-08-07,10.84,3.85,-0.67
2017-08-08,5.01,7.53,-1.53
2017-08-09,3.08,4.65,3.87
2017-08-10,0.23,5.14,2.94
2017-08-11,-2.79,4.79,1.67
2017-08-14,-0.67,4.16,-1.52
2017-08-15,-1.53,4.72,0.4
2017-08-16,3.87,3.23,3.91
2017-08-17,2.94,5.16,6.77
2017-08-18,1.67,7.74,9.57
2017-08-21,-1.52,10.84,6.34
2017-08-22,0.4,5.01,7.69
2017-08-23,3.91,3.08,4.13
2017-08-24,6.77,0.23,6.38
2017-08-25,9.57,-2.79,6.89
2017-08-29,6.34,-0.67,6.36
2017-08-30,7.69,-1.53,4.93
2017-08-31,4.13,3.87,4.36
2017-09-01,6.38,2.94,2.58
2017-09-04,6.89,1.67,4.67
2017-09-05,6.36,-1.52,5.54
2017-09-06,4.93,0.4,1.93
2017-09-07,4.36,3.91,-2.2
2017-09-08,2.58,6.77,-6.13
2017-09-11,4.67,9.57,-5.59
2017-09-12,5.54,6.34,-4.65
2017-09-13,1.93,7.69,-4.66
2017-09-14,-2.2,4.13,-5.96
2017-09-15,-6.13,6.38,-4.38
2017-09-18,-5.59,6.89,-6.82
2017-09-19,-4.65,6.36,-8.21
2017-09-20,-4.66,4.93,-6.05
2017-09-21,-5.96,4.36,-3.61
2017-09-22,-4.38,2.58,-0.72
2017-09-25,-6.82,4.67,1.21
2017-09-26,-8.21,5.54,2.17
2017-09-27,-6.05,1.93,3.06
2017-09-28,-3.61,-2.2,6.85
2017-09-29,-0.72,-6.13,5.69
2017-10-02,1.21,-5.59,5.24
2017-10-03,2.17,-4.65,7.11
2017-10-04,3.06,-4.66,6.85
2017-10-05,6.85,-5.96,8.57
2017-10-06,5.69,-4.38,10.12
2017-10-09,5.24,-6.82,9.01
2017-10-10,7.11,-8.21,6.29
2017-10-11,6.85,-6.05,4.24
2017-10-12,8.57,-3.61,1.97
2017-10-13,10.12,-0.72,3.08
2017-10-16,9.01,1.21,4.86
2017-10-17,6.29,2.17,5.19
2017-10-18,4.24,3.06,3.09
2017-10-19,1.97,6.85,2.94
2017-10-20,3.08,5.69,-2.5
2017-10-23,4.86,5.24,-3.24
2017-10-24,5.19,7.11,-3.42
2017-10-25,3.09,6.85,0.24
2017-10-26,2.94,8.57,0.91
2017-10-27,-2.5,10.12,0.17
2017-10-30,-3.24,9.01,-1.0
2017-10-31,-3.42,6.29,-4.35
2017-11-01,0.24,4.24,-1.35
2017-11-02,0.91,1.97,-4.16
2017-11-03,0.17,3.08,-1.25
2017-11-06,-1.0,4.86,-1.63
2017-11-07,-4.35,5.19,-2.27
2017-11-08,-1.35,3.09,-6.83
2017-11-09,-4.16,2.94,-7.28
2017-11-10,-1.25,-2.5,-6.7
2017-11-13,-1.63,-3.24,-4.28
2017-11-14,-2.27,-3.42,-1.72
2017-11-15,-6.83,0.24,-2.07
2017-11-16,-7.28,0.91,0.29
2017-11-17,-6.7,0.17,-0.07
2017-11-20,-4.28,-1.0,-1.63
2017-11-21,-1.72,-4.35,-0.77
2017-11-22,-2.07,-1.35,-2.12
2017-11-23,0.29,-4.16,-3.88
2017-11-24,-0.07,-1.25,-4.16
2017-11-27,-1.63,-1.63,-5.03
2017-11-28,-0.77,-2.27,-7.76
2017-11-29,-2.12,-6.83,-7.29
2017-11-30,-3.88,-7.28,-7.15
2017-12-01,-4.16,-6.7,-4.65
2017-12-04,-5.03,-4.28,-1.87
2017-12-05,-7.76,-1.72,-1.29
2017-12-06,-7.29,-2.07,3.36
2017-12-07,-7.15,0.29,5.23
2017-12-08,-4.65,-0.07,7.08
2017-12-11,-1.87,-1.63,8.15
2017-12-12,-1.29,-0.77,10.07
2017-12-13,3.36,-2.12,9.94
2017-12-14,5.23,-3.88,11.27
2017-12-15,7.08,-4.16,8.65
2017-12-18,8.15,-5.03,9.07
2017-12-19,10.07,-7.76,10.94
2017-12-20,9.94,-7.29,10.17
2017-12-21,11.27,-7.15,10.31
2017-12-22,8.65,-4.65,7.5
2017-12-27,9.07,-1.87,5.79
2017-12-28,10.94,-1.29,5.7
2017-12-29,10.17,3.36,6.63
2018-01-02,10.31,5.23,5.88
2018-01-03,7.5,7.08,7.98
2018-01-04,5.79,8.15,6.16
2018-01-05,5.7,10.07,5.73
2018-01-08,6.63,9.94,5.01
2018-01-09,5.88,11.27,2.92
2018-01-10,7.98,8.65,4.37
2018-01-11,6.16,9.07,4.16
2018-01-12,5.73,10.94,4.77
2018-01-15,5.01,10.17,1.86
2018-01-16,2.92,10.31,-1.87
2018-01-17,4.37,7.5,-2.06
2018-01-18,4.16,5.79,-1.66
2018-01-19,4.77,5.7,-1.39
2018-01-22,1.86,6.63,1.33
2018-01-23,-1.87,5.88,0.54
2018-01-24,-2.06,7.98,-0.81
2018-01-25,-1.66,6.16,-1.83
2018-01-26,-1.39,5.73,-5.99
2018-01-29,1.33,5.01,-3.87
2018-01-30,0.54,2.92,-3.25
2018-01-31,-0.81,4.37,-4.76
2018-02-01,-1.83,4.16,-8.6
2018-02-02,-5.99,4.77,-10.18
2018-02-05,-3.87,1.86,-11.64
2018-02-06,-3.25,-1.87,-7.87
2018-02-07,-4.76,-2.06,-5.28
2018-02-08,-8.6,-1.66,-2.95
2018-02-09,-10.18,-1.39,1.37
2018-02-12,-11.64,1.33,-0.79
2018-02-13,-7.87,0.54,1.68
2018-02-14,-5.28,-0.81,7.0
2018-02-15,-2.95,-1.83,10.04
2018-02-16,1.37,-5.99,9.76
2018-02-19,-0.79,-3.87,9.46
2018-02-20,1.68,-3.25,5.51
2018-02-21,7.0,-4.76,1.03
2018-02-22,10.04,-8.6,-3.13
2018-02-23,9.76,-10.18,-6.06
2018-02-26,9.46,-11.64,-4.95
2018-02-27,5.51,-7.87,-4.16
2018-02-28,1.03,-5.28,-9.2
2018-03-01,-3.13,-2.95,-9.69
2018-03-02,-6.06,1.37,-6.67
2018-03-05,-4.95,-0.79,-8.06
2018-03-06,-4.16,1.68,-5.0
2018-03-07,-9.2,7.0,-0.72
2018-03-08,-9.69,10.04,0.88
2018-03-09,-6.67,9.76,5.76
2018-03-12,-8.06,9.46,1.22
2018-03-13,-5.0,5.51,-0.04
2018-03-14,-0.72,1.03,1.03
2018-03-15,0.88,-3.13,-1.13
2018-03-16,5.76,-6.06,-3.06
2018-03-19,1.22,-4.95,-4.54
2018-03-20,-0.04,-4.16,-3.5
2018-03-21,1.03,-9.2,-7.93
2018-03-22,-1.13,-9.69,-6.68
2018-03-23,-3.06,-6.67,-7.59
2018-03-26,-4.54,-8.06,-6.57
2018-03-27,-3.5,-5.0,-2.58
2018-03-28,-7.93,-0.72,-5.39
2018-03-29,-6.68,0.88,-5.58
2018-04-03,-7.59,5.76,-3.35
2018-04-04,-6.57,1.22,-2.81
2018-04-05,-2.58,-0.04,-5.79
2018-04-06,-5.39,1.03,-2.08
2018-04-09,-5.58,-1.13,-3.15
2018-04-10,-3.35,-3.06,-2.46
2018-04-11,-2.81,-4.54,8.44
2018-04-12,-5.79,-3.5,5.37
2018-04-13,-2.08,-7.93,8.4
2018-04-16,-3.15,-6.68,12.13
2018-04-17,-2.46,-7.59,11.37
2018-04-18,8.44,-6.57,10.17
2018-04-19,5.37,-2.58,8.06
2018-04-20,8.4,-5.39,6.71
2018-04-23,12.13,-5.58,2.35
2018-04-24,11.37,-3.35,-0.16
2018-04-25,10.17,-2.81,-4.33
2018-04-26,8.06,-5.79,-4.95
2018-04-27,6.71,-2.08,-5.43
2018-04-30,2.35,-3.15,-5.52
2018-05-01,-0.16,-2.46,-4.94
2018-05-02,-4.33,8.44,-0.26
2018-05-03,-4.95,5.37,4.34
2018-05-04,-5.43,8.4,4.39
2018-05-08,-5.52,12.13,8.15
2018-05-09,-4.94,11.37,13.29
2018-05-10,-0.26,10.17,11.16
2018-05-11,4.34,8.06,5.86
2018-05-14,4.39,6.71,7.7
2018-05-15,8.15,2.35,8.49
2018-05-16,13.29,-0.16,4.4
2018-05-17,11.16,-4.33,0.11
2018-05-18,5.86,-4.95,-2.23
2018-05-21,7.7,-5.43,-3.73
2018-05-22,8.49,-5.52,-1.87
2018-05-23,4.4,-4.94,-5.34
2018-05-24,0.11,-0.26,-4.16
2018-05-25,-2.23,4.34,0.66
2018-05-29,-3.73,4.39,0.52
2018-05-30,-1.87,8.15,2.72
2018-05-31,-5.34,13.29,2.89
2018-06-01,-4.16,11.16,1.92
2018-06-04,0.66,5.86,3.05
2018-06-05,0.52,7.7,3.44
2018-06-06,2.72,8.49,6.93
2018-06-07,2.89,4.4,7.11
2018-06-08,1.92,0.11,0.0
2018-06-11,3.05,-2.23,-0.6
2018-06-12,3.44,-3.73,-4.62
2018-06-13,6.93,-1.87,-6.49
2018-06-14,7.11,-5.34,-5.7
2018-06-15,0.0,-4.16,0.86
2018-06-18,-0.6,0.66,-5.14
2018-06-19,-4.62,0.52,-4.26
2018-06-20,-6.49,2.72,-7.25
2018-06-21,-5.7,2.89,-9.96
2018-06-22,0.86,1.92,-5.06
2018-06-25,-5.14,3.05,-8.21
2018-06-26,-4.26,3.44,-13.64
2018-06-27,-7.25,6.93,-14.68
2018-06-28,-9.96,7.11,-12.25
2018-06-29,-5.06,0.0,-15.03
2018-07-02,-8.21,-0.6,-9.15
2018-07-03,-13.64,-4.62,-10.97
2018-07-04,-14.68,-6.49,-15.71
2018-07-05,-12.25,-5.7,-12.49
2018-07-06,-15.03,0.86,-13.53
2018-07-09,-9.15,-5.14,-11.51
2018-07-10,-10.97,-4.26,-2.46
2018-07-11,-15.71,-7.25,-0.3
2018-07-12,-12.49,-9.96,-2.87
2018-07-13,-13.53,-5.06,-5.26
2018-07-16,-11.51,-8.21,-7.53
2018-07-17,-2.46,-13.64,0.14
2018-07-18,-0.3,-14.68,4.13
2018-07-19,-2.87,-12.25,2.94
2018-07-20,-5.26,-15.03,4.15
2018-07-23,-7.53,-9.15,5.13
2018-07-24,0.14,-10.97,6.84
2018-07-25,4.13,-15.71,1.05
2018-07-26,2.94,-12.49,-1.2
2018-07-27,4.15,-13.53,2.07
2018-07-30,5.13,-11.51,1.29
2018-07-31,6.84,-2.46,-0.33
2018-08-01,1.05,-0.3,0.79
2018-08-02,-1.2,-2.87,2.15
2018-08-03,2.07,-5.26,-1.49
2018-08-06,1.29,-7.53,-1.86
2018-08-07,-0.33,0.14,-5.41
2018-08-08,0.79,4.13,-7.25
2018-08-09,2.15,2.94,-2.59
2018-08-10,-1.49,4.15,-4.12
2018-08-13,-1.86,5.13,-2.53
2018-08-14,-5.41,6.84,-5.98
2018-08-15,-7.25,1.05,-5.68
2018-08-16,-2.59,-1.2,-5.96
2018-08-17,-4.12,2.07,-0.13
2018-08-20,-2.53,1.29,2.66
2018-08-21,-5.98,-0.33,2.67
2018-08-22,-5.68,0.79,8.17
2018-08-23,-5.96,2.15,2.85
2018-08-24,-0.13,-1.49,3.85
2018-08-28,2.66,-1.86,1.61
2018-08-29,2.67,-5.41,1.73
2018-08-30,8.17,-7.25,-1.27
2018-08-31,2.85,-2.59,-4.69
2018-09-03,3.85,-4.12,-9.35
2018-09-04,1.61,-2.53,-12.37
2018-09-05,1.73,-5.98,-9.16
2018-09-06,-1.27,-5.68,-7.25
2018-09-07,-4.69,-5.96,-3.83
2018-09-10,-9.35,-0.13,-5.18
2018-09-11,-12.37,2.66,-0.74
2018-09-12,-9.16,2.67,2.4
2018-09-13,-7.25,8.17,5.79
2018-09-14,-3.83,2.85,13.81
2018-09-17,-5.18,3.85,13.5
2018-09-18,-0.74,1.61,19.03
2018-09-19,2.4,1.73,14.54
2018-09-20,5.79,-1.27,10.4
2018-09-21,13.81,-4.69,10.0
2018-09-24,13.5,-9.35,10.52
2018-09-25,19.03,-12.37,8.92
2018-09-26,14.54,-9.16,4.36
2018-09-27,10.4,-7.25,3.51
2018-09-28,10.0,-3.83,-3.51
2018-10-01,10.52,-5.18,-2.51
2018-10-02,8.92,-0.74,-4.49
2018-10-03,4.36,2.4,-7.74
2018-10-04,3.51,5.79,-5.87
2018-10-05,-3.51,13.81,-5.46
2018-10-08,-2.51,13.5,-4.01
2018-10-09,-4.49,19.03,-6.38
2018-10-10,-7.74,14.54,-5.55
2018-10-11,-5.87,10.4,-6.92
2018-10-12,-5.46,10.0,-5.12
2018-10-15,-4.01,10.52,-3.44
2018-10-16,-6.38,8.92,-8.09
2018-10-17,-5.55,4.36,-4.47
2018-10-18,-6.92,3.51,-2.7
2018-10-19,-5.12,-3.51,-3.54
2018-10-22,-3.44,-2.51,-3.28
2018-10-23,-8.09,-4.49,-3.29
2018-10-24,-4.47,-7.74,1.21
2018-10-25,-2.7,-5.87,5.92
2018-10-26,-3.54,-5.46,3.78
2018-10-29,-3.28,-4.01,3.38
2018-10-30,-3.29,-6.38,4.05
2018-10-31,1.21,-5.55,6.14
2018-11-01,5.92,-6.92,5.0
2018-11-02,3.78,-5.12,0.46
2018-11-05,3.38,-3.44,-3.63
2018-11-06,4.05,-8.09,-3.19
2018-11-07,6.14,-4.47,-8.55
2018-11-08,5.0,-2.7,-9.28
2018-11-09,0.46,-3.54,-7.03
2018-11-12,-3.63,-3.28,-6.38
2018-11-13,-3.19,-3.29,-5.13
2018-11-14,-8.55,1.21,-6.37
2018-11-15,-9.28,5.92,-8.6
2018-11-16,-7.03,3.78,-7.68
2018-11-19,-6.38,3.38,-3.45
2018-11-20,-5.13,4.05,-4.12
2018-11-21,-6.37,6.14,-1.8
2018-11-22,-8.6,5.0,-1.53
2018-11-23,-7.68,0.46,-2.47
2018-11-26,-3.45,-3.63,0.05
2018-11-27,-4.12,-3.19,0.37
2018-11-28,-1.8,-8.55,-3.56
2018-11-29,-1.53,-9.28,-6.8
2018-11-30,-2.47,-7.03,-0.41
2018-12-03,0.05,-6.38,-4.27
2018-12-04,0.37,-5.13,0.39
2018-12-05,-3.56,-6.37,1.82
2018-12-06,-6.8,-8.6,0.63
2018-12-07,-0.41,-7.68,-0.17
2018-12-10,-4.27,-3.45,-2.61
2018-12-11,0.39,-4.12,-2.96
2018-12-12,1.82,-1.8,3.12
2018-12-13,0.63,-1.53,5.1
2018-12-14,-0.17,-2.47,2.79
2018-12-17,-2.61,0.05,4.81
2018-12-18,-2.96,0.37,-0.55
2018-12-19,3.12,-3.56,-0.53
2018-12-20,5.1,-6.8,-1.29
2018-12-21,2.79,-0.41,-2.47
2018-12-24,4.81,-4.27,-8.16
2018-12-27,-0.55,0.39,-1.39
2018-12-28,-0.53,1.82,-2.4
2018-12-31,-1.29,0.63,1.48
2019-01-02,-2.47,-0.17,2.07
2019-01-03,-8.16,-2.61,2.59
2019-01-04,-1.39,-2.96,4.78
2019-01-07,-2.4,3.12,0.45
2019-01-08,1.48,5.1,0.14
2019-01-09,2.07,2.79,1.91
2019-01-10,2.59,4.81,7.88
2019-01-11,4.78,-0.55,4.77
2019-01-14,0.45,-0.53,3.03
2019-01-15,0.14,-1.29,0.36
2019-01-16,1.91,-2.47,-2.22
2019-01-17,7.88,-8.16,-2.37
2019-01-18,4.77,-1.39,0.63
2019-01-21,3.03,-2.4,0.05
2019-01-22,0.36,1.48,1.81
2019-01-23,-2.22,2.07,6.03
2019-01-24,-2.37,2.59,6.61
2019-01-25,0.63,4.78,2.84
2019-01-28,0.05,0.45,1.93
2019-01-29,1.81,0.14,4.74
2019-01-30,6.03,1.91,6.51
2019-01-31,6.61,7.88,3.18
2019-02-01,2.84,4.77,-1.83
2019-02-04,1.93,3.03,-0.55
2019-02-05,4.74,0.36,-1.8
2019-02-06,6.51,-2.22,-2.25
2019-02-07,3.18,-2.37,-3.99
2019-02-08,-1.83,0.63,-0.83
2019-02-11,-0.55,0.05,0.46
2019-02-12,-1.8,1.81,-0.31
2019-02-13,-2.25,6.03,1.69
2019-02-14,-3.99,6.61,1.07
2019-02-15,-0.83,2.84,5.75
2019-02-18,0.46,1.93,5.33
2019-02-19,-0.31,4.74,5.24
2019-02-20,1.69,6.51,3.44
2019-02-21,1.07,3.18,2.31
2019-02-22,5.75,-1.83,0.25
2019-02-25,5.33,-0.55,0.68
2019-02-26,5.24,-1.8,1.06
2019-02-27,3.44,-2.25,-0.32
2019-02-28,2.31,-3.99,0.82
2019-03-01,0.25,-0.83,-3.85
2019-03-04,0.68,0.46,-1.03
2019-03-05,1.06,-0.31,-0.98
2019-03-06,-0.32,1.69,-0.44
2019-03-07,0.82,1.07,0.76
2019-03-08,-3.85,5.75,0.34
2019-03-11,-1.03,5.33,1.83
2019-03-12,-0.98,5.24,4.64
2019-03-13,-0.44,3.44,2.42
2019-03-14,0.76,2.31,5.25
2019-03-15,0.34,0.25,4.85
2019-03-18,1.83,0.68,2.63
2019-03-19,4.64,1.06,1.51
2019-03-20,2.42,-0.32,0.46
2019-03-21,5.25,0.82,1.75
2019-03-22,4.85,-3.85,4.09
2019-03-25,2.63,-1.03,4.96
2019-03-26,1.51,-0.98,2.45
2019-03-27,0.46,-0.44,5.08
2019-03-28,1.75,0.76,3.09
2019-03-29,4.09,0.34,6.72
2019-04-01,4.96,1.83,6.74
2019-04-02,2.45,4.64,7.05
2019-04-03,5.08,2.42,7.4
2019-04-04,3.09,5.25,3.56
2019-04-05,6.72,4.85,4.56
2019-04-08,6.74,2.63,1.16
2019-04-09,7.05,1.51,1.83
2019-04-10,7.4,0.46,2.18
2019-04-11,3.56,1.75,2.89
2019-04-12,4.56,4.09,1.47
2019-04-15,1.16,4.96,0.92
2019-04-16,1.83,2.45,-2.7
2019-04-17,2.18,5.08,-6.24
2019-04-18,2.89,3.09,-3.15
2019-04-23,1.47,6.72,-8.45
2019-04-24,0.92,6.74,-8.54
2019-04-25,-2.7,7.05,-11.26
2019-04-26,-6.24,7.4,-12.31
2019-04-29,-3.15,3.56,-14.4
2019-04-30,-8.45,4.56,-14.89
2019-05-01,-8.54,1.16,-15.97
2019-05-02,-11.26,1.83,-12.63
2019-05-03,-12.31,2.18,-12.59
2019-05-07,-14.4,2.89,-11.37
2019-05-08,-14.89,1.47,-8.54
2019-05-09,-15.97,0.92,-7.17
2019-05-10,-12.63,-2.7,-6.64
2019-05-13,-12.59,-6.24,-8.51
2019-05-14,-11.37,-3.15,-5.61
2019-05-15,-8.54,-8.45,-7.14
2019-05-16,-7.17,-8.54,-7.5
2019-05-17,-6.64,-11.26,-7.07
2019-05-20,-8.51,-12.31,-4.29
2019-05-21,-5.61,-14.4,-6.68
2019-05-22,-7.14,-14.89,-6.59
2019-05-23,-7.5,-15.97,-9.1
2019-05-24,-7.07,-12.63,-7.21
2019-05-28,-4.29,-12.59,-4.1
2019-05-29,-6.68,-11.37,-5.03
2019-05-30,-6.59,-8.54,-1.95
2019-05-31,-9.1,-7.17,0.48
2019-06-03,-7.21,-6.64,1.51
2019-06-04,-4.1,-8.51,4.17
2019-06-05,-5.03,-5.61,4.27
2019-06-06,-1.95,-7.14,5.0
2019-06-07,0.48,-7.5,6.83
2019-06-10,1.51,-7.07,5.16
2019-06-11,4.17,-4.29,6.19
2019-06-12,4.27,-6.68,6.15
2019-06-13,5.0,-6.59,6.73
2019-06-14,6.83,-9.1,7.41
2019-06-17,5.16,-7.21,5.02
2019-06-18,6.19,-4.1,2.51
2019-06-19,6.15,-5.03,2.91
2019-06-20,6.73,-1.95,-3.33
2019-06-21,7.41,0.48,0.48
2019-06-24,5.02,1.51,2.85
2019-06-25,2.51,4.17,0.54
2019-06-26,2.91,4.27,0.51
2019-06-27,-3.33,5.0,-2.2
2019-06-28,0.48,6.83,-3.82
2019-07-01,2.85,5.16,-1.49
2019-07-02,0.54,6.19,-4.14
2019-07-03,0.51,6.15,-2.62
2019-07-04,-2.2,6.73,0.42
2019-07-05,-3.82,7.41,-2.58
2019-07-08,-1.49,5.02,-3.19
2019-07-09,-4.14,2.51,-2.43
2019-07-10,-2.62,2.91,-2.15
2019-07-11,0.42,-3.33,-1.12
2019-07-12,-2.58,0.48,1.0
2019-07-15,-3.19,2.85,-0.66
2019-07-16,-2.43,0.54,3.51
2019-07-17,-2.15,0.51,2.65
2019-07-18,-1.12,-2.2,4.08
2019-07-19,1.0,-3.82,2.18
2019-07-22,-0.66,-1.49,2.36
2019-07-23,3.51,-4.14,0.11
2019-07-24,2.65,-2.62,-1.64
2019-07-25,4.08,0.42,-5.64
2019-07-26,2.18,-2.58,-11.02
2019-07-29,2.36,-3.19,-13.7
2019-07-30,0.11,-2.43,-16.04
2019-07-31,-1.64,-2.15,-17.31
2019-08-01,-5.64,-1.12,-14.5
2019-08-02,-11.02,1.0,-15.05
2019-08-05,-13.7,-0.66,-16.12
2019-08-06,-16.04,3.51,-13.5
2019-08-07,-17.31,2.65,-13.49
2019-08-08,-14.5,4.08,-12.69
2019-08-09,-15.05,2.18,-7.37
2019-08-12,-16.12,2.36,-0.87
2019-08-13,-13.5,0.11,-0.67
2019-08-14,-13.49,-1.64,1.37
2019-08-15,-12.69,-5.64,-2.91
2019-08-16,-7.37,-11.02,-2.45
2019-08-19,-0.87,-13.7,-3.05
2019-08-20,-0.67,-16.04,-4.64
2019-08-21,1.37,-17.31,0.48
2019-08-22,-2.91,-14.5,6.66
2019-08-23,-2.45,-15.05,5.57
2019-08-27,-3.05,-16.12,1.29
2019-08-28,-4.64,-13.5,5.68
2019-08-29,0.48,-13.49,3.03
2019-08-30,6.66,-12.69,5.53
2019-09-02,5.57,-7.37,7.65
2019-09-03,1.29,-0.87,11.19
2019-09-04,5.68,-0.67,11.88
2019-09-05,3.03,1.37,9.05
2019-09-06,5.53,-2.91,10.3
2019-09-09,7.65,-2.45,8.17
2019-09-10,11.19,-3.05,7.42
2019-09-11,11.88,-4.64,4.18
2019-09-12,9.05,0.48,6.18
2019-09-13,10.3,6.66,6.19
2019-09-16,8.17,5.57,2.6
2019-09-17,7.42,1.29,-1.87
2019-09-18,4.18,5.68,-3.55
2019-09-19,6.18,3.03,-3.66
2019-09-20,6.19,5.53,-5.49
2019-09-23,2.6,7.65,-4.49
2019-09-24,-1.87,11.19,-6.1
2019-09-25,-3.55,11.88,-8.0
2019-09-26,-3.66,9.05,-10.36
2019-09-27,-5.49,10.3,-11.65
2019-09-30,-4.49,8.17,-9.66
2019-10-01,-6.1,7.42,-8.31
2019-10-02,-8.0,4.18,-7.47
2019-10-03,-10.36,6.18,-4.64
2019-10-04,-11.65,6.19,-3.85
2019-10-07,-9.66,2.6,-5.68
