Date,% downloaded_hold_Barc Change,Previous % downloaded_hold_Barc Change,Next % downloaded_hold_Barc Change
2017-01-31,-5.25,-0.13,-1.14
2017-02-01,-2.42,-3.15,-2.56
2017-02-02,-3.04,-1.83,-1.21
2017-02-03,0.64,-3.34,-0.85
2017-02-06,1.29,-4.08,4.01
2017-02-07,-1.14,-3.22,7.2
2017-02-08,-2.56,-1.43,7.72
2017-02-09,-1.21,0.04,7.52
2017-02-10,-0.85,-1.98,3.56
2017-02-13,4.01,-3.33,4.44
2017-02-14,7.2,-5.25,4.38
2017-02-15,7.72,-2.42,4.53
2017-02-16,7.52,-3.04,-0.22
2017-02-17,3.56,0.64,-1.2
2017-02-20,4.44,1.29,-3.16
2017-02-21,4.38,-1.14,-3.72
2017-02-22,4.53,-2.56,-2.65
2017-02-23,-0.22,-1.21,-3.57
2017-02-24,-1.2,-0.85,-2.36
2017-02-27,-3.16,4.01,-4.44
2017-02-28,-3.72,7.2,-3.77
2017-03-01,-2.65,7.72,-1.21
2017-03-02,-3.57,7.52,1.38
2017-03-03,-2.36,3.56,2.63
2017-03-06,-4.44,4.44,2.31
2017-03-07,-3.77,4.38,0.02
2017-03-08,-1.21,4.53,-2.32
2017-03-09,1.38,-0.22,-0.02
2017-03-10,2.63,-1.2,-0.43
2017-03-13,2.31,-3.16,0.59
2017-03-14,0.02,-3.72,1.3
2017-03-15,-2.32,-2.65,-3.34
2017-03-16,-0.02,-3.57,-3.57
2017-03-17,-0.43,-2.36,-2.11
2017-03-20,0.59,-4.44,-2.61
2017-03-21,1.3,-3.77,0.68
2017-03-22,-3.34,-1.21,-0.09
2017-03-23,-3.57,1.38,-0.61
2017-03-24,-2.11,2.63,-2.3
2017-03-27,-2.61,2.31,-3.0
2017-03-28,0.68,0.02,-5.33
2017-03-29,-0.09,-2.32,-2.65
2017-03-30,-0.61,-0.02,-3.35
2017-03-31,-2.3,-0.43,-5.13
2017-04-03,-3.0,0.59,-3.57
2017-04-04,-5.33,1.3,-5.74
2017-04-05,-2.65,-3.34,-5.98
2017-04-06,-3.35,-3.57,-6.75
2017-04-07,-5.13,-2.11,-7.91
2017-04-10,-3.57,-2.61,-5.85
2017-04-11,-5.74,0.68,-4.59
2017-04-12,-5.98,-0.09,-4.87
2017-04-13,-6.75,-0.61,1.29
2017-04-18,-7.91,-2.3,3.48
2017-04-19,-5.85,-3.0,3.91
2017-04-20,-4.59,-5.33,4.16
2017-04-21,-4.87,-2.65,-0.68
2017-04-24,1.29,-3.35,-1.32
2017-04-25,3.48,-5.13,0.8
2017-04-26,3.91,-3.57,1.61
2017-04-27,4.16,-5.74,-0.67
2017-04-28,-0.68,-5.98,-1.47
2017-05-02,-1.32,-6.75,-6.34
2017-05-03,0.8,-7.91,-5.77
2017-05-04,1.61,-5.85,-8.06
2017-05-05,-0.67,-4.59,-8.06
2017-05-08,-1.47,-4.87,-0.78
2017-05-09,-6.34,1.29,0.83
2017-05-10,-5.77,3.48,0.26
2017-05-11,-8.06,3.91,0.19
2017-05-12,-8.06,4.16,3.56
2017-05-15,-0.78,-0.68,4.27
2017-05-16,0.83,-1.32,4.36
2017-05-17,0.26,0.8,3.1
2017-05-18,0.19,1.61,3.63
2017-05-19,3.56,-0.67,2.79
2017-05-22,4.27,-1.47,-0.66
2017-05-23,4.36,-6.34,-0.76
2017-05-24,3.1,-5.77,0.76
2017-05-25,3.63,-8.06,-0.64
2017-05-26,2.79,-8.06,-0.94
2017-05-30,-0.66,-0.78,-1.94
2017-05-31,-0.76,0.83,-2.85
2017-06-01,0.76,0.26,-5.11
2017-06-02,-0.64,0.19,-3.48
2017-06-05,-0.94,3.56,-3.02
2017-06-06,-1.94,4.27,-1.39
2017-06-07,-2.85,4.36,-3.1
2017-06-08,-5.11,3.1,-3.77
2017-06-09,-3.48,3.63,-3.63
2017-06-12,-3.02,2.79,-2.34
2017-06-13,-1.39,-0.66,-3.2
2017-06-14,-3.1,-0.76,-3.84
2017-06-15,-3.77,0.76,-4.58
2017-06-16,-3.63,-0.64,-4.38
2017-06-19,-2.34,-0.94,-2.61
2017-06-20,-3.2,-1.94,-1.7
2017-06-21,-3.84,-2.85,-0.02
2017-06-22,-4.58,-5.11,1.16
2017-06-23,-4.38,-3.48,-0.25
2017-06-26,-2.61,-3.02,0.15
2017-06-27,-1.7,-1.39,2.05
2017-06-28,-0.02,-3.1,2.02
2017-06-29,1.16,-3.77,6.71
2017-06-30,-0.25,-3.63,5.37
2017-07-03,0.15,-2.34,3.9
2017-07-04,2.05,-3.2,1.45
2017-07-05,2.02,-3.84,2.24
2017-07-06,6.71,-4.58,2.82
2017-07-07,5.37,-4.38,2.84
2017-07-10,3.9,-2.61,0.97
2017-07-11,1.45,-1.7,-0.92
2017-07-12,2.24,-0.02,1.03
2017-07-13,2.82,1.16,-0.45
2017-07-14,2.84,-0.25,-1.49
2017-07-17,0.97,0.15,-1.06
2017-07-18,-0.92,2.05,1.92
2017-07-19,1.03,2.02,1.54
2017-07-20,-0.45,6.71,-1.28
2017-07-21,-1.49,5.37,-1.63
2017-07-24,-1.06,3.9,-2.89
2017-07-25,1.92,1.45,0.76
2017-07-26,1.54,2.24,0.68
2017-07-27,-1.28,2.82,0.14
2017-07-28,-1.63,2.84,2.58
2017-07-31,-2.89,0.97,2.19
2017-08-01,0.76,-0.92,0.31
2017-08-02,0.68,1.03,-1.16
2017-08-03,0.14,-0.45,-1.82
2017-08-04,2.58,-1.49,-2.8
2017-08-07,2.19,-1.06,-1.58
2017-08-08,0.31,1.92,-2.98
2017-08-09,-1.16,1.54,-3.35
2017-08-10,-1.82,-1.28,-5.4
2017-08-11,-2.8,-1.63,-6.99
2017-08-14,-1.58,-2.89,-7.98
2017-08-15,-2.98,0.76,-8.11
2017-08-16,-3.35,0.68,-7.62
2017-08-17,-5.4,0.14,-5.03
2017-08-18,-6.99,2.58,-2.53
2017-08-21,-7.98,2.19,-4.73
2017-08-22,-8.11,0.31,-4.86
2017-08-23,-7.62,-1.16,-4.81
2017-08-24,-5.03,-1.82,-2.59
2017-08-25,-2.53,-2.8,-2.79
2017-08-29,-4.73,-1.58,-2.77
2017-08-30,-4.86,-2.98,-3.85
2017-08-31,-4.81,-3.35,-4.59
2017-09-01,-2.59,-5.4,-3.55
2017-09-04,-2.79,-6.99,-3.94
2017-09-05,-2.77,-7.98,0.53
2017-09-06,-3.85,-8.11,0.45
2017-09-07,-4.59,-7.62,-0.68
2017-09-08,-3.55,-5.03,-2.86
2017-09-11,-3.94,-2.53,-1.45
2017-09-12,0.53,-4.73,0.21
2017-09-13,0.45,-4.86,0.03
2017-09-14,-0.68,-4.81,3.48
2017-09-15,-2.86,-2.59,2.11
2017-09-18,-1.45,-2.79,1.63
2017-09-19,0.21,-2.77,-1.59
2017-09-20,0.03,-3.85,-0.68
2017-09-21,3.48,-4.59,1.26
2017-09-22,2.11,-3.55,3.59
2017-09-25,1.63,-3.94,2.8
2017-09-26,-1.59,0.53,2.84
2017-09-27,-0.68,0.45,3.47
2017-09-28,1.26,-0.68,-0.13
2017-09-29,3.59,-2.86,-0.7
2017-10-02,2.8,-1.45,-0.71
2017-10-03,2.84,0.21,0.9
2017-10-04,3.47,0.03,0.08
2017-10-05,-0.13,3.48,0.44
2017-10-06,-0.7,2.11,-1.09
2017-10-09,-0.71,1.63,-1.79
2017-10-10,0.9,-1.59,-1.19
2017-10-11,0.08,-0.68,0.16
2017-10-12,0.44,1.26,0.97
2017-10-13,-1.09,3.59,2.89
2017-10-16,-1.79,2.8,3.77
2017-10-17,-1.19,2.84,4.21
2017-10-18,0.16,3.47,3.47
2017-10-19,0.97,-0.13,-5.52
2017-10-20,2.89,-0.7,-3.9
2017-10-23,3.77,-0.71,-3.04
2017-10-24,4.21,0.9,-2.82
2017-10-25,3.47,0.08,-4.44
2017-10-26,-5.52,0.44,-3.65
2017-10-27,-3.9,-1.09,-6.36
2017-10-30,-3.04,-1.79,-6.88
2017-10-31,-2.82,-1.19,-8.41
2017-11-01,-4.44,0.16,-8.91
2017-11-02,-3.65,0.97,-1.62
2017-11-03,-6.36,2.89,-2.53
2017-11-06,-6.88,3.77,-2.51
2017-11-07,-8.41,4.21,-2.82
2017-11-08,-8.91,3.47,-0.92
2017-11-09,-1.62,-5.52,0.24
2017-11-10,-2.53,-3.9,0.95
2017-11-13,-2.51,-3.04,3.71
2017-11-14,-2.82,-2.82,4.33
2017-11-15,-0.92,-4.44,5.43
2017-11-16,0.24,-3.65,5.18
2017-11-17,0.95,-6.36,5.69
2017-11-20,3.71,-6.88,4.81
2017-11-21,4.33,-8.41,3.68
2017-11-22,5.43,-8.91,6.5
2017-11-23,5.18,-1.62,4.34
2017-11-24,5.69,-2.53,2.38
2017-11-27,4.81,-2.51,2.91
2017-11-28,3.68,-2.82,1.32
2017-11-29,6.5,-0.92,0.95
2017-11-30,4.34,0.24,1.54
2017-12-01,2.38,0.95,3.72
2017-12-04,2.91,3.71,5.92
2017-12-05,1.32,4.33,7.07
2017-12-06,0.95,5.43,4.92
2017-12-07,1.54,5.18,4.75
2017-12-08,3.72,5.69,6.78
2017-12-11,5.92,4.81,5.28
2017-12-12,7.07,3.68,6.52
2017-12-13,4.92,6.5,6.57
2017-12-14,4.75,4.34,6.73
2017-12-15,6.78,2.38,2.93
2017-12-18,5.28,2.91,2.04
2017-12-19,6.52,1.32,1.4
2017-12-20,6.57,0.95,-0.34
2017-12-21,6.73,1.54,0.25
2017-12-22,2.93,3.72,0.72
2017-12-27,2.04,5.92,0.0
2017-12-28,1.4,7.07,-2.46
2017-12-29,-0.34,4.92,-1.69
2018-01-02,0.25,4.75,-1.34
2018-01-03,0.72,6.78,-0.47
2018-01-04,0.0,5.28,-3.23
2018-01-05,-2.46,6.52,-4.38
2018-01-08,-1.69,6.57,-3.72
2018-01-09,-1.34,6.73,-1.87
2018-01-10,-0.47,2.93,-2.54
2018-01-11,-3.23,2.04,-2.54
2018-01-12,-4.38,1.4,0.66
2018-01-15,-3.72,-0.34,4.55
2018-01-16,-1.87,0.25,3.67
2018-01-17,-2.54,0.72,3.63
2018-01-18,-2.54,0.0,7.24
2018-01-19,0.66,-2.46,7.97
2018-01-22,4.55,-1.69,6.19
2018-01-23,3.67,-1.34,1.18
2018-01-24,3.63,-0.47,0.72
2018-01-25,7.24,-3.23,-0.98
2018-01-26,7.97,-4.38,-2.46
2018-01-29,6.19,-3.72,-7.3
2018-01-30,1.18,-1.87,-9.63
2018-01-31,0.72,-2.54,-7.34
2018-02-01,-0.98,-2.54,-7.7
2018-02-02,-2.46,0.66,-8.14
2018-02-05,-7.3,4.55,-6.9
2018-02-06,-9.63,3.67,-4.34
2018-02-07,-7.34,3.63,-2.12
2018-02-08,-7.7,7.24,0.59
2018-02-09,-8.14,7.97,2.3
2018-02-12,-6.9,6.19,3.65
2018-02-13,-4.34,1.18,6.34
2018-02-14,-2.12,0.72,4.61
2018-02-15,0.59,-0.98,8.71
2018-02-16,2.3,-2.46,8.76
2018-02-19,3.65,-7.3,7.85
2018-02-20,6.34,-9.63,9.84
2018-02-21,4.61,-7.34,9.1
2018-02-22,8.71,-7.7,6.42
2018-02-23,8.76,-8.14,2.62
2018-02-26,7.85,-6.9,3.08
2018-02-27,9.84,-4.34,5.12
2018-02-28,9.1,-2.12,4.38
2018-03-01,6.42,0.59,0.62
2018-03-02,2.62,2.3,0.45
2018-03-05,3.08,3.65,1.44
2018-03-06,5.12,6.34,-1.08
2018-03-07,4.38,4.61,-2.86
2018-03-08,0.62,8.71,-2.01
2018-03-09,0.45,8.76,2.05
2018-03-12,1.44,7.85,4.73
2018-03-13,-1.08,9.84,2.18
2018-03-14,-2.86,9.1,0.24
2018-03-15,-2.01,6.42,-2.5
2018-03-16,2.05,2.62,-3.04
2018-03-19,4.73,3.08,-2.65
2018-03-20,2.18,5.12,-1.69
2018-03-21,0.24,4.38,-0.68
2018-03-22,-2.5,0.62,-0.24
2018-03-23,-3.04,0.45,-1.26
2018-03-26,-2.65,1.44,-4.42
2018-03-27,-1.69,-1.08,-1.74
2018-03-28,-0.68,-2.86,-0.9
2018-03-29,-0.24,-2.01,2.03
2018-04-03,-1.26,2.05,5.09
2018-04-04,-4.42,4.73,4.23
2018-04-05,-1.74,2.18,4.78
2018-04-06,-0.9,0.24,3.57
2018-04-09,2.03,-2.5,3.54
2018-04-10,5.09,-3.04,2.37
2018-04-11,4.23,-2.65,3.18
2018-04-12,4.78,-1.69,0.94
2018-04-13,3.57,-0.68,2.84
2018-04-16,3.54,-0.24,2.44
2018-04-17,2.37,-1.26,0.3
2018-04-18,3.18,-4.42,-0.75
2018-04-19,0.94,-1.74,-2.78
2018-04-20,2.84,-0.9,-2.06
2018-04-23,2.44,2.03,-3.06
2018-04-24,0.3,5.09,-2.95
2018-04-25,-0.75,4.23,-4.0
2018-04-26,-2.78,4.78,-5.37
2018-04-27,-2.06,3.57,-4.59
2018-04-30,-3.06,3.54,-4.37
2018-05-01,-2.95,2.37,-2.07
2018-05-02,-4.0,3.18,0.38
2018-05-03,-5.37,0.94,2.12
2018-05-04,-4.59,2.84,1.41
2018-05-08,-4.37,2.44,2.1
2018-05-09,-2.07,0.3,1.46
2018-05-10,0.38,-0.75,1.73
2018-05-11,2.12,-2.78,2.37
2018-05-14,1.41,-2.06,1.61
2018-05-15,2.1,-3.06,2.03
2018-05-16,1.46,-2.95,-1.02
2018-05-17,1.73,-4.0,-3.98
2018-05-18,2.37,-5.37,-3.85
2018-05-21,1.61,-4.59,-6.2
2018-05-22,2.03,-4.37,-5.87
2018-05-23,-1.02,-2.07,-5.4
2018-05-24,-3.98,0.38,-3.4
2018-05-25,-3.85,2.12,-1.42
2018-05-29,-6.2,1.41,-5.31
2018-05-30,-5.87,2.1,-4.67
2018-05-31,-5.4,1.46,-3.66
2018-06-01,-3.4,1.73,-3.07
2018-06-04,-1.42,2.37,-3.01
2018-06-05,-5.31,1.61,0.03
2018-06-06,-4.67,2.03,-0.65
2018-06-07,-3.66,-1.02,1.7
2018-06-08,-3.07,-3.98,-3.65
2018-06-11,-3.01,-3.85,-4.69
2018-06-12,0.03,-6.2,-2.43
2018-06-13,-0.65,-5.87,-3.75
2018-06-14,1.7,-5.4,-5.44
2018-06-15,-3.65,-3.4,-2.5
2018-06-18,-4.69,-1.42,-4.77
2018-06-19,-2.43,-5.31,-4.91
2018-06-20,-3.75,-4.67,-4.99
2018-06-21,-5.44,-3.66,-5.32
2018-06-22,-2.5,-3.07,-2.85
2018-06-25,-4.77,-3.01,-4.9
2018-06-26,-4.91,0.03,-3.75
2018-06-27,-4.99,-0.65,-4.1
2018-06-28,-5.32,1.7,-1.89
2018-06-29,-2.85,-3.65,-3.88
2018-07-02,-4.9,-4.69,-1.09
2018-07-03,-3.75,-2.43,-1.36
2018-07-04,-4.1,-3.75,-0.29
2018-07-05,-1.89,-5.44,-0.22
2018-07-06,-3.88,-2.5,0.36
2018-07-09,-1.09,-4.77,3.3
2018-07-10,-1.36,-4.91,1.4
2018-07-11,-0.29,-4.99,1.69
2018-07-12,-0.22,-5.32,-0.58
2018-07-13,0.36,-2.85,0.15
2018-07-16,3.3,-4.9,-0.96
2018-07-17,1.4,-3.75,1.53
2018-07-18,1.69,-4.1,0.29
2018-07-19,-0.58,-1.89,-0.17
2018-07-20,0.15,-3.88,0.64
2018-07-23,-0.96,-1.09,0.75
2018-07-24,1.53,-1.36,2.97
2018-07-25,0.29,-0.29,1.48
2018-07-26,-0.17,-0.22,0.55
2018-07-27,0.64,0.36,1.03
2018-07-30,0.75,3.3,1.06
2018-07-31,2.97,1.4,0.01
2018-08-01,1.48,1.69,2.72
2018-08-02,0.55,-0.58,1.23
2018-08-03,1.03,0.15,-1.71
2018-08-06,1.06,-0.96,-4.38
2018-08-07,0.01,1.53,-5.16
2018-08-08,2.72,0.29,-6.21
2018-08-09,1.23,-0.17,-2.34
2018-08-10,-1.71,0.64,-3.23
2018-08-13,-4.38,0.75,-2.57
2018-08-14,-5.16,2.97,-2.62
2018-08-15,-6.21,1.48,-4.1
2018-08-16,-2.34,0.55,-4.37
2018-08-17,-3.23,1.03,-2.12
2018-08-20,-2.57,1.06,-0.43
2018-08-21,-2.62,0.01,-1.37
2018-08-22,-4.1,2.72,-0.83
2018-08-23,-4.37,1.23,-3.56
2018-08-24,-2.12,-1.71,-2.78
2018-08-28,-0.43,-4.38,-1.47
2018-08-29,-1.37,-5.16,-3.47
2018-08-30,-0.83,-6.21,-4.86
2018-08-31,-3.56,-2.34,-4.72
2018-09-03,-2.78,-3.23,-3.74
2018-09-04,-1.47,-2.57,-4.88
2018-09-05,-3.47,-2.62,-5.08
2018-09-06,-4.86,-4.1,-3.42
2018-09-07,-4.72,-4.37,-2.63
2018-09-10,-3.74,-2.12,-3.59
2018-09-11,-4.88,-0.43,-6.39
2018-09-12,-5.08,-1.37,-2.74
2018-09-13,-3.42,-0.83,-1.1
2018-09-14,-2.63,-3.56,1.15
2018-09-17,-3.59,-2.78,-0.46
2018-09-18,-6.39,-1.47,0.22
2018-09-19,-2.74,-3.47,1.96
2018-09-20,-1.1,-4.86,2.6
2018-09-21,1.15,-4.72,0.41
2018-09-24,-0.46,-3.74,0.74
2018-09-25,0.22,-4.88,0.48
2018-09-26,1.96,-5.08,-0.35
2018-09-27,2.6,-3.42,0.02
2018-09-28,0.41,-2.63,-2.02
2018-10-01,0.74,-3.59,-3.97
2018-10-02,0.48,-6.39,-4.2
2018-10-03,-0.35,-2.74,-2.26
2018-10-04,0.02,-1.1,-4.91
2018-10-05,-2.02,1.15,-3.95
2018-10-08,-3.97,-0.46,-5.24
2018-10-09,-4.2,0.22,-4.37
2018-10-10,-2.26,1.96,-4.38
2018-10-11,-4.91,2.6,-5.34
2018-10-12,-3.95,0.41,-5.5
2018-10-15,-5.24,0.74,-2.18
2018-10-16,-4.37,0.48,-1.19
2018-10-17,-4.38,-0.35,-0.55
2018-10-18,-5.34,0.02,2.42
2018-10-19,-5.5,-2.02,1.85
2018-10-22,-2.18,-3.97,5.9
2018-10-23,-1.19,-4.2,4.37
2018-10-24,-0.55,-2.26,4.57
2018-10-25,2.42,-4.91,6.39
2018-10-26,1.85,-3.95,7.53
2018-10-29,5.9,-5.24,5.79
2018-10-30,4.37,-4.37,4.34
2018-10-31,4.57,-4.38,2.75
2018-11-01,6.39,-5.34,3.98
2018-11-02,7.53,-5.5,5.2
2018-11-05,5.79,-2.18,-1.31
2018-11-06,4.34,-1.19,3.24
2018-11-07,2.75,-0.55,0.63
2018-11-08,3.98,2.42,-5.18
2018-11-09,5.2,1.85,-6.11
2018-11-12,-1.31,5.9,-5.04
2018-11-13,3.24,4.37,-6.6
2018-11-14,0.63,4.57,-4.99
2018-11-15,-5.18,6.39,-7.48
2018-11-16,-6.11,7.53,-6.93
2018-11-19,-5.04,5.79,-1.19
2018-11-20,-6.6,4.34,-4.05
2018-11-21,-4.99,2.75,-3.91
2018-11-22,-7.48,3.98,0.48
2018-11-23,-6.93,5.2,-1.27
2018-11-26,-1.19,-1.31,-1.61
2018-11-27,-4.05,3.24,-1.5
2018-11-28,-3.91,0.63,-4.91
2018-11-29,0.48,-5.18,-7.37
2018-11-30,-1.27,-6.11,-6.19
2018-12-03,-1.61,-5.04,-9.09
2018-12-04,-1.5,-6.6,-8.51
2018-12-05,-4.91,-4.99,-4.68
2018-12-06,-7.37,-7.48,-4.92
2018-12-07,-6.19,-6.93,-2.73
2018-12-10,-9.09,-1.19,-6.46
2018-12-11,-8.51,-4.05,-4.35
2018-12-12,-4.68,-3.91,-4.42
2018-12-13,-4.92,0.48,-3.57
2018-12-14,-2.73,-1.27,-3.47
2018-12-17,-6.46,-1.61,-4.56
2018-12-18,-4.35,-1.5,-5.17
2018-12-19,-4.42,-4.91,-5.57
2018-12-20,-3.57,-7.37,-5.35
2018-12-21,-3.47,-6.19,-4.9
2018-12-24,-4.56,-9.09,-1.69
2018-12-27,-5.17,-8.51,1.91
2018-12-28,-5.57,-4.68,2.61
2018-12-31,-5.35,-4.92,6.41
2019-01-02,-4.9,-2.73,5.25
2019-01-03,-1.69,-6.46,8.87
2019-01-04,1.91,-4.35,7.63
2019-01-07,2.61,-4.42,5.98
2019-01-08,6.41,-3.57,5.7
2019-01-09,5.25,-3.47,7.11
2019-01-10,8.87,-4.56,6.73
2019-01-11,7.63,-5.17,6.94
2019-01-14,5.98,-5.57,6.14
2019-01-15,5.7,-5.35,3.78
2019-01-16,7.11,-4.9,3.85
2019-01-17,6.73,-1.69,2.08
2019-01-18,6.94,1.91,4.38
2019-01-21,6.14,2.61,0.6
2019-01-22,3.78,6.41,1.38
2019-01-23,3.85,5.25,0.27
2019-01-24,2.08,8.87,-1.37
2019-01-25,4.38,7.63,-4.37
2019-01-28,0.6,5.98,-3.98
2019-01-29,1.38,5.7,-1.68
2019-01-30,0.27,7.11,-0.79
2019-01-31,-1.37,6.73,-3.84
2019-02-01,-4.37,6.94,-4.97
2019-02-04,-3.98,6.14,-2.02
2019-02-05,-1.68,3.78,-2.01
2019-02-06,-0.79,3.85,-2.36
2019-02-07,-3.84,2.08,-0.77
2019-02-08,-4.97,4.38,0.55
2019-02-11,-2.02,0.6,-0.18
2019-02-12,-2.01,1.38,-0.95
2019-02-13,-2.36,0.27,-0.43
2019-02-14,-0.77,-1.37,2.79
2019-02-15,0.55,-4.37,0.13
2019-02-18,-0.18,-3.98,1.52
2019-02-19,-0.95,-1.68,4.33
2019-02-20,-0.43,-0.79,5.62
2019-02-21,2.79,-3.84,4.59
2019-02-22,0.13,-4.97,1.88
2019-02-25,1.52,-2.02,3.55
2019-02-26,4.33,-2.01,3.5
2019-02-27,5.62,-2.36,2.76
2019-02-28,4.59,-0.77,0.93
2019-03-01,1.88,0.55,1.69
2019-03-04,3.55,-0.18,1.12
2019-03-05,3.5,-0.95,-1.24
2019-03-06,2.76,-0.43,-1.8
2019-03-07,0.93,2.79,0.5
2019-03-08,1.69,0.13,2.12
2019-03-11,1.12,1.52,1.51
2019-03-12,-1.24,4.33,2.46
2019-03-13,-1.8,5.62,-0.53
2019-03-14,0.5,4.59,-1.05
2019-03-15,2.12,1.88,-2.1
2019-03-18,1.51,3.55,-3.39
2019-03-19,2.46,3.5,-5.87
2019-03-20,-0.53,2.76,-5.1
2019-03-21,-1.05,0.93,-7.21
2019-03-22,-2.1,1.69,-6.79
2019-03-25,-3.39,1.12,-4.75
2019-03-26,-5.87,-1.24,-5.1
2019-03-27,-5.1,-1.8,-0.27
2019-03-28,-7.21,0.5,2.54
2019-03-29,-6.79,2.12,4.71
2019-04-01,-4.75,1.51,4.23
2019-04-02,-5.1,2.46,5.31
2019-04-03,-0.27,-0.53,3.6
2019-04-04,2.54,-1.05,6.92
2019-04-05,4.71,-2.1,7.29
2019-04-08,4.23,-3.39,5.91
2019-04-09,5.31,-5.87,4.63
2019-04-10,3.6,-5.1,3.0
2019-04-11,6.92,-7.21,2.88
2019-04-12,7.29,-6.79,2.35
2019-04-15,5.91,-4.75,2.63
2019-04-16,4.63,-5.1,-0.64
2019-04-17,3.0,-0.27,-0.06
2019-04-18,2.88,2.54,0.62
2019-04-23,2.35,4.71,-1.01
2019-04-24,2.63,4.23,-2.47
2019-04-25,-0.64,5.31,-1.71
2019-04-26,-0.06,3.6,-3.1
2019-04-29,0.62,6.92,-5.89
2019-04-30,-1.01,7.29,-4.21
2019-05-01,-2.47,5.91,-5.72
2019-05-02,-1.71,4.63,-1.8
2019-05-03,-3.1,3.0,-3.69
2019-05-07,-5.89,2.88,-4.29
2019-05-08,-4.21,2.35,-2.61
2019-05-09,-5.72,2.63,-1.75
2019-05-10,-1.8,-0.64,-3.52
2019-05-13,-3.69,-0.06,-4.47
2019-05-14,-4.29,0.62,-1.52
2019-05-15,-2.61,-1.01,-4.22
2019-05-16,-1.75,-2.47,-4.69
2019-05-17,-3.52,-1.71,-5.24
2019-05-20,-4.47,-3.1,-2.86
2019-05-21,-1.52,-5.89,-4.36
2019-05-22,-4.22,-4.21,-5.69
2019-05-23,-4.69,-5.72,-7.06
2019-05-24,-5.24,-1.8,-5.83
2019-05-28,-2.86,-3.69,-1.45
2019-05-29,-4.36,-4.29,-2.87
2019-05-30,-5.69,-2.61,-1.03
2019-05-31,-7.06,-1.75,1.04
2019-06-03,-5.83,-3.52,2.56
2019-06-04,-1.45,-4.47,1.04
2019-06-05,-2.87,-1.52,-0.19
2019-06-06,-1.03,-4.22,-0.91
2019-06-07,1.04,-4.69,-0.23
2019-06-10,2.56,-5.24,0.84
2019-06-11,1.04,-2.86,-1.62
2019-06-12,-0.19,-4.36,0.47
2019-06-13,-0.91,-5.69,-0.5
2019-06-14,-0.23,-7.06,-1.56
2019-06-17,0.84,-5.83,-3.02
2019-06-18,-1.62,-1.45,-3.49
2019-06-19,0.47,-2.87,-0.78
2019-06-20,-0.5,-1.03,0.32
2019-06-21,-1.56,1.04,0.54
2019-06-24,-3.02,2.56,1.18
2019-06-25,-3.49,1.04,1.44
2019-06-26,-0.78,-0.19,1.15
2019-06-27,0.32,-0.91,3.64
2019-06-28,0.54,-0.23,5.73
2019-07-01,1.18,0.84,5.7
2019-07-02,1.44,-1.62,6.49
2019-07-03,1.15,0.47,4.81
2019-07-04,3.64,-0.5,5.29
2019-07-05,5.73,-1.56,4.94
2019-07-08,5.7,-3.02,2.79
2019-07-09,6.49,-3.49,2.8
2019-07-10,4.81,-0.78,0.52
2019-07-11,5.29,0.32,0.23
2019-07-12,4.94,0.54,-1.02
2019-07-15,2.79,1.18,-0.2
2019-07-16,2.8,1.44,2.34
2019-07-17,0.52,1.15,2.2
2019-07-18,0.23,3.64,1.01
2019-07-19,-1.02,5.73,1.83
2019-07-22,-0.2,5.7,2.58
2019-07-23,2.34,6.49,-0.23
2019-07-24,2.2,4.81,-1.09
2019-07-25,1.01,5.29,-0.28
2019-07-26,1.83,4.94,-1.58
2019-07-29,2.58,2.79,-5.94
2019-07-30,-0.23,2.8,-8.03
2019-07-31,-1.09,0.52,-7.74
2019-08-01,-0.28,0.23,-8.54
2019-08-02,-1.58,-1.02,-10.19
2019-08-05,-5.94,-0.2,-12.03
2019-08-06,-8.03,2.34,-10.54
2019-08-07,-7.74,2.2,-9.94
2019-08-08,-8.54,1.01,-11.98
2019-08-09,-10.19,1.83,-8.71
2019-08-12,-12.03,2.58,-4.55
2019-08-13,-10.54,-0.23,-5.95
2019-08-14,-9.94,-1.09,-5.67
2019-08-15,-11.98,-0.28,-4.52
2019-08-16,-8.71,-1.58,-3.98
2019-08-19,-4.55,-5.94,-3.39
2019-08-20,-5.95,-8.03,-3.5
2019-08-21,-5.67,-7.74,-0.88
2019-08-22,-4.52,-8.54,-0.44
2019-08-23,-3.98,-10.19,-1.63
2019-08-27,-3.39,-12.03,-2.33
2019-08-28,-3.5,-10.54,-0.81
2019-08-29,-0.88,-9.94,0.46
2019-08-30,-0.44,-11.98,0.56
2019-09-02,-1.63,-8.71,1.98
2019-09-03,-2.33,-4.55,8.05
2019-09-04,-0.81,-5.95,9.21
2019-09-05,0.46,-5.67,8.11
2019-09-06,0.56,-4.52,14.66
2019-09-09,1.98,-3.98,11.59
2019-09-10,8.05,-3.39,8.65
2019-09-11,9.21,-3.5,7.75
2019-09-12,8.11,-0.88,7.62
2019-09-13,14.66,-0.44,8.17
2019-09-16,11.59,-1.63,6.02
2019-09-17,8.65,-2.33,-0.43
2019-09-18,7.75,-0.81,-0.39
2019-09-19,7.62,0.46,0.3
2019-09-20,8.17,0.56,-3.64
2019-09-23,6.02,1.98,-2.01
2019-09-24,-0.43,8.05,0.29
2019-09-25,-0.39,9.21,-2.49
2019-09-26,0.3,8.11,-5.6
2019-09-27,-3.64,14.66,-5.68
