Date,Month,Price,Previous Week Price,% FTSEAIM Change,Previous Week % FTSEAIM Change,Next Week % FTSEAIM Change
2023-06-08,6,792.9,786.76,0.78,-2.86,-0.43
2023-06-09,6,793.34,782.77,1.35,-3.24,-1.03
2023-06-12,6,792.48,784.45,1.02,-2.94,-1.24
2023-06-13,6,794.72,789.58,0.65,-2.28,-2.68
2023-06-14,6,794.19,791.81,0.3,-0.59,-3.41
2023-06-15,6,791.56,792.57,-0.13,0.0,-3.88
2023-06-16,6,792.59,793.05,-0.06,0.17,-4.67
2023-06-19,6,789.53,792.9,-0.43,0.78,-4.17
2023-06-20,6,785.18,793.34,-1.03,1.35,-4.39
2023-06-21,6,782.62,792.48,-1.24,1.02,-3.72
2023-06-22,6,773.44,794.72,-2.68,0.65,-2.47
2023-06-23,6,767.07,794.19,-3.41,0.3,-1.39
2023-06-26,6,760.86,791.56,-3.88,-0.13,-1.12
2023-06-27,6,755.61,792.59,-4.67,-0.06,-1.95
2023-06-28,6,756.6,789.53,-4.17,-0.43,-1.97
2023-06-29,6,750.73,785.18,-4.39,-1.03,-1.6
2023-06-30,6,753.51,782.62,-3.72,-1.24,-1.98
2023-07-03,7,754.31,773.44,-2.47,-2.68,-1.05
2023-07-04,7,756.44,767.07,-1.39,-3.41,-0.81
2023-07-05,7,752.37,760.86,-1.12,-3.88,-0.21
2023-07-06,7,740.86,755.61,-1.95,-4.67,1.14
2023-07-07,7,741.71,756.6,-1.97,-4.17,1.71
2023-07-10,7,738.72,750.73,-1.6,-4.39,3.71
2023-07-11,7,738.62,753.51,-1.98,-3.72,3.48
2023-07-12,7,746.39,754.31,-1.05,-2.47,2.7
2023-07-13,7,750.29,756.44,-0.81,-1.39,1.77
2023-07-14,7,750.78,752.37,-0.21,-1.12,2.03
2023-07-17,7,749.31,740.86,1.14,-1.95,2.25
2023-07-18,7,754.36,741.71,1.71,-1.97,1.98
2023-07-19,7,766.12,738.72,3.71,-1.6,0.01
2023-07-20,7,764.29,738.62,3.48,-1.98,0.06
2023-07-21,7,766.55,746.39,2.7,-1.05,-0.25
2023-07-24,7,763.6,750.29,1.77,-0.81,-0.72
2023-07-25,7,766.0,750.78,2.03,-0.21,-0.84
2023-07-26,7,766.15,749.31,2.25,1.14,-0.36
2023-07-27,7,769.29,754.36,1.98,1.71,-1.26
2023-07-28,7,766.23,766.12,0.01,3.71,-0.96
2023-07-31,7,764.72,764.29,0.06,3.48,-0.88
2023-08-01,8,764.63,766.55,-0.25,2.7,-0.95
2023-08-02,8,758.09,763.6,-0.72,1.77,-0.2
2023-08-03,8,759.54,766.0,-0.84,2.03,-0.6
2023-08-04,8,763.41,766.15,-0.36,2.25,-1.77
2023-08-07,8,759.63,769.29,-1.26,1.98,-1.55
2023-08-08,8,758.84,766.23,-0.96,0.01,-2.47
2023-08-09,8,757.98,764.72,-0.88,0.06,-3.4
2023-08-10,8,757.39,764.63,-0.95,-0.25,-3.72
2023-08-11,8,756.57,758.09,-0.2,-0.72,-3.22
2023-08-14,8,754.96,759.54,-0.6,-0.84,-2.71
2023-08-15,8,749.93,763.41,-1.77,-0.36,-2.05
2023-08-16,8,747.84,759.63,-1.55,-1.26,-1.89
2023-08-17,8,740.12,758.84,-2.47,-0.96,0.15
2023-08-18,8,732.24,757.98,-3.4,-0.88,1.34
2023-08-21,8,729.21,757.39,-3.72,-0.95,1.74
2023-08-22,8,732.18,756.57,-3.22,-0.2,1.26
2023-08-23,8,734.47,754.96,-2.71,-0.6,0.83
2023-08-24,8,734.52,749.93,-2.05,-1.77,0.75
2023-08-25,8,733.67,747.84,-1.89,-1.55,0.45
2023-08-29,8,741.21,740.12,0.15,-2.47,-0.75
2023-08-30,8,742.04,732.24,1.34,-3.4,0.19
2023-08-31,8,741.93,729.21,1.74,-3.72,0.06
2023-09-01,9,741.43,732.18,1.26,-3.22,0.24
2023-09-04,9,740.59,734.47,0.83,-2.71,0.02
2023-09-05,9,740.05,734.52,0.75,-2.05,0.64
2023-09-06,9,736.98,733.67,0.45,-1.89,1.14
2023-09-07,9,735.68,741.21,-0.75,0.15,0.87
2023-09-08,9,743.44,742.04,0.19,1.34,-0.14
2023-09-11,9,742.35,741.93,0.06,1.74,0.59
2023-09-12,9,743.21,741.43,0.24,1.26,-0.58
2023-09-13,9,740.75,740.59,0.02,0.83,-0.18
2023-09-14,9,744.77,740.05,0.64,0.75,-1.38
2023-09-15,9,745.35,736.98,1.14,0.45,-2.04
2023-09-18,9,742.06,735.68,0.87,-0.75,-1.82
2023-09-19,9,742.41,743.44,-0.14,0.19,-2.35
2023-09-20,9,746.7,742.35,0.59,0.06,-2.75
2023-09-21,9,738.91,743.21,-0.58,0.24,-2.88
2023-09-22,9,739.43,740.75,-0.18,0.02,-4.87
2023-09-25,9,734.52,744.77,-1.38,0.64,-5.35
2023-09-26,9,730.15,745.35,-2.04,1.14,-4.85
2023-09-27,9,728.53,742.06,-1.82,0.87,-4.64
2023-09-28,9,724.98,742.41,-2.35,-0.14,-5.12
2023-09-29,9,726.18,746.7,-2.75,0.59,-3.87
2023-10-02,10,717.64,738.91,-2.88,-0.58,-3.06
2023-10-03,10,703.44,739.43,-4.87,-0.18,-1.12
2023-10-04,10,695.21,734.52,-5.35,-1.38,-0.8
2023-10-05,10,694.74,730.15,-4.85,-2.04,-1.14
2023-10-06,10,694.71,728.53,-4.64,-1.82,-0.59
2023-10-09,10,687.83,724.98,-5.12,-2.35,-0.44
2023-10-10,10,698.09,726.18,-3.87,-2.75,-2.05
2023-10-11,10,695.69,717.64,-3.06,-2.88,-1.83
2023-10-12,10,695.57,703.44,-1.12,-4.87,-2.18
2023-10-13,10,689.67,695.21,-0.8,-5.35,-1.63
2023-10-16,10,686.81,694.74,-1.14,-4.85,-1.89
2023-10-17,10,690.58,694.71,-0.59,-4.64,-3.0
2023-10-18,10,684.8,687.83,-0.44,-5.12,-1.51
2023-10-19,10,683.77,698.09,-2.05,-3.87,-0.76
2023-10-20,10,682.93,695.69,-1.83,-3.06,-0.45
2023-10-23,10,680.41,695.57,-2.18,-1.12,0.46
2023-10-24,10,678.45,689.67,-1.63,-0.8,1.75
2023-10-25,10,673.82,686.81,-1.89,-1.14,3.48
2023-10-26,10,669.84,690.58,-3.0,-0.59,4.19
2023-10-27,10,674.46,684.8,-1.51,-0.44,3.58
2023-10-30,10,678.57,683.77,-0.76,-2.05,3.41
2023-10-31,10,679.85,682.93,-0.45,-1.83,3.59
2023-11-01,11,683.57,680.41,0.46,-2.18,2.56
2023-11-02,11,690.34,678.45,1.75,-1.63,1.53
2023-11-03,11,697.25,673.82,3.48,-1.89,1.79
2023-11-06,11,697.88,669.84,4.19,-3.0,2.53
2023-11-07,11,698.63,674.46,3.58,-1.51,2.1
2023-11-08,11,701.68,678.57,3.41,-0.76,2.48
2023-11-09,11,704.26,679.85,3.59,-0.45,2.51
2023-11-10,11,701.09,683.57,2.56,0.46,2.17
2023-11-13,11,700.87,690.34,1.53,1.75,2.29
2023-11-14,11,709.72,697.25,1.79,3.48,1.18
2023-11-15,11,715.57,697.88,2.53,4.19,0.19
2023-11-16,11,713.29,698.63,2.1,3.58,0.23
2023-11-17,11,719.05,701.68,2.48,3.41,-0.9
2023-11-20,11,721.95,704.26,2.51,3.59,-0.89
2023-11-21,11,716.31,701.09,2.17,2.56,-0.35
2023-11-22,11,716.9,700.87,2.29,1.53,-0.09
2023-11-23,11,718.08,709.72,1.18,1.79,-0.4
2023-11-24,11,716.9,715.57,0.19,2.53,-0.03
2023-11-27,11,714.95,713.29,0.23,2.1,0.44
2023-11-28,11,712.57,719.05,-0.9,2.48,1.16
2023-11-29,11,715.53,721.95,-0.89,2.51,1.11
2023-11-30,11,713.78,716.31,-0.35,2.17,1.62
2023-12-01,12,716.29,716.9,-0.09,2.29,1.06
2023-12-04,12,715.24,718.08,-0.4,1.18,1.24
2023-12-05,12,716.68,716.9,-0.03,0.19,2.95
2023-12-06,12,718.12,714.95,0.44,0.23,2.95
2023-12-07,12,720.86,712.57,1.16,-0.9,2.82
2023-12-08,12,723.45,715.53,1.11,-0.89,3.03
2023-12-11,12,725.33,713.78,1.62,-0.35,3.6
2023-12-12,12,723.91,716.29,1.06,-0.09,3.94
2023-12-13,12,724.1,715.24,1.24,-0.4,4.18
2023-12-14,12,737.84,716.68,2.95,-0.03,3.41
2023-12-15,12,739.31,718.12,2.95,0.44,3.29
2023-12-18,12,741.19,720.86,2.82,1.16,2.99
