Date,Month,Price,Previous Week Price,% GILT2 Change,Previous Week % GILT2 Change,Next Week % GILT2 Change
2023-10-03,10,4.984,4.936,0.97,2.07,-0.72
2023-10-04,10,4.914,4.908,0.12,1.49,-1.63
2023-10-05,10,4.876,4.9665,-1.82,3.23,-1.66
2023-10-06,10,4.881,4.9665,-1.72,3.38,-1.78
2023-10-07,10,4.9475,4.983,-0.71,2.38,-2.09
2023-10-08,10,4.948,4.984,-0.72,0.97,-2.04
2023-10-09,10,4.834,4.914,-1.63,0.12,1.17
2023-10-10,10,4.795,4.876,-1.66,-1.82,1.99
2023-10-11,10,4.794,4.881,-1.78,-1.72,2.38
2023-10-12,10,4.844,4.9475,-2.09,-0.71,0.6
2023-10-13,10,4.847,4.948,-2.04,-0.72,3.28
2023-10-14,10,4.8905,4.834,1.17,-1.63,1.28
2023-10-15,10,4.8905,4.795,1.99,-1.66,-0.21
2023-10-16,10,4.908,4.794,2.38,-1.78,0.35
2023-10-17,10,4.873,4.844,0.6,-2.09,1.07
2023-10-18,10,5.006,4.847,3.28,-2.04,-3.66
2023-10-19,10,4.953,4.8905,1.28,1.17,-3.35
2023-10-20,10,4.88,4.8905,-0.21,1.99,-0.86
2023-10-21,10,4.925,4.908,0.35,2.38,-2.09
2023-10-22,10,4.925,4.873,1.07,0.6,-3.55
2023-10-23,10,4.823,5.006,-3.66,3.28,-0.61
2023-10-24,10,4.787,4.953,-3.35,1.28,0.71
2023-10-25,10,4.838,4.88,-0.86,-0.21,-1.26
2023-10-26,10,4.822,4.925,-2.09,0.35,-0.77
2023-10-27,10,4.75,4.925,-3.55,1.07,0.93
2023-10-28,10,4.7935,4.823,-0.61,-3.66,-1.2
2023-10-29,10,4.821,4.787,0.71,-3.35,-3.17
2023-10-30,10,4.777,4.838,-1.26,-0.86,-1.19
2023-10-31,10,4.785,4.822,-0.77,-2.09,-1.27
2023-11-01,11,4.794,4.75,0.93,-3.55,-3.34
2023-11-02,11,4.736,4.7935,-1.2,-0.61,-2.24
2023-11-03,11,4.668,4.821,-3.17,0.71,-1.11
2023-11-04,11,4.72,4.777,-1.19,-1.26,-1.06
2023-11-06,11,4.724,4.785,-1.27,-0.77,-0.33
2023-11-07,11,4.634,4.794,-3.34,0.93,0.65
2023-11-08,11,4.63,4.736,-2.24,-1.2,-1.27
2023-11-09,11,4.616,4.668,-1.11,-3.17,0.02
2023-11-10,11,4.67,4.72,-1.06,-1.19,-2.78
2023-11-12,11,4.7085,4.724,-0.33,-1.27,-3.54
2023-11-13,11,4.664,4.634,0.65,-3.34,-2.1
2023-11-14,11,4.571,4.63,-1.27,-2.24,-0.1
2023-11-15,11,4.617,4.616,0.02,-1.11,-1.86
2023-11-16,11,4.54,4.67,-2.78,-1.06,0.22
2023-11-17,11,4.542,4.7085,-3.54,-0.33,1.14
2023-11-18,11,4.566,4.664,-2.1,0.65,2.91
2023-11-19,11,4.5665,4.571,-0.1,-1.27,2.99
2023-11-20,11,4.531,4.617,-1.86,0.02,4.79
2023-11-21,11,4.55,4.54,0.22,-2.78,4.35
2023-11-22,11,4.594,4.542,1.14,-3.54,0.94
2023-11-23,11,4.699,4.566,2.91,-2.1,-1.81
2023-11-24,11,4.703,4.5665,2.99,-0.1,-3.27
2023-11-25,11,4.748,4.531,4.79,-1.86,-3.31
2023-11-26,11,4.748,4.55,4.35,0.22,-4.87
2023-11-27,11,4.637,4.594,0.94,1.14,-1.85
2023-11-28,11,4.614,4.699,-1.81,2.91,-1.35
2023-11-29,11,4.549,4.703,-3.27,2.99,1.19
2023-11-30,11,4.591,4.748,-3.31,4.79,-2.2
2023-12-01,12,4.517,4.748,-4.87,4.35,-0.95
2023-12-02,12,4.551,4.637,-1.85,0.94,-1.03
2023-12-03,12,4.5515,4.614,-1.35,-1.81,0.56
2023-12-04,12,4.603,4.549,1.19,-3.27,-0.02
2023-12-05,12,4.49,4.591,-2.2,-3.31,2.49
2023-12-06,12,4.474,4.517,-0.95,-4.87,2.79
2023-12-07,12,4.504,4.551,-1.03,-1.85,-0.16
2023-12-08,12,4.577,4.5515,0.56,-1.35,-4.54
2023-12-09,12,4.602,4.603,-0.02,1.19,-5.8
2023-12-10,12,4.602,4.49,2.49,-2.2,-6.82
2023-12-11,12,4.599,4.474,2.79,-0.95,-5.98
2023-12-12,12,4.497,4.504,-0.16,-1.03,-4.07
2023-12-13,12,4.369,4.577,-4.54,0.56,-1.81
2023-12-14,12,4.335,4.602,-5.8,-0.02,-5.4
2023-12-15,12,4.288,4.602,-6.82,2.49,-5.08
2023-12-16,12,4.324,4.599,-5.98,2.79,-6.85
2023-12-18,12,4.314,4.497,-4.07,-0.16,-8.04
2023-12-19,12,4.29,4.369,-1.81,-4.54,-6.53
2023-12-20,12,4.101,4.335,-5.4,-5.8,-3.02
