Date,Month,Price,Previous Week Price,% GILT2 Change,Previous Week % GILT2 Change,Next Week % GILT2 Change
2020-11-29,11,-0.042,-0.01,320.0,-44.44,-28.57
2020-11-30,11,-0.018,-0.019,-5.26,-47.22,155.56
2020-12-01,12,-0.003,-0.038,-92.11,-24.0,1350.0
2020-12-02,12,-0.014,-0.042,-66.67,-12.5,414.29
2020-12-03,12,-0.036,-0.053,-32.08,120.83,108.33
2020-12-04,12,-0.03,-0.042,-28.57,320.0,140.0
2020-12-05,12,-0.046,-0.018,155.56,-5.26,128.26
2020-12-06,12,-0.0435,-0.003,1350.0,-92.11,159.77
2020-12-07,12,-0.072,-0.014,414.29,-66.67,72.92
2020-12-08,12,-0.075,-0.036,108.33,-32.08,73.33
2020-12-09,12,-0.072,-0.03,140.0,-28.57,12.5
2020-12-10,12,-0.105,-0.046,128.26,155.56,-51.43
2020-12-11,12,-0.113,-0.0435,159.77,1350.0,-42.48
2020-12-12,12,-0.1245,-0.072,72.92,414.29,-66.27
2020-12-13,12,-0.13,-0.075,73.33,108.33,-40.77
2020-12-14,12,-0.081,-0.072,12.5,140.0,22.84
2020-12-15,12,-0.051,-0.105,-51.43,128.26,93.14
2020-12-16,12,-0.065,-0.113,-42.48,159.77,56.92
2020-12-17,12,-0.042,-0.1245,-66.27,72.92,190.48
2020-12-18,12,-0.077,-0.13,-40.77,73.33,10.39
2020-12-19,12,-0.0995,-0.081,22.84,12.5,4.52
2020-12-20,12,-0.0985,-0.051,93.14,-51.43,-4.06
2020-12-21,12,-0.102,-0.065,56.92,-42.48,-4.41
2020-12-22,12,-0.122,-0.042,190.48,-66.27,-20.08
2020-12-23,12,-0.085,-0.077,10.39,-40.77,76.47
2020-12-24,12,-0.104,-0.0995,4.52,22.84,49.04
2020-12-26,12,-0.0945,-0.0985,-4.06,93.14,64.02
2020-12-27,12,-0.0975,-0.102,-4.41,56.92,80.0
2020-12-28,12,-0.0975,-0.122,-20.08,190.48,86.15
2020-12-29,12,-0.15,-0.085,76.47,10.39,2.0
2020-12-30,12,-0.155,-0.104,49.04,4.52,-14.19
2020-12-31,12,-0.155,-0.0945,64.02,-4.06,-15.48
2021-01-02,1,-0.1755,-0.0975,80.0,-4.41,-25.93
2021-01-03,1,-0.1815,-0.0975,86.15,-20.08,-50.41
2021-01-04,1,-0.153,-0.15,2.0,76.47,-3.27
2021-01-05,1,-0.133,-0.155,-14.19,49.04,-60.9
2021-01-06,1,-0.131,-0.155,-15.48,64.02,-14.5
2021-01-07,1,-0.13,-0.1755,-25.93,80.0,-47.69
2021-01-08,1,-0.09,-0.1815,-50.41,86.15,12.22
2021-01-09,1,-0.148,-0.153,-3.27,2.0,-27.03
2021-01-10,1,-0.052,-0.133,-60.9,-14.19,161.54
2021-01-11,1,-0.112,-0.131,-14.5,-15.48,32.14
2021-01-12,1,-0.068,-0.13,-47.69,-25.93,111.76
2021-01-13,1,-0.101,-0.09,12.22,-50.41,34.65
2021-01-14,1,-0.108,-0.148,-27.03,-3.27,14.81
2021-01-15,1,-0.136,-0.052,161.54,-60.9,-16.18
2021-01-16,1,-0.148,-0.112,32.14,-14.5,-28.38
2021-01-17,1,-0.144,-0.068,111.76,-47.69,-18.75
2021-01-18,1,-0.136,-0.101,34.65,12.22,-11.03
2021-01-19,1,-0.124,-0.108,14.81,-27.03,8.06
2021-01-20,1,-0.114,-0.136,-16.18,161.54,19.3
2021-01-21,1,-0.106,-0.148,-28.38,32.14,25.47
2021-01-22,1,-0.117,-0.144,-18.75,111.76,-8.55
2021-01-24,1,-0.121,-0.136,-11.03,34.65,-16.53
2021-01-25,1,-0.134,-0.124,8.06,14.81,-11.19
2021-01-26,1,-0.136,-0.114,19.3,-16.18,-13.6
2021-01-27,1,-0.133,-0.106,25.47,-28.38,-19.55
2021-01-28,1,-0.107,-0.117,-8.55,-18.75,-15.89
2021-01-29,1,-0.101,-0.121,-16.53,-11.03,-14.85
2021-01-30,1,-0.119,-0.134,-11.19,8.06,-79.83
2021-01-31,1,-0.1175,-0.136,-13.6,19.3,-94.04
2021-02-01,2,-0.107,-0.133,-19.55,25.47,-99.53
2021-02-02,2,-0.09,-0.107,-15.89,-8.55,-110.56
2021-02-03,2,-0.086,-0.101,-14.85,-16.53,-60.47
2021-02-04,2,-0.024,-0.119,-79.83,-11.19,45.83
2021-02-05,2,-0.007,-0.1175,-94.04,-13.6,314.29
2021-02-06,2,-0.0005,-0.107,-99.53,-19.55,7700.0
2021-02-07,2,0.0095,-0.09,-110.56,-15.89,-478.95
2021-02-08,2,-0.034,-0.086,-60.47,-14.85,1.47
2021-02-09,2,-0.035,-0.024,45.83,-79.83,-8.57
2021-02-10,2,-0.029,-0.007,314.29,-94.04,17.24
2021-02-11,2,-0.039,-0.0005,7700.0,-99.53,-23.08
2021-02-12,2,-0.036,0.0095,-478.95,-110.56,47.22
2021-02-13,2,-0.0345,-0.034,1.47,-60.47,15.94
2021-02-14,2,-0.032,-0.035,-8.57,45.83,-84.38
2021-02-15,2,-0.034,-0.029,17.24,314.29,-295.59
2021-02-16,2,-0.03,-0.039,-23.08,7700.0,-296.67
2021-02-17,2,-0.053,-0.036,47.22,-478.95,-181.13
2021-02-18,2,-0.04,-0.0345,15.94,1.47,-197.5
2021-02-19,2,-0.005,-0.032,-84.38,-8.57,-680.0
2021-02-20,2,0.0665,-0.034,-295.59,17.24,69.92
2021-02-21,2,0.059,-0.03,-296.67,-23.08,118.64
2021-02-22,2,0.043,-0.053,-181.13,47.22,152.33
2021-02-23,2,0.039,-0.04,-197.5,15.94,184.62
2021-02-24,2,0.029,-0.005,-680.0,-84.38,231.03
2021-02-25,2,0.113,0.0665,69.92,-295.59,-52.21
2021-02-26,2,0.129,0.059,118.64,-296.67,-34.88
2021-02-27,2,0.1085,0.043,152.33,-181.13,-28.11
2021-02-28,2,0.111,0.039,184.62,-197.5,-11.71
2021-03-01,3,0.096,0.029,231.03,-680.0,-16.15
2021-03-02,3,0.054,0.113,-52.21,69.92,89.81
2021-03-03,3,0.084,0.129,-34.88,118.64,16.67
2021-03-04,3,0.078,0.1085,-28.11,152.33,8.97
2021-03-05,3,0.098,0.111,-11.71,184.62,-30.61
2021-03-06,3,0.0805,0.096,-16.15,231.03,-4.35
2021-03-07,3,0.1025,0.054,89.81,-52.21,-1.46
2021-03-08,3,0.098,0.084,16.67,-34.88,-2.55
2021-03-09,3,0.085,0.078,8.97,-28.11,13.53
2021-03-10,3,0.068,0.098,-30.61,-11.71,44.12
2021-03-11,3,0.077,0.0805,-4.35,-16.15,22.08
2021-03-12,3,0.101,0.1025,-1.46,89.81,10.89
2021-03-13,3,0.0955,0.098,-2.55,16.67,16.23
2021-03-14,3,0.0965,0.085,13.53,8.97,-0.52
2021-03-15,3,0.098,0.068,44.12,-30.61,-5.1
2021-03-16,3,0.094,0.077,22.08,-4.35,-7.45
2021-03-17,3,0.112,0.101,10.89,-1.46,-34.82
2021-03-18,3,0.111,0.0955,16.23,-2.55,-59.46
2021-03-19,3,0.096,0.0965,-0.52,13.53,-35.42
2021-03-20,3,0.093,0.098,-5.1,44.12,-48.39
2021-03-21,3,0.087,0.094,-7.45,22.08,-27.59
2021-03-22,3,0.073,0.112,-34.82,10.89,-13.7
2021-03-23,3,0.045,0.111,-59.46,16.23,4.44
2021-03-24,3,0.062,0.096,-35.42,-0.52,8.06
2021-03-25,3,0.048,0.093,-48.39,-5.1,58.33
2021-03-26,3,0.063,0.087,-27.59,-7.45,66.67
2021-03-27,3,0.063,0.073,-13.7,-34.82,22.22
2021-03-28,3,0.047,0.045,4.44,-59.46,70.21
2021-03-29,3,0.067,0.062,8.06,-35.42,4.48
2021-03-30,3,0.076,0.048,58.33,-48.39,-7.89
2021-03-31,3,0.105,0.063,66.67,-27.59,-23.81
2021-04-01,4,0.077,0.063,22.22,-13.7,-15.58
2021-04-03,4,0.08,0.047,70.21,4.44,-40.0
2021-04-04,4,0.07,0.067,4.48,8.06,-25.71
2021-04-05,4,0.07,0.076,-7.89,58.33,-29.29
2021-04-06,4,0.08,0.105,-23.81,66.67,-35.0
2021-04-07,4,0.065,0.077,-15.58,22.22,-13.85
2021-04-08,4,0.048,0.08,-40.0,70.21,2.08
2021-04-09,4,0.052,0.07,-25.71,4.48,23.08
2021-04-10,4,0.0495,0.07,-29.29,-7.89,-25.25
2021-04-11,4,0.052,0.08,-35.0,-23.81,-9.62
2021-04-12,4,0.056,0.065,-13.85,-15.58,-25.89
2021-04-13,4,0.049,0.048,2.08,-40.0,-24.49
2021-04-14,4,0.064,0.052,23.08,-25.71,-39.06
2021-04-15,4,0.037,0.0495,-25.25,-29.29,-5.41
2021-04-16,4,0.047,0.052,-9.62,-35.0,-4.26
2021-04-17,4,0.0415,0.056,-25.89,-13.85,13.25
2021-04-18,4,0.037,0.049,-24.49,2.08,21.62
2021-04-19,4,0.039,0.064,-39.06,23.08,-19.23
2021-04-20,4,0.035,0.037,-5.41,-25.25,1.43
2021-04-21,4,0.045,0.047,-4.26,-9.62,22.22
2021-04-22,4,0.047,0.0415,13.25,-25.89,46.81
2021-04-23,4,0.045,0.037,21.62,-24.49,42.22
2021-04-24,4,0.0315,0.039,-19.23,-39.06,166.67
2021-04-25,4,0.0355,0.035,1.43,-5.41,136.62
2021-04-26,4,0.055,0.045,22.22,-4.26,31.82
2021-04-27,4,0.069,0.047,46.81,13.25,6.52
2021-04-28,4,0.064,0.045,42.22,21.62,14.84
2021-04-29,4,0.084,0.0315,166.67,-19.23,-42.86
2021-04-30,4,0.084,0.0355,136.62,1.43,-33.33
2021-05-01,5,0.0725,0.055,31.82,22.22,-43.45
2021-05-02,5,0.0735,0.069,6.52,46.81,-46.94
2021-05-03,5,0.0735,0.064,14.84,42.22,-80.27
2021-05-04,5,0.048,0.084,-42.86,166.67,-89.58
2021-05-05,5,0.056,0.084,-33.33,136.62,-28.57
2021-05-06,5,0.041,0.0725,-43.45,31.82,68.29
2021-05-07,5,0.039,0.0735,-46.94,6.52,179.49
2021-05-08,5,0.0145,0.0735,-80.27,14.84,617.24
2021-05-09,5,0.005,0.048,-89.58,-42.86,1560.0
2021-05-10,5,0.04,0.056,-28.57,-33.33,96.25
2021-05-11,5,0.069,0.041,68.29,-43.45,27.54
2021-05-12,5,0.109,0.039,179.49,-46.94,-22.94
2021-05-13,5,0.104,0.0145,617.24,-80.27,-14.42
2021-05-14,5,0.083,0.005,1560.0,-89.58,-7.23
2021-05-15,5,0.0785,0.04,96.25,-28.57,-27.39
2021-05-16,5,0.088,0.069,27.54,68.29,-44.32
2021-05-17,5,0.084,0.109,-22.94,179.49,-60.12
2021-05-18,5,0.089,0.104,-14.42,617.24,-55.06
2021-05-19,5,0.077,0.083,-7.23,1560.0,-53.25
2021-05-20,5,0.057,0.0785,-27.39,96.25,-52.63
2021-05-21,5,0.049,0.088,-44.32,27.54,-48.98
2021-05-22,5,0.0335,0.084,-60.12,-22.94,67.16
2021-05-23,5,0.04,0.089,-55.06,-14.42,65.0
2021-05-24,5,0.036,0.077,-53.25,-7.23,80.56
2021-05-25,5,0.027,0.057,-52.63,-27.39,100.0
2021-05-26,5,0.025,0.049,-48.98,-44.32,116.0
2021-05-27,5,0.056,0.0335,67.16,-60.12,46.43
2021-05-28,5,0.066,0.04,65.0,-55.06,-1.52
2021-05-29,5,0.065,0.036,80.56,-53.25,49.23
2021-05-30,5,0.054,0.027,100.0,-52.63,24.07
2021-05-31,5,0.054,0.025,116.0,-48.98,-7.41
2021-06-01,6,0.082,0.056,46.43,67.16,-31.71
2021-06-02,6,0.065,0.066,-1.52,65.0,43.08
2021-06-03,6,0.097,0.065,49.23,80.56,-22.68
2021-06-04,6,0.067,0.054,24.07,100.0,-4.48
2021-06-05,6,0.05,0.054,-7.41,116.0,36.0
2021-06-06,6,0.056,0.082,-31.71,46.43,7.14
2021-06-07,6,0.093,0.065,43.08,-1.52,-59.68
2021-06-08,6,0.075,0.097,-22.68,49.23,-31.33
2021-06-09,6,0.064,0.067,-4.48,24.07,17.19
2021-06-10,6,0.068,0.05,36.0,-7.41,22.06
2021-06-11,6,0.06,0.056,7.14,-31.71,35.0
2021-06-12,6,0.0375,0.093,-59.68,43.08,212.0
2021-06-13,6,0.0515,0.075,-31.33,-22.68,146.6
2021-06-14,6,0.075,0.064,17.19,-4.48,64.67
2021-06-15,6,0.083,0.068,22.06,36.0,50.0
2021-06-16,6,0.081,0.06,35.0,7.14,59.26
2021-06-17,6,0.117,0.0375,212.0,-59.68,-5.13
2021-06-18,6,0.127,0.0515,146.6,-31.33,-32.28
2021-06-19,6,0.1235,0.075,64.67,17.19,-41.7
2021-06-20,6,0.1245,0.083,50.0,22.06,-30.12
2021-06-21,6,0.129,0.081,59.26,35.0,-36.82
2021-06-22,6,0.111,0.117,-5.13,212.0,-30.18
2021-06-23,6,0.086,0.127,-32.28,146.6,-29.07
2021-06-24,6,0.072,0.1235,-41.7,64.67,-11.11
2021-06-25,6,0.087,0.1245,-30.12,50.0,-32.18
2021-06-26,6,0.0815,0.129,-36.82,59.26,-12.88
2021-06-27,6,0.0775,0.111,-30.18,-5.13,-21.29
2021-06-28,6,0.061,0.086,-29.07,-32.28,-24.59
2021-06-29,6,0.064,0.072,-11.11,-41.7,-17.97
2021-06-30,6,0.059,0.087,-32.18,-30.12,-1.69
2021-07-01,7,0.071,0.0815,-12.88,-36.82,-28.17
2021-07-02,7,0.061,0.0775,-21.29,-30.18,13.11
2021-07-03,7,0.046,0.061,-24.59,-29.07,100.0
2021-07-04,7,0.0525,0.064,-17.97,-11.11,71.43
2021-07-05,7,0.058,0.059,-1.69,-32.18,48.28
2021-07-06,7,0.051,0.071,-28.17,-12.88,64.71
2021-07-07,7,0.069,0.061,13.11,-21.29,37.68
2021-07-08,7,0.092,0.046,100.0,-24.59,0.0
2021-07-09,7,0.09,0.0525,71.43,-17.97,-4.44
2021-07-10,7,0.086,0.058,48.28,-1.69,74.42
2021-07-11,7,0.084,0.051,64.71,-28.17,41.67
2021-07-12,7,0.095,0.069,37.68,13.11,14.74
2021-07-13,7,0.092,0.092,0.0,100.0,19.57
2021-07-14,7,0.086,0.09,-4.44,71.43,-6.98
2021-07-15,7,0.15,0.086,74.42,48.28,-37.33
2021-07-16,7,0.119,0.084,41.67,64.71,-10.08
2021-07-17,7,0.109,0.095,14.74,37.68,-37.61
2021-07-18,7,0.11,0.092,19.57,0.0,-27.27
2021-07-19,7,0.08,0.086,-6.98,-4.44,-11.25
2021-07-20,7,0.094,0.15,-37.33,74.42,-14.36
2021-07-21,7,0.107,0.119,-10.08,41.67,-24.3
2021-07-22,7,0.068,0.109,-37.61,14.74,11.76
2021-07-23,7,0.08,0.11,-27.27,19.57,11.25
2021-07-24,7,0.071,0.08,-11.25,-6.98,5.63
2021-07-25,7,0.0805,0.094,-14.36,-37.33,-24.22
2021-07-26,7,0.081,0.107,-24.3,-10.08,-36.42
2021-07-27,7,0.076,0.068,11.76,-37.61,-57.89
2021-07-28,7,0.089,0.08,11.25,-27.27,-35.96
2021-07-29,7,0.075,0.071,5.63,-11.25,-6.67
2021-07-30,7,0.061,0.0805,-24.22,-14.36,49.18
2021-07-31,7,0.0515,0.081,-36.42,-24.3,177.67
2021-08-02,8,0.032,0.076,-57.89,11.76,334.38
2021-08-03,8,0.057,0.089,-35.96,11.25,140.35
2021-08-04,8,0.07,0.075,-6.67,5.63,120.0
2021-08-05,8,0.091,0.061,49.18,-24.22,36.26
2021-08-06,8,0.143,0.0515,177.67,-36.42,10.49
2021-08-07,8,0.139,0.032,334.38,-57.89,-2.16
2021-08-09,8,0.137,0.057,140.35,-35.96,-5.84
2021-08-10,8,0.154,0.07,120.0,-6.67,-13.31
2021-08-11,8,0.124,0.091,36.26,49.18,16.13
2021-08-12,8,0.158,0.143,10.49,177.67,-3.16
2021-08-13,8,0.136,0.139,-2.16,334.38,6.62
2021-08-14,8,0.129,0.137,-5.84,140.35,-8.53
2021-08-15,8,0.1335,0.154,-13.31,120.0,-25.84
2021-08-16,8,0.144,0.124,16.13,36.26,-35.42
2021-08-17,8,0.153,0.158,-3.16,10.49,-40.52
2021-08-18,8,0.145,0.136,6.62,-2.16,-20.0
2021-08-19,8,0.118,0.129,-8.53,-5.84,8.47
2021-08-20,8,0.099,0.1335,-25.84,-13.31,54.55
2021-08-21,8,0.093,0.144,-35.42,16.13,59.14
2021-08-22,8,0.091,0.153,-40.52,-3.16,36.26
2021-08-23,8,0.116,0.145,-20.0,6.62,-5.17
2021-08-24,8,0.128,0.118,8.47,-8.53,-9.37
2021-08-25,8,0.153,0.099,54.55,-25.84,-24.18
2021-08-26,8,0.148,0.093,59.14,-35.42,6.76
2021-08-27,8,0.124,0.091,36.26,-40.52,65.32
2021-08-28,8,0.11,0.116,-5.17,-20.0,78.18
2021-08-29,8,0.116,0.128,-9.37,8.47,71.55
2021-08-30,8,0.116,0.153,-24.18,54.55,56.9
2021-08-31,8,0.158,0.148,6.76,59.14,22.15
2021-09-01,9,0.205,0.124,65.32,36.26,2.93
2021-09-02,9,0.196,0.11,78.18,-5.17,16.33
2021-09-03,9,0.199,0.116,71.55,-9.37,20.6
2021-09-06,9,0.182,0.116,56.9,-24.18,31.32
2021-09-07,9,0.193,0.158,22.15,6.76,19.17
2021-09-08,9,0.211,0.205,2.93,65.32,11.37
2021-09-09,9,0.228,0.196,16.33,78.18,16.23
2021-09-10,9,0.24,0.199,20.6,71.55,19.17
2021-09-11,9,0.239,0.182,31.32,56.9,22.59
2021-09-13,9,0.23,0.193,19.17,22.15,10.87
2021-09-14,9,0.235,0.211,11.37,2.93,20.0
2021-09-15,9,0.265,0.228,16.23,16.33,5.28
2021-09-16,9,0.286,0.24,19.17,20.6,36.36
2021-09-17,9,0.293,0.239,22.59,31.32,30.72
2021-09-20,9,0.255,0.23,10.87,19.17,53.33
2021-09-21,9,0.282,0.235,20.0,11.37,45.04
2021-09-22,9,0.279,0.265,5.28,16.23,46.59
2021-09-23,9,0.39,0.286,36.36,19.17,5.38
2021-09-24,9,0.383,0.293,30.72,22.59,4.44
2021-09-27,9,0.391,0.255,53.33,10.87,4.09
2021-09-28,9,0.409,0.282,45.04,20.0,11.74
2021-09-29,9,0.409,0.279,46.59,5.28,15.4
2021-09-30,9,0.411,0.39,5.38,36.36,17.03
2021-10-01,10,0.4,0.383,4.44,30.72,33.25
2021-10-04,10,0.407,0.391,4.09,53.33,32.8
2021-10-05,10,0.457,0.409,11.74,45.04,30.42
2021-10-06,10,0.472,0.409,15.4,46.59,18.01
2021-10-07,10,0.481,0.411,17.03,5.38,19.75
2021-10-08,10,0.533,0.4,33.25,4.44,-3.75
2021-10-09,10,0.5405,0.407,32.8,4.09,8.42
2021-10-11,10,0.596,0.457,30.42,11.74,19.63
2021-10-12,10,0.557,0.472,18.01,15.4,31.96
2021-10-13,10,0.576,0.481,19.75,17.03,20.14
2021-10-14,10,0.513,0.533,-3.75,33.25,38.21
2021-10-15,10,0.586,0.5405,8.42,32.8,15.02
2021-10-18,10,0.713,0.596,19.63,30.42,-7.01
2021-10-19,10,0.735,0.557,31.96,18.01,-12.11
2021-10-20,10,0.692,0.576,20.14,19.75,-9.1
2021-10-21,10,0.709,0.513,38.21,-3.75,-21.58
2021-10-22,10,0.674,0.586,15.02,8.42,-4.45
2021-10-23,10,0.663,0.713,-7.01,19.63,7.09
2021-10-25,10,0.646,0.735,-12.11,31.96,7.59
2021-10-26,10,0.629,0.692,-9.1,20.14,6.68
2021-10-27,10,0.556,0.709,-21.58,38.21,26.44
2021-10-28,10,0.644,0.674,-4.45,15.02,-23.14
2021-10-29,10,0.71,0.663,7.09,-7.01,-41.69
2021-11-01,11,0.695,0.646,7.59,-12.11,-39.86
2021-11-02,11,0.671,0.629,6.68,-9.1,-32.34
2021-11-03,11,0.703,0.556,26.44,-21.58,-17.5
2021-11-04,11,0.495,0.644,-23.14,-4.45,14.55
2021-11-05,11,0.414,0.71,-41.69,7.09,26.81
2021-11-08,11,0.418,0.695,-39.86,7.59,34.45
2021-11-09,11,0.454,0.671,-32.34,6.68,34.8
2021-11-10,11,0.58,0.703,-17.5,26.44,-2.41
2021-11-11,11,0.567,0.495,14.55,-23.14,-6.35
2021-11-12,11,0.525,0.414,26.81,-41.69,-7.05
2021-11-15,11,0.562,0.418,34.45,-39.86,-15.3
2021-11-16,11,0.612,0.454,34.8,-32.34,-13.07
2021-11-17,11,0.566,0.58,-2.41,-17.5,4.95
2021-11-18,11,0.531,0.567,-6.35,14.55,9.6
2021-11-19,11,0.488,0.525,-7.05,26.81,16.8
2021-11-20,11,0.476,0.562,-15.3,34.45,-3.15
2021-11-22,11,0.532,0.612,-13.07,34.8,-7.52
2021-11-23,11,0.594,0.566,4.95,-2.41,-19.36
2021-11-24,11,0.582,0.531,9.6,-6.35,-9.11
2021-11-25,11,0.57,0.488,16.8,-7.05,-6.84
2021-11-26,11,0.461,0.476,-3.15,-15.3,3.04
2021-11-29,11,0.492,0.532,-7.52,-13.07,-5.69
2021-11-30,11,0.479,0.594,-19.36,4.95,-3.13
2021-12-01,12,0.529,0.582,-9.11,9.6,-12.85
2021-12-02,12,0.531,0.57,-6.84,16.8,-18.08
2021-12-03,12,0.475,0.461,3.04,-3.15,-10.74
2021-12-06,12,0.464,0.492,-5.69,-7.52,-14.87
2021-12-07,12,0.464,0.479,-3.13,-19.36,-4.96
2021-12-08,12,0.461,0.529,-12.85,-9.11,5.86
2021-12-09,12,0.435,0.531,-18.08,-6.84,16.32
2021-12-10,12,0.424,0.475,-10.74,3.04,22.64
2021-12-13,12,0.395,0.464,-14.87,-5.69,37.97
2021-12-14,12,0.441,0.464,-4.96,-3.13,41.04
2021-12-15,12,0.488,0.461,5.86,-12.85,33.81
2021-12-16,12,0.506,0.435,16.32,-18.08,31.23
2021-12-17,12,0.52,0.424,22.64,-10.74,29.62
2021-12-20,12,0.545,0.395,37.97,-14.87,18.26
2021-12-21,12,0.622,0.441,41.04,-4.96,14.79
2021-12-22,12,0.653,0.488,33.81,5.86,5.05
2021-12-23,12,0.664,0.506,31.23,16.32,2.26
2021-12-24,12,0.674,0.52,29.62,22.64,-0.89
2021-12-27,12,0.6445,0.545,18.26,37.97,6.13
2021-12-29,12,0.714,0.622,14.79,41.04,7.28
2021-12-30,12,0.686,0.653,5.05,33.81,10.35
2021-12-31,12,0.679,0.664,2.26,31.23,20.18
2022-01-01,1,0.668,0.674,-0.89,29.62,25.0
2022-01-03,1,0.684,0.6445,6.13,18.26,23.1
2022-01-04,1,0.766,0.714,7.28,14.79,9.66
2022-01-05,1,0.757,0.686,10.35,5.05,6.47
2022-01-06,1,0.816,0.679,20.18,2.26,-6.5
2022-01-07,1,0.835,0.668,25.0,-0.89,-4.55
2022-01-10,1,0.842,0.684,23.1,6.13,0.36
2022-01-11,1,0.84,0.766,9.66,7.28,3.33
2022-01-12,1,0.806,0.757,6.47,10.35,13.52
2022-01-13,1,0.763,0.816,-6.5,20.18,18.48
2022-01-14,1,0.797,0.835,-4.55,25.0,10.04
2022-01-17,1,0.845,0.842,0.36,23.1,4.26
2022-01-18,1,0.868,0.84,3.33,9.66,4.03
2022-01-19,1,0.915,0.806,13.52,6.47,0.66
2022-01-20,1,0.904,0.763,18.48,-6.5,5.97
2022-01-21,1,0.877,0.797,10.04,-4.55,10.38
2022-01-24,1,0.881,0.845,4.26,0.36,18.5
2022-01-25,1,0.903,0.868,4.03,3.33,17.72
2022-01-26,1,0.921,0.915,0.66,13.52,13.03
2022-01-27,1,0.958,0.904,5.97,18.48,20.67
2022-01-28,1,0.968,0.877,10.38,10.04,30.79
2022-01-31,1,1.044,0.881,18.5,4.26,22.41
2022-02-01,2,1.063,0.903,17.72,4.03,25.31
2022-02-02,2,1.041,0.921,13.03,0.66,23.92
2022-02-03,2,1.156,0.958,20.67,5.97,16.96
2022-02-04,2,1.266,0.968,30.79,10.38,12.24
2022-02-07,2,1.278,1.044,22.41,18.5,18.78
2022-02-08,2,1.332,1.063,25.31,17.72,15.84
2022-02-09,2,1.29,1.041,23.92,13.03,9.61
2022-02-10,2,1.352,1.156,16.96,20.67,-1.55
2022-02-11,2,1.421,1.266,12.24,30.79,-10.63
2022-02-14,2,1.518,1.278,18.78,22.41,-16.14
2022-02-15,2,1.543,1.332,15.84,25.31,-16.59
2022-02-16,2,1.414,1.29,9.61,23.92,-5.02
2022-02-17,2,1.331,1.352,-1.55,16.96,-1.8
2022-02-18,2,1.27,1.421,-10.63,12.24,-1.65
2022-02-20,2,1.273,1.518,-16.14,18.78,-5.34
2022-02-21,2,1.287,1.543,-16.59,15.84,-7.07
2022-02-22,2,1.343,1.414,-5.02,9.61,-21.59
2022-02-23,2,1.307,1.331,-1.8,-1.55,-38.56
2022-02-24,2,1.249,1.27,-1.65,-10.63,-14.81
2022-02-25,2,1.205,1.273,-5.34,-16.14,-5.73
2022-02-26,2,1.196,1.287,-7.07,-16.59,-11.37
2022-02-28,2,1.053,1.343,-21.59,-5.02,-0.19
2022-03-01,3,0.803,1.307,-38.56,-1.8,45.83
2022-03-02,3,1.064,1.249,-14.81,-1.65,25.66
2022-03-03,3,1.136,1.205,-5.73,-5.34,24.47
2022-03-04,3,1.06,1.196,-11.37,-7.07,27.92
2022-03-06,3,1.051,1.053,-0.19,-21.59,26.26
2022-03-07,3,1.171,0.803,45.83,-38.56,18.87
2022-03-08,3,1.337,1.064,25.66,-14.81,2.32
2022-03-09,3,1.414,1.136,24.47,-5.73,-1.13
2022-03-10,3,1.356,1.06,27.92,-11.37,-3.69
2022-03-11,3,1.327,1.051,26.26,-0.19,-8.97
2022-03-14,3,1.392,1.171,18.87,45.83,-4.81
2022-03-15,3,1.368,1.337,2.32,25.66,3.44
2022-03-16,3,1.398,1.414,-1.13,24.47,-2.93
2022-03-17,3,1.306,1.356,-3.69,27.92,4.13
2022-03-18,3,1.208,1.327,-8.97,26.26,16.8
2022-03-21,3,1.325,1.392,-4.81,18.87,6.68
2022-03-22,3,1.415,1.368,3.44,2.32,-3.82
2022-03-23,3,1.357,1.398,-2.93,-1.13,1.18
2022-03-24,3,1.36,1.306,4.13,-3.69,1.54
2022-03-25,3,1.411,1.208,16.8,-8.97,-3.69
2022-03-26,3,1.4135,1.325,6.68,-4.81,-2.23
2022-03-28,3,1.361,1.415,-3.82,3.44,0.44
2022-03-29,3,1.373,1.357,1.18,-2.93,6.12
2022-03-30,3,1.381,1.36,1.54,4.13,6.08
2022-03-31,3,1.359,1.411,-3.69,16.8,7.73
2022-04-01,4,1.382,1.4135,-2.23,6.68,8.18
2022-04-04,4,1.367,1.361,0.44,-3.82,8.96
2022-04-05,4,1.457,1.373,6.12,1.18,6.86
2022-04-06,4,1.465,1.381,6.08,1.54,3.28
2022-04-07,4,1.464,1.359,7.73,-3.69,2.53
2022-04-08,4,1.495,1.382,8.18,-2.23,4.95
2022-04-09,4,1.4895,1.367,8.96,0.44,6.75
2022-04-11,4,1.557,1.457,6.86,6.12,0.83
2022-04-12,4,1.513,1.465,3.28,6.08,17.98
2022-04-13,4,1.501,1.464,2.53,7.73,14.52
2022-04-14,4,1.569,1.495,4.95,8.18,-0.19
2022-04-19,4,1.59,1.4895,6.75,8.96,-5.6
2022-04-20,4,1.57,1.557,0.83,6.86,-4.84
2022-04-21,4,1.785,1.513,17.98,3.28,-13.56
2022-04-22,4,1.719,1.501,14.52,2.53,-6.46
2022-04-25,4,1.566,1.569,-0.19,4.95,0.89
2022-04-26,4,1.501,1.59,-5.6,6.75,9.73
2022-04-27,4,1.494,1.57,-4.84,0.83,10.24
2022-04-28,4,1.543,1.785,-13.56,17.98,1.17
2022-04-29,4,1.608,1.719,-6.46,14.52,-5.91
2022-05-02,5,1.58,1.566,0.89,-0.19,-5.32
