Date,Price,MSCI Previous Week Price,Previous Week % MSCI Change,% MSCI Change
2017-01-31,1792.4,1782.86,1.41,0.54
2017-02-01,1793.39,1785.69,0.66,0.43
2017-02-02,1795.11,1776.02,-0.36,1.07
2017-02-03,1805.51,1782.71,-0.02,1.28
2017-02-06,1798.21,1781.43,0.25,0.94
2017-02-07,1797.29,1790.57,0.62,0.38
2017-02-08,1802.26,1805.81,1.55,-0.2
2017-02-09,1807.54,1803.75,1.14,0.21
2017-02-10,1814.71,1803.39,0.85,0.63
2017-02-13,1823.34,1792.06,0.47,1.75
2017-02-14,1823.63,1792.4,0.54,1.74
2017-02-15,1833.55,1793.39,0.43,2.24
2017-02-16,1836.56,1795.11,1.07,2.31
2017-02-17,1836.5,1805.51,1.28,1.72
2017-02-20,1836.78,1798.21,0.94,2.14
2017-02-21,1843.05,1797.29,0.38,2.55
2017-02-22,1842.37,1802.26,-0.2,2.23
2017-02-23,1845.35,1807.54,0.21,2.09
2017-02-24,1840.8,1814.71,0.63,1.44
2017-02-27,1841.57,1823.34,1.75,1.0
2017-02-28,1838.7,1823.63,1.74,0.83
2017-03-01,1856.34,1833.55,2.24,1.24
2017-03-02,1848.84,1836.56,2.31,0.67
2017-03-03,1848.98,1836.5,1.72,0.68
2017-03-06,1845.7,1836.78,2.14,0.49
2017-03-07,1840.57,1843.05,2.55,-0.13
2017-03-08,1834.72,1842.37,2.23,-0.42
2017-03-09,1835.9,1845.35,2.09,-0.51
2017-03-10,1845.88,1840.8,1.44,0.28
2017-03-13,1850.02,1841.57,1.0,0.46
2017-03-14,1842.98,1838.7,0.83,0.23
2017-03-15,1854.15,1856.34,1.24,-0.12
2017-03-16,1864.1,1848.84,0.67,0.83
2017-03-17,1863.08,1848.98,0.68,0.76
2017-03-20,1860.53,1845.7,0.49,0.8
2017-03-21,1846.39,1840.57,-0.13,0.32
2017-03-22,1842.63,1834.72,-0.42,0.43
2017-03-23,1844.97,1835.9,-0.51,0.49
2017-03-24,1845.81,1845.88,0.28,-0.0
2017-03-27,1845.15,1850.02,0.46,-0.26
2017-03-28,1858.88,1842.98,0.23,0.86
2017-03-29,1856.76,1854.15,-0.12,0.14
2017-03-30,1859.95,1864.1,0.83,-0.22
2017-03-31,1853.69,1863.08,0.76,-0.5
2017-04-03,1848.97,1860.53,0.8,-0.62
2017-04-04,1850.02,1846.39,0.32,0.2
2017-04-05,1845.95,1842.63,0.43,0.18
2017-04-06,1846.59,1844.97,0.49,0.09
2017-04-07,1845.46,1845.81,-0.0,-0.02
2017-04-10,1846.78,1845.15,-0.26,0.09
2017-04-11,1847.88,1858.88,0.86,-0.59
2017-04-12,1842.98,1856.76,0.14,-0.74
2017-04-13,1833.12,1859.95,-0.22,-1.44
2017-04-18,1837.34,1853.69,-0.5,-0.88
2017-04-19,1835.04,1848.97,-0.62,-0.75
2017-04-20,1846.65,1850.02,0.2,-0.18
2017-04-21,1842.06,1845.95,0.18,-0.21
2017-04-24,1871.65,1846.59,0.09,1.36
2017-04-25,1882.04,1845.46,-0.02,1.98
2017-04-26,1882.44,1846.78,0.09,1.93
2017-04-27,1881.14,1847.88,-0.59,1.8
2017-04-28,1878.28,1842.98,-0.74,1.92
2017-05-02,1886.15,1833.12,-1.44,2.89
2017-05-03,1883.13,1837.34,-0.88,2.49
2017-05-04,1886.48,1835.04,-0.75,2.8
2017-05-05,1896.75,1846.65,-0.18,2.71
2017-05-08,1897.32,1842.06,-0.21,3.0
2017-05-09,1893.41,1871.65,1.36,1.16
2017-05-10,1895.93,1882.04,1.98,0.74
2017-05-11,1891.21,1882.44,1.93,0.47
2017-05-12,1892.97,1881.14,1.8,0.63
2017-05-15,1901.64,1878.28,1.92,1.24
2017-05-16,1906.23,1886.15,2.89,1.06
2017-05-17,1882.62,1883.13,2.49,-0.03
2017-05-18,1880.96,1886.48,2.8,-0.29
2017-05-19,1894.77,1896.75,2.71,-0.1
2017-05-22,1904.92,1897.32,3.0,0.4
2017-05-23,1906.69,1893.41,1.16,0.7
2017-05-24,1907.81,1895.93,0.74,0.63
2017-05-25,1914.59,1891.21,0.47,1.24
2017-05-26,1912.21,1892.97,0.63,1.02
2017-05-30,1909.9,1901.64,1.24,0.43
2017-05-31,1911.74,1906.23,1.06,0.29
2017-06-01,1923.1,1882.62,-0.03,2.15
2017-06-02,1935.21,1880.96,-0.29,2.88
2017-06-05,1931.73,1894.77,-0.1,1.95
2017-06-06,1926.05,1904.92,0.4,1.11
2017-06-07,1927.06,1906.69,0.7,1.07
2017-06-08,1924.2,1907.81,0.63,0.86
2017-06-09,1922.79,1914.59,1.24,0.43
2017-06-12,1918.7,1912.21,1.02,0.34
2017-06-13,1928.74,1909.9,0.43,0.99
2017-06-14,1930.52,1911.74,0.29,0.98
2017-06-15,1916.52,1923.1,2.15,-0.34
2017-06-16,1923.24,1935.21,2.88,-0.62
2017-06-19,1936.52,1931.73,1.95,0.25
2017-06-20,1922.54,1926.05,1.11,-0.18
2017-06-21,1920.0,1927.06,1.07,-0.37
2017-06-22,1921.54,1924.2,0.86,-0.14
2017-06-23,1925.01,1922.79,0.43,0.12
2017-06-26,1927.49,1918.7,0.34,0.46
2017-06-27,1917.57,1928.74,0.99,-0.58
2017-06-28,1931.73,1930.52,0.98,0.06
2017-06-29,1919.59,1916.52,-0.34,0.16
2017-06-30,1916.43,1923.24,-0.62,-0.35
2017-07-03,1920.58,1936.52,0.25,-0.82
2017-07-04,1918.9,1922.54,-0.18,-0.19
2017-07-05,1920.33,1920.0,-0.37,0.02
2017-07-06,1909.01,1921.54,-0.14,-0.65
2017-07-07,1913.18,1925.01,0.12,-0.61
2017-07-10,1917.11,1927.49,0.46,-0.54
2017-07-11,1915.67,1917.57,-0.58,-0.1
2017-07-12,1932.86,1931.73,0.06,0.06
2017-07-13,1936.94,1919.59,0.16,0.9
2017-07-14,1948.07,1916.43,-0.35,1.65
2017-07-17,1948.58,1920.58,-0.82,1.46
2017-07-18,1949.66,1918.9,-0.19,1.6
2017-07-19,1958.56,1920.33,0.02,1.99
2017-07-20,1963.31,1909.01,-0.65,2.84
2017-07-21,1958.77,1913.18,-0.61,2.38
2017-07-24,1954.84,1917.11,-0.54,1.97
2017-07-25,1960.59,1915.67,-0.1,2.34
2017-07-26,1961.9,1932.86,0.06,1.5
2017-07-27,1963.54,1936.94,0.9,1.37
2017-07-28,1960.32,1948.07,1.65,0.63
2017-07-31,1961.1,1948.58,1.46,0.64
2017-08-01,1970.39,1949.66,1.6,1.06
2017-08-02,1970.29,1958.56,1.99,0.6
2017-08-03,1968.72,1963.31,2.84,0.28
2017-08-04,1967.77,1958.77,2.38,0.46
2017-08-07,1971.76,1954.84,1.97,0.87
2017-08-08,1966.81,1960.59,2.34,0.32
2017-08-09,1961.88,1961.9,1.5,-0.0
2017-08-10,1940.28,1963.54,1.37,-1.18
2017-08-11,1937.73,1960.32,0.63,-1.15
2017-08-14,1952.58,1961.1,0.64,-0.43
2017-08-15,1949.23,1970.39,1.06,-1.07
2017-08-16,1954.04,1970.29,0.6,-0.82
2017-08-17,1936.32,1968.72,0.28,-1.65
2017-08-18,1930.4,1967.77,0.46,-1.9
2017-08-21,1932.22,1971.76,0.87,-2.01
2017-08-22,1945.18,1966.81,0.32,-1.1
2017-08-23,1942.15,1961.88,-0.0,-1.01
2017-08-24,1939.65,1940.28,-1.18,-0.03
2017-08-25,1944.56,1937.73,-1.15,0.35
2017-08-29,1945.05,1952.58,-0.43,-0.39
2017-08-30,1947.53,1949.23,-1.07,-0.09
2017-08-31,1959.74,1954.04,-0.82,0.29
2017-09-01,1965.79,1936.32,-1.65,1.52
2017-09-04,1963.32,1930.4,-1.9,1.71
2017-09-05,1954.64,1932.22,-2.01,1.16
2017-09-06,1959.15,1945.18,-1.1,0.72
2017-09-07,1964.57,1942.15,-1.01,1.15
2017-09-08,1964.52,1939.65,-0.03,1.28
2017-09-11,1981.97,1944.56,0.35,1.92
2017-09-12,1988.28,1945.05,-0.39,2.22
2017-09-13,1986.74,1947.53,-0.09,2.01
2017-09-14,1983.42,1959.74,0.29,1.21
2017-09-15,1987.72,1965.79,1.52,1.12
2017-09-18,1990.58,1963.32,1.71,1.39
2017-09-19,1996.09,1954.64,1.16,2.12
2017-09-20,1998.69,1959.15,0.72,2.02
2017-09-21,1990.33,1964.57,1.15,1.31
2017-09-22,1994.58,1964.52,1.28,1.53
2017-09-25,1989.08,1981.97,1.92,0.36
2017-09-26,1983.25,1988.28,2.22,-0.25
2017-09-27,1988.0,1986.74,2.01,0.06
2017-09-28,1992.36,1983.42,1.21,0.45
2017-09-29,2000.55,1987.72,1.12,0.65
2017-10-02,2004.67,1990.58,1.39,0.71
2017-10-03,2009.63,1996.09,2.12,0.68
2017-10-04,2010.95,1998.69,2.02,0.61
2017-10-05,2016.15,1990.33,1.31,1.3
2017-10-06,2014.02,1994.58,1.53,0.97
2017-10-09,2013.12,1989.08,0.36,1.21
2017-10-10,2021.55,1983.25,-0.25,1.93
2017-10-11,2024.54,1988.0,0.06,1.84
2017-10-12,2023.64,1992.36,0.45,1.57
2017-10-13,2028.01,2000.55,0.65,1.37
2017-10-16,2029.89,2004.67,0.71,1.26
2017-10-17,2027.36,2009.63,0.68,0.88
2017-10-18,2030.44,2010.95,0.61,0.97
2017-10-19,2033.29,2016.15,1.3,0.85
2017-10-20,2035.58,2014.02,0.97,1.07
2017-10-23,2030.06,2013.12,1.21,0.84
2017-10-24,2031.38,2021.55,1.93,0.49
2017-10-25,2023.48,2024.54,1.84,-0.05
2017-10-26,2025.69,2023.64,1.57,0.1
2017-10-27,2034.6,2028.01,1.37,0.32
2017-10-30,2034.59,2029.89,1.26,0.23
2017-10-31,2036.8,2027.36,0.88,0.47
2017-11-01,2041.17,2030.44,0.97,0.53
2017-11-02,2043.24,2033.29,0.85,0.49
2017-11-03,2045.47,2035.58,1.07,0.49
2017-11-06,2046.8,2030.06,0.84,0.82
2017-11-07,2046.78,2031.38,0.49,0.76
2017-11-08,2050.7,2023.48,-0.05,1.35
2017-11-09,2042.36,2025.69,0.1,0.82
2017-11-10,2040.25,2034.6,0.32,0.28
2017-11-13,2035.71,2034.59,0.23,0.06
2017-11-14,2031.88,2036.8,0.47,-0.24
2017-11-15,2021.03,2041.17,0.53,-0.99
2017-11-16,2035.81,2043.24,0.49,-0.36
2017-11-17,2033.18,2045.47,0.49,-0.6
2017-11-20,2035.73,2046.8,0.82,-0.54
2017-11-21,2047.15,2046.78,0.76,0.02
2017-11-22,2050.06,2050.7,1.35,-0.03
2017-11-23,2053.28,2042.36,0.82,0.53
2017-11-24,2059.54,2040.25,0.28,0.95
2017-11-27,2055.77,2035.71,0.06,0.99
2017-11-28,2066.55,2031.88,-0.24,1.71
2017-11-29,2066.22,2021.03,-0.99,2.24
2017-11-30,2077.36,2035.81,-0.36,2.04
2017-12-01,2069.37,2033.18,-0.6,1.78
2017-12-04,2069.99,2035.73,-0.54,1.68
2017-12-05,2063.64,2047.15,0.02,0.81
2017-12-06,2058.22,2050.06,-0.03,0.4
2017-12-07,2063.58,2053.28,0.53,0.5
2017-12-08,2073.46,2059.54,0.95,0.68
2017-12-11,2081.24,2055.77,0.99,1.24
2017-12-12,2083.43,2066.55,1.71,0.82
2017-12-13,2084.37,2066.22,2.24,0.88
2017-12-14,2077.55,2077.36,2.04,0.01
2017-12-15,2085.54,2069.37,1.78,0.78
2017-12-18,2104.02,2069.99,1.68,1.64
2017-12-19,2096.34,2063.64,0.81,1.58
2017-12-20,2095.44,2058.22,0.4,1.81
2017-12-21,2100.78,2063.58,0.5,1.8
2017-12-22,2099.59,2073.46,0.68,1.26
2017-12-27,2103.19,2081.24,1.24,1.05
2017-12-28,2106.89,2083.43,0.82,1.13
2017-12-29,2103.45,2084.37,0.88,0.92
2018-01-02,2116.04,2077.55,0.01,1.85
2018-01-03,2125.65,2085.54,0.78,1.92
2018-01-04,2142.75,2104.02,1.64,1.84
2018-01-05,2156.6,2096.34,1.58,2.87
2018-01-08,2157.96,2095.44,1.81,2.98
2018-01-09,2161.78,2100.78,1.8,2.9
2018-01-10,2162.29,2099.59,1.26,2.99
2018-01-11,2171.78,2103.19,1.05,3.26
2018-01-12,2185.31,2106.89,1.13,3.72
2018-01-15,2193.95,2103.45,0.92,4.3
2018-01-16,2188.39,2116.04,1.85,3.42
2018-01-17,2199.93,2125.65,1.92,3.49
2018-01-18,2196.73,2142.75,1.84,2.52
2018-01-19,2207.4,2156.6,2.87,2.36
2018-01-22,2221.01,2157.96,2.98,2.92
2018-01-23,2230.05,2161.78,2.9,3.16
2018-01-24,2232.3,2162.29,2.99,3.24
2018-01-25,2234.38,2171.78,3.26,2.88
2018-01-26,2248.93,2185.31,3.72,2.91
2018-01-29,2234.22,2193.95,4.3,1.84
2018-01-30,2214.11,2188.39,3.42,1.18
2018-01-31,2213.24,2199.93,3.49,0.61
2018-02-01,2212.53,2196.73,2.52,0.72
2018-02-02,2171.54,2207.4,2.36,-1.62
2018-02-05,2103.64,2221.01,2.92,-5.28
2018-02-06,2098.85,2230.05,3.16,-5.88
2018-02-07,2101.07,2232.3,3.24,-5.88
2018-02-08,2045.01,2234.38,2.88,-8.48
2018-02-09,2050.9,2248.93,2.91,-8.81
2018-02-12,2075.91,2234.22,1.84,-7.09
2018-02-13,2080.68,2214.11,1.18,-6.03
2018-02-14,2105.86,2213.24,0.61,-4.85
2018-02-15,2130.94,2212.53,0.72,-3.69
2018-02-16,2137.91,2171.54,-1.62,-1.55
2018-02-19,2135.94,2103.64,-5.28,1.54
2018-02-20,2126.22,2098.85,-5.88,1.3
2018-02-21,2118.36,2101.07,-5.88,0.82
2018-02-22,2117.17,2045.01,-8.48,3.53
2018-02-23,2140.91,2050.9,-8.81,4.39
2018-02-26,2159.67,2075.91,-7.09,4.03
2018-02-27,2140.57,2080.68,-6.03,2.88
2018-02-28,2117.99,2105.86,-4.85,0.58
2018-03-01,2089.98,2130.94,-3.69,-1.92
2018-03-02,2089.84,2137.91,-1.55,-2.25
2018-03-05,2106.58,2135.94,1.54,-1.37
2018-03-06,2117.77,2126.22,1.3,-0.4
2018-03-07,2115.98,2118.36,0.82,-0.11
2018-03-08,2125.28,2117.17,3.53,0.38
2018-03-09,2149.32,2140.91,4.39,0.39
2018-03-12,2154.26,2159.67,4.03,-0.25
2018-03-13,2144.6,2140.57,2.88,0.19
2018-03-14,2134.51,2117.99,0.58,0.78
2018-03-15,2133.35,2089.98,-1.92,2.08
2018-03-16,2134.05,2089.84,-2.25,2.12
2018-03-19,2110.4,2106.58,-1.37,0.18
2018-03-20,2110.91,2117.77,-0.4,-0.32
2018-03-21,2109.18,2115.98,-0.11,-0.32
2018-03-22,2072.94,2125.28,0.38,-2.46
2018-03-23,2036.55,2149.32,0.39,-5.25
2018-03-26,2069.13,2154.26,-0.25,-3.95
2018-03-27,2055.55,2144.6,0.19,-4.15
2018-03-28,2047.75,2134.51,0.78,-4.06
2018-03-29,2065.53,2133.35,2.08,-3.18
2018-04-03,2048.8,2134.05,2.12,-3.99
2018-04-04,2061.31,2110.4,0.18,-2.33
2018-04-05,2080.69,2110.91,-0.32,-1.43
2018-04-06,2052.78,2109.18,-0.32,-2.67
2018-04-09,2061.19,2072.94,-2.46,-0.57
2018-04-10,2090.11,2036.55,-5.25,2.63
2018-04-11,2082.57,2069.13,-3.95,0.65
2018-04-12,2090.89,2055.55,-4.15,1.72
2018-04-13,2088.98,2047.75,-4.06,2.01
2018-04-16,2099.82,2065.53,-3.18,1.66
2018-04-17,2116.43,2048.8,-3.99,3.3
2018-04-18,2123.77,2061.31,-2.33,3.03
2018-04-19,2115.93,2080.69,-1.43,1.69
2018-04-20,2099.73,2052.78,-2.67,2.29
2018-04-23,2097.22,2061.19,-0.57,1.75
2018-04-24,2081.52,2090.11,2.63,-0.41
2018-04-25,2076.74,2082.57,0.65,-0.28
2018-04-26,2092.44,2090.89,1.72,0.07
2018-04-27,2096.05,2088.98,2.01,0.34
2018-04-30,2086.51,2099.82,1.66,-0.63
2018-05-01,2083.77,2116.43,3.3,-1.54
2018-05-02,2076.69,2123.77,3.03,-2.22
2018-05-03,2071.37,2115.93,1.69,-2.11
2018-05-04,2089.44,2099.73,2.29,-0.49
2018-05-08,2095.07,2097.22,1.75,-0.1
2018-05-09,2109.84,2081.52,-0.41,1.36
2018-05-10,2123.53,2076.74,-0.28,2.25
2018-05-11,2131.96,2092.44,0.07,1.89
2018-05-14,2136.09,2096.05,0.34,1.91
2018-05-15,2119.98,2086.51,-0.63,1.6
2018-05-16,2122.97,2083.77,-1.54,1.88
2018-05-17,2125.56,2076.69,-2.22,2.35
2018-05-18,2120.8,2071.37,-2.11,2.39
2018-05-21,2130.72,2089.44,-0.49,1.98
2018-05-22,2128.78,2095.07,-0.1,1.61
2018-05-23,2122.9,2109.84,1.36,0.62
2018-05-24,2117.73,2123.53,2.25,-0.27
2018-05-25,2110.8,2131.96,1.89,-0.99
2018-05-29,2083.27,2136.09,1.91,-2.47
2018-05-30,2100.42,2119.98,1.6,-0.92
2018-05-31,2092.92,2122.97,1.88,-1.42
2018-06-01,2109.19,2125.56,2.35,-0.77
2018-06-04,2121.86,2120.8,2.39,0.05
2018-06-05,2119.36,2130.72,1.98,-0.53
2018-06-06,2136.74,2128.78,1.61,0.37
2018-06-07,2137.57,2122.9,0.62,0.69
2018-06-08,2137.74,2117.73,-0.27,0.94
2018-06-11,2144.2,2110.8,-0.99,1.58
2018-06-12,2145.36,2083.27,-2.47,2.98
2018-06-13,2140.2,2100.42,-0.92,1.89
2018-06-14,2142.02,2092.92,-1.42,2.35
2018-06-15,2134.15,2109.19,-0.77,1.18
2018-06-18,2125.79,2121.86,0.05,0.19
2018-06-19,2111.44,2119.36,-0.53,-0.37
2018-06-20,2117.76,2136.74,0.37,-0.89
2018-06-21,2105.93,2137.57,0.69,-1.48
2018-06-22,2114.9,2137.74,0.94,-1.07
2018-06-25,2085.59,2144.2,1.58,-2.73
2018-06-26,2088.41,2145.36,2.98,-2.65
2018-06-27,2076.3,2140.2,1.89,-2.99
2018-06-28,2079.62,2142.02,2.35,-2.91
2018-06-29,2089.3,2134.15,1.18,-2.1
2018-07-02,2082.08,2125.79,0.19,-2.06
2018-07-03,2082.05,2111.44,-0.37,-1.39
2018-07-04,2082.17,2117.76,-0.89,-1.68
2018-07-05,2096.19,2105.93,-1.48,-0.46
2018-07-06,2113.74,2114.9,-1.07,-0.05
2018-07-09,2131.14,2085.59,-2.73,2.18
2018-07-10,2135.87,2088.41,-2.65,2.27
2018-07-11,2117.3,2076.3,-2.99,1.97
2018-07-12,2130.86,2079.62,-2.91,2.46
2018-07-13,2134.6,2089.3,-2.1,2.17
2018-07-16,2132.79,2082.08,-2.06,2.44
2018-07-17,2138.15,2082.05,-1.39,2.69
2018-07-18,2142.24,2082.17,-1.68,2.88
2018-07-19,2134.84,2096.19,-0.46,1.84
2018-07-20,2139.17,2113.74,-0.05,1.2
2018-07-23,2139.44,2131.14,2.18,0.39
2018-07-24,2151.08,2135.87,2.27,0.71
2018-07-25,2161.76,2117.3,1.97,2.1
2018-07-26,2161.93,2130.86,2.46,1.46
2018-07-27,2156.11,2134.6,2.17,1.01
2018-07-30,2148.25,2132.79,2.44,0.72
2018-07-31,2153.1,2138.15,2.69,0.7
2018-08-01,2149.36,2142.24,2.88,0.33
2018-08-02,2147.58,2134.84,1.84,0.6
2018-08-03,2155.39,2139.17,1.2,0.76
2018-08-06,2157.34,2139.44,0.39,0.84
2018-08-07,2166.85,2151.08,0.71,0.73
2018-08-08,2166.15,2161.76,2.1,0.2
2018-08-09,2163.69,2161.93,1.46,0.08
2018-08-10,2139.84,2156.11,1.01,-0.75
2018-08-13,2127.47,2148.25,0.72,-0.97
2018-08-14,2137.36,2153.1,0.7,-0.73
2018-08-15,2115.7,2149.36,0.33,-1.57
2018-08-16,2131.05,2147.58,0.6,-0.77
2018-08-17,2138.11,2155.39,0.76,-0.8
2018-08-20,2145.24,2157.34,0.84,-0.56
2018-08-21,2151.79,2166.85,0.73,-0.7
2018-08-22,2155.99,2166.15,0.2,-0.47
2018-08-23,2149.22,2163.69,0.08,-0.67
2018-08-24,2161.61,2139.84,-0.75,1.02
2018-08-28,2182.5,2127.47,-0.97,2.59
2018-08-29,2190.75,2137.36,-0.73,2.5
2018-08-30,2181.56,2115.7,-1.57,3.11
2018-08-31,2175.5,2131.05,-0.77,2.09
2018-09-03,2173.42,2138.11,-0.8,1.65
2018-09-04,2162.83,2145.24,-0.56,0.82
2018-09-05,2152.77,2151.79,-0.7,0.05
2018-09-06,2144.03,2155.99,-0.47,-0.55
2018-09-07,2137.6,2149.22,-0.67,-0.54
2018-09-10,2142.64,2161.61,1.02,-0.88
2018-09-11,2147.67,2182.5,2.59,-1.6
2018-09-12,2152.7,2190.75,2.5,-1.74
2018-09-13,2162.68,2181.56,3.11,-0.87
2018-09-14,2166.59,2175.5,2.09,-0.41
2018-09-17,2160.53,2173.42,1.65,-0.59
2018-09-18,2172.27,2162.83,0.82,0.44
2018-09-19,2177.74,2152.77,0.05,1.16
2018-09-20,2195.68,2144.03,-0.55,2.41
2018-09-21,2200.01,2137.6,-0.54,2.92
2018-09-24,2193.01,2142.64,-0.88,2.35
2018-09-25,2194.2,2147.67,-1.6,2.17
2018-09-26,2189.31,2152.7,-1.74,1.7
2018-09-27,2188.71,2162.68,-0.87,1.2
2018-09-28,2184.01,2166.59,-0.41,0.8
2018-10-01,2188.18,2160.53,-0.59,1.28
2018-10-02,2183.62,2172.27,0.44,0.52
2018-10-03,2183.63,2177.74,1.16,0.27
2018-10-04,2165.43,2195.68,2.41,-1.38
2018-10-05,2151.42,2200.01,2.92,-2.21
2018-10-08,2143.56,2193.01,2.35,-2.25
2018-10-09,2138.46,2194.2,2.17,-2.54
2018-10-10,2089.1,2189.31,1.7,-4.58
2018-10-11,2044.95,2188.71,1.2,-6.57
2018-10-12,2063.43,2184.01,0.8,-5.52
2018-10-15,2055.11,2188.18,1.28,-6.08
2018-10-16,2091.21,2183.62,0.52,-4.23
2018-10-17,2089.5,2183.63,0.27,-4.31
2018-10-18,2064.47,2165.43,-1.38,-4.66
2018-10-19,2062.33,2151.42,-2.21,-4.14
2018-10-22,2053.44,2143.56,-2.25,-4.2
2018-10-23,2033.89,2138.46,-2.54,-4.89
2018-10-24,1988.62,2089.1,-4.58,-4.81
2018-10-25,2006.27,2044.95,-6.57,-1.89
2018-10-26,1981.89,2063.43,-5.52,-3.95
2018-10-29,1975.7,2055.11,-6.08,-3.86
2018-10-30,1997.19,2091.21,-4.23,-4.5
2018-10-31,2021.98,2089.5,-4.31,-3.23
2018-11-01,2040.93,2064.47,-4.66,-1.14
2018-11-02,2036.7,2062.33,-4.14,-1.24
2018-11-05,2040.68,2053.44,-4.2,-0.62
2018-11-06,2050.65,2033.89,-4.89,0.82
2018-11-07,2084.45,1988.62,-4.81,4.82
2018-11-08,2082.47,2006.27,-1.89,3.8
2018-11-09,2063.16,1981.89,-3.95,4.1
2018-11-12,2028.62,1975.7,-3.86,2.68
2018-11-13,2026.52,1997.19,-4.5,1.47
2018-11-14,2015.14,2021.98,-3.23,-0.34
2018-11-15,2026.3,2040.93,-1.14,-0.72
2018-11-16,2031.76,2036.7,-1.24,-0.24
2018-11-19,2009.61,2040.68,-0.62,-1.52
2018-11-20,1976.91,2050.65,0.82,-3.6
2018-11-21,1984.73,2084.45,4.82,-4.78
2018-11-22,1984.03,2082.47,3.8,-4.73
2018-11-23,1975.09,2063.16,4.1,-4.27
2018-11-26,1999.2,2028.62,2.68,-1.45
2018-11-27,2000.07,2026.52,1.47,-1.31
2018-11-28,2029.78,2015.14,-0.34,0.73
2018-11-29,2034.89,2026.3,-0.72,0.42
2018-11-30,2041.36,2031.76,-0.24,0.47
2018-12-03,2066.62,2009.61,-1.52,2.84
2018-12-04,2016.89,1976.91,-3.6,2.02
2018-12-05,2008.63,1984.73,-4.78,1.2
2018-12-06,1990.85,1984.03,-4.73,0.34
2018-12-07,1965.24,1975.09,-4.27,-0.5
2018-12-10,1952.83,1999.2,-1.45,-2.32
2018-12-11,1954.65,2000.07,-1.31,-2.27
2018-12-12,1975.88,2029.78,0.73,-2.66
2018-12-13,1974.41,2034.89,0.42,-2.97
2018-12-14,1942.55,2041.36,0.47,-4.84
2018-12-17,1914.33,2066.62,2.84,-7.37
2018-12-18,1908.16,2016.89,2.02,-5.39
2018-12-19,1892.71,2008.63,1.2,-5.77
2018-12-20,1862.82,1990.85,0.34,-6.43
2018-12-21,1834.97,1965.24,-0.5,-6.63
2018-12-24,1802.95,1952.83,-2.32,-7.68
2018-12-27,1862.38,1954.65,-2.27,-4.72
2018-12-28,1870.8,1975.88,-2.66,-5.32
2018-12-31,1883.9,1974.41,-2.97,-4.58
2019-01-02,1881.15,1942.55,-4.84,-3.16
2019-01-03,1853.18,1914.33,-7.37,-3.19
2019-01-04,1904.18,1908.16,-5.39,-0.21
2019-01-07,1919.75,1892.71,-5.77,1.43
2019-01-08,1935.79,1862.82,-6.43,3.92
2019-01-09,1950.99,1834.97,-6.63,6.32
2019-01-10,1957.69,1802.95,-7.68,8.58
2019-01-11,1957.17,1862.38,-4.72,5.09
2019-01-14,1948.16,1870.8,-5.32,4.14
2019-01-15,1963.61,1883.9,-4.58,4.23
2019-01-16,1966.5,1881.15,-3.16,4.54
2019-01-17,1975.61,1853.18,-3.19,6.61
2019-01-18,2000.76,1904.18,-0.21,5.07
2019-01-21,2000.77,1919.75,1.43,4.22
2019-01-22,1978.83,1935.79,3.92,2.22
2019-01-23,1980.15,1950.99,6.32,1.49
2019-01-24,1983.23,1957.69,8.58,1.3
2019-01-25,2001.86,1957.17,5.09,2.28
2019-01-28,1989.18,1948.16,4.14,2.11
2019-01-29,1989.6,1963.61,4.23,1.32
2019-01-30,2010.95,1966.5,4.54,2.26
2019-01-31,2028.49,1975.61,6.61,2.68
2019-02-01,2029.55,2000.76,5.07,1.44
2019-02-04,2037.76,2000.77,4.22,1.85
2019-02-05,2051.36,1978.83,2.22,3.67
2019-02-06,2047.11,1980.15,1.49,3.38
2019-02-07,2026.94,1983.23,1.3,2.2
2019-02-08,2020.53,2001.86,2.28,0.93
2019-02-11,2021.6,1989.18,2.11,1.63
2019-02-12,2045.12,1989.6,1.32,2.79
2019-02-13,2052.76,2010.95,2.26,2.08
2019-02-14,2047.56,2028.49,2.68,0.94
2019-02-15,2066.58,2029.55,1.44,1.82
2019-02-18,2072.62,2037.76,1.85,1.71
2019-02-19,2075.91,2051.36,3.67,1.2
2019-02-20,2083.64,2047.11,3.38,1.78
2019-02-21,2077.44,2026.94,2.2,2.49
2019-02-22,2086.97,2020.53,0.93,3.29
2019-02-25,2091.83,2021.6,1.63,3.47
2019-02-26,2091.7,2045.12,2.79,2.28
2019-02-27,2092.12,2052.76,2.08,1.92
2019-02-28,2085.84,2047.56,0.94,1.87
2019-03-01,2096.35,2066.58,1.82,1.44
2019-03-04,2090.4,2072.62,1.71,0.86
2019-03-05,2087.5,2075.91,1.2,0.56
2019-03-06,2078.69,2083.64,1.78,-0.24
2019-03-07,2061.41,2077.44,2.49,-0.77
2019-03-08,2051.12,2086.97,3.29,-1.72
2019-03-11,2074.66,2091.83,3.47,-0.82
2019-03-12,2083.38,2091.7,2.28,-0.4
2019-03-13,2095.67,2092.12,1.92,0.17
2019-03-14,2096.32,2085.84,1.87,0.5
2019-03-15,2108.78,2096.35,1.44,0.59
2019-03-18,2117.99,2090.4,0.86,1.32
2019-03-19,2121.47,2087.5,0.56,1.63
2019-03-20,2112.05,2078.69,-0.24,1.6
2019-03-21,2127.93,2061.41,-0.77,3.23
2019-03-22,2094.81,2051.12,-1.72,2.13
