date,Price,Open,High,Low,Vol.,Change %
27/09/2021,7063.40,7051.48,7122.09,7043.21,900.05M,0.17%
24/09/2021,7051.48,7078.35,7080.23,7041.34,817.65M,-0.38%
23/09/2021,7078.35,7083.37,7131.43,7070.68,731.21M,-0.07%
22/09/2021,7083.37,6980.98,7090.48,6980.98,623.00M,1.47%
21/09/2021,6980.98,6903.91,7004.88,6903.91,811.46M,1.12%
20/09/2021,6903.91,6963.64,6963.64,6828.28,905.91M,-0.86%
17/09/2021,6963.64,7027.48,7092.69,6941.69,1.63B,-0.91%
16/09/2021,7027.48,7016.49,7058.99,7016.32,667.61M,0.16%
15/09/2021,7016.49,7034.06,7047.27,7016.49,772.56M,-0.25%
14/09/2021,7034.06,7068.43,7068.45,7020.10,677.35M,-0.49%
13/09/2021,7068.43,7029.20,7090.81,7029.20,545.72M,0.56%
10/09/2021,7029.20,7024.21,7055.22,7014.42,492.66M,0.07%
09/09/2021,7024.21,7095.53,7095.53,6998.62,695.39M,-1.01%
08/09/2021,7095.53,7149.37,7149.37,7061.13,567.99M,-0.75%
07/09/2021,7149.37,7187.18,7187.18,7147.94,466.82M,-0.53%
06/09/2021,7187.18,7138.35,7195.62,7138.35,300.46M,0.68%
03/09/2021,7138.35,7163.90,7182.23,7123.87,499.09M,-0.36%
02/09/2021,7163.90,7149.84,7168.78,7129.71,536.01M,0.20%
01/09/2021,7149.84,7119.70,7187.34,7119.70,522.90M,0.42%
31/08/2021,7119.70,7148.01,7160.49,7092.03,1.00B,-0.40%
27/08/2021,7148.01,7124.98,7157.60,7108.53,425.08M,0.32%
26/08/2021,7124.98,7150.12,7150.12,7095.43,391.71M,-0.35%
25/08/2021,7150.12,7125.78,7151.75,7121.29,510.48M,0.34%
24/08/2021,7125.78,7109.02,7129.66,7076.06,582.75M,0.24%
23/08/2021,7109.02,7087.90,7147.80,7087.90,493.20M,0.30%
20/08/2021,7087.90,7058.86,7095.61,7032.45,549.55M,0.41%
19/08/2021,7058.86,7169.32,7169.32,6993.06,602.76M,-1.54%
18/08/2021,7169.32,7181.11,7198.79,7143.55,792.00M,-0.16%
17/08/2021,7181.11,7153.98,7188.55,7118.67,573.60M,0.38%
16/08/2021,7153.98,7218.71,7218.71,7117.78,522.26M,-0.90%
13/08/2021,7218.71,7193.23,7224.46,7193.13,501.18M,0.35%
12/08/2021,7193.23,7220.14,7220.70,7182.92,574.94M,-0.37%
11/08/2021,7220.14,7161.04,7220.14,7157.74,536.44M,0.83%
10/08/2021,7161.04,7132.30,7166.67,7115.87,559.14M,0.40%
09/08/2021,7132.30,7122.95,7138.80,7089.74,525.14M,0.13%
06/08/2021,7122.95,7120.43,7135.39,7103.71,677.36M,0.04%
05/08/2021,7120.43,7123.86,7130.35,7099.03,814.80M,-0.05%
04/08/2021,7123.86,7105.72,7142.54,7105.72,618.71M,0.26%
03/08/2021,7105.72,7081.72,7119.19,7074.32,613.95M,0.34%
02/08/2021,7081.72,7032.30,7111.66,7032.30,519.68M,0.70%
30/07/2021,7032.30,7078.42,7078.42,6996.93,674.95M,-0.65%
29/07/2021,7078.42,7016.63,7093.93,7008.65,789.49M,0.88%
28/07/2021,7016.63,6996.08,7023.35,6974.80,595.32M,0.29%
27/07/2021,6996.08,7025.43,7028.37,6929.64,515.48M,-0.42%
26/07/2021,7025.43,7027.58,7038.65,6980.67,524.70M,-0.03%
23/07/2021,7027.58,6968.30,7033.27,6968.30,461.68M,0.85%
22/07/2021,6968.30,6998.28,7018.95,6956.24,497.51M,-0.43%
21/07/2021,6998.28,6881.13,7007.75,6881.13,784.90M,1.70%
20/07/2021,6881.13,6844.39,6929.89,6827.26,941.99M,0.54%
19/07/2021,6844.39,7008.09,7008.09,6813.03,817.24M,-2.34%
16/07/2021,7008.09,7012.02,7056.73,6978.06,617.56M,-0.06%
15/07/2021,7012.02,7091.19,7111.77,7005.02,612.97M,-1.12%
14/07/2021,7091.19,7124.72,7124.72,7073.59,565.38M,-0.47%
13/07/2021,7124.72,7125.42,7152.44,7116.26,613.84M,-0.01%
12/07/2021,7125.42,7121.88,7134.87,7066.20,484.70M,0.05%
09/07/2021,7121.88,7030.66,7121.88,7030.22,577.54M,1.30%
08/07/2021,7030.66,7151.02,7151.02,6981.57,741.08M,-1.68%
07/07/2021,7151.02,7100.88,7153.68,7100.88,573.30M,0.71%
06/07/2021,7100.88,7164.91,7170.60,7075.73,635.76M,-0.89%
05/07/2021,7164.91,7123.27,7168.03,7111.51,384.45M,0.58%
02/07/2021,7123.27,7125.16,7162.16,7110.30,494.81M,-0.03%
01/07/2021,7125.16,7037.47,7134.21,7037.47,631.27M,1.25%
30/06/2021,7037.47,7087.55,7100.71,7010.57,659.20M,-0.71%
29/06/2021,7087.55,7072.97,7120.77,7071.86,516.41M,0.21%
28/06/2021,7072.97,7136.07,7136.22,7071.95,682.53M,-0.88%
25/06/2021,7136.07,7109.97,7139.08,7109.79,609.04M,0.37%
24/06/2021,7109.97,7074.06,7119.41,7070.90,726.33M,0.51%
23/06/2021,7074.06,7090.01,7129.40,7074.06,567.37M,-0.22%
22/06/2021,7090.01,7062.29,7098.67,7061.13,522.52M,0.39%
21/06/2021,7062.29,7017.47,7065.05,6948.63,820.50M,0.64%
18/06/2021,7017.47,7153.43,7154.63,7008.74,1.56B,-1.90%
17/06/2021,7153.43,7184.95,7184.95,7132.96,724.68M,-0.44%
16/06/2021,7184.95,7172.48,7217.54,7169.21,722.08M,0.17%
15/06/2021,7172.48,7146.68,7189.63,7142.71,778.54M,0.36%
14/06/2021,7146.68,7134.06,7188.26,7131.79,551.24M,0.18%
11/06/2021,7134.06,7088.18,7140.70,7088.18,509.04M,0.65%
10/06/2021,7088.18,7081.01,7117.74,7080.02,574.89M,0.10%
